"gaptext","date"
"We love seeing @Lupita_Nyongo wearing our ribbed henley on her trip to Kenya! Shop it here: http://t.co/s8suT7mpie http://t.co/5fBLb5djzR",2015-07-06
"Our full sale just started! Get the details: http://t.co/OayVBILvS9 http://t.co/lhvlFxtWQQ",2015-07-06
"Globetrotter @lusttforlife embraces summer brights in our Fluid cami top. #Styldby Shop it: http://t.co/bL9gULyLHC http://t.co/13PpVdchuA",2015-07-06
"@LAmamma1 Hi there, feel free to email us at custserv@gap.com. We're happy to forward your information to the appropriate leadership. Thanks",2015-07-06
"@hannahashley_ Sorry to hear this. Please give us a call at 800-GAP-STYLE so that we can look into this. Thanks!",2015-07-06
"@aidanemc_ Sorry to hear this. Feel free to email us at custserv@gap.com with the details. We're happy to help!",2015-07-06
"@dunsmoreconsult Happy to hear this! We'll forward to the store's leadership so they can be commended. Thanks!",2015-07-06
"@wordsbyM Sorry to hear this. Feel free to email us at custserv@gap.com with the details. We're happy to help!",2015-07-06
"@brianorter Sorry for the trouble. We'll forward your feedback to the store's leadership so they're aware. Thanks for letting us know!",2015-07-06
"@kmulkey007 Sorry for the disappointment. We'll forward your feedback to our marketing leaders so they're aware. Thanks for shopping with us",2015-07-06
"@GeorgetownRenzo Sorry to hear this. Feel free to call us at 800-GAP-STYLE and ask for Customer Relations. We're happy to help!",2015-07-06
"@marianbull Sorry to hear this. Feel free to call us at 800-GAP-STYLE and we're happy to help. Thanks!",2015-07-06
"@justin_herren Sorry to see this! Feel free to bring them to a Gap store manager and they'll be happy to help with a return or exchange.",2015-07-06
"@lydiaGfruge Sorry for the confusion, we'll let our online leadership know so they can fix it. Thanks for the call-out!",2015-07-06
"@littlemissniki We show they're on clearance, but we can't confirm if they're being discontinued. We'll forward your feedback along!",2015-07-06
"@dolphin261088 Sorry to hear this. Please email us at custserv@gap.com with the details. We're happy to help!",2015-07-06
"@RacheISchaeffer Hi there, here's a link to our return options: http://t.co/KDpMv5XPti Hope this helps!",2015-07-06
"@L337LUKE Sorry to hear you were having trouble. Feel free to call us at 800-GAP-STYLE and we'll be happy to help place an order. Thanks!",2015-07-06
"@TSNN_Rachel Sorry to hear you're having trouble. Feel free to email us at custserv@gap.com with the details. We're happy to help!",2015-07-06
"Sunday skating... we're putting our beach shorts to the test. Get yourself a pair: http://t.co/wANmawUBMV #GapSummer http://t.co/uUVgSL8fp1",2015-07-05
"Stars, stripes, friends, &amp; fireworks...Happy #July4th from Gap! http://t.co/oJYeH0yFEY http://t.co/PV8Z9CS66O",2015-07-04
"Hope everyone is enjoying their #July4th holiday! @GQMagazine's @masterwilliams found the perfect backdrop. #Styldby http://t.co/Y51zXP3HdF",2015-07-04
"Our short-sleeve seersucker print shirts are perfect for casual summer outings. Get yours: http://t.co/Hx4jO8XtcJ http://t.co/qHuTDXHDP8",2015-07-03
"@greenemax We are ready to help. Stop by a store, or visit http://t.co/09gUyCApkV.  We are having some great sales!!",2015-07-03
"@JohnAHodge Unfortunately it looks like this style is no longer available online or in-store. Sorry for any disappointment this may cause.",2015-07-03
"We love Fridays, especially on a holiday weekend! Shop our favorite red white &amp; blue basics: http://t.co/oJYeH0yFEY http://t.co/glGLPo6kX3",2015-07-03
"@awangel3 Thanks for sending this. We shared it with the store leadership. So sorry for the frustration.",2015-07-03
"The brother &amp; sister duo of @wildbellemusic give Gap basics a rock 'n' roll twist. #Styldby http://t.co/dPKfO0bFTg http://t.co/y3mGBWcdpi",2015-07-02
"Tomorrow! Our July 4th sale is starting earlier with 40% off your purchase. http://t.co/rK18kSBpoW http://t.co/LQZArLDLc8",2015-07-01
"@richardsales52 Hi! Our last Instameet was open to the public. Stay tuned for more in the future.",2015-07-01
"Keeping cool this summer in Gap accessories and palm prints. Shop new arrivals: http://t.co/YYgPmYhnxA http://t.co/u6bN0NcWxO",2015-07-01
"@timothycsargent You may want to double check your seach settings. If you still have trouble, give us a call so we can help. 1-800-GAPSTYLE",2015-07-01
"@RunningTarget We don't offer a loyalty card. The info requested would be needed for a credit card application. Plz call us to share details",2015-06-24
"@SweetpeaLondon1 Sorry to hear this. Please feel free to speak to a store manager about your quality concerns.",2015-06-24
"@NSGirl808 We'd like to get more information from you. Please call Gap Customer Relations at 1-800-GAP-STYLE and refer to case #1836748",2015-06-24
"@janceylyn We're sorry to hear this was your experience. We've shared your feedback with the store so we can improve the service we offer.",2015-06-24
"@Muteab911 We see that all of the packages from this order have been shipped.  Thanks for reaching out.",2015-06-23
"@BestCoast &lt;3",2015-06-23
"If you need us, we'll be by the pool in our printed tee and beach shorts. Shop men's basics: http://t.co/fIJrM3w8QN http://t.co/g0UB4LHJQo",2015-06-23
"@harlingdarling the finalists have been posted on http://t.co/SnftoxNVJS.  Good Luck!",2015-06-23
"@Muteab911 Our records show that all of your items have shipped.  Let us know if you need further help. Thanks",2015-06-23
"@Jeanise Give us a call at 1-800-OLDNAVY so we can get more information and outline your options for you.  Thanks!!",2015-06-23
"@racheljosilver @virginhotels Just how it should be. Enjoy the event! #GapxBirchbox",2015-06-23
"Our #GapxBirchbox beauty tour starts tonight in Chicago followed by Houston &amp; SF! Get details: http://t.co/t19JDylrTS http://t.co/VmdRTbZLC8",2015-06-22
"A good read, chic accessories, &amp; a nearby beach are all we really need. Shop new arrivals: http://t.co/NJBYCi6SpR http://t.co/27NiCBauDI",2015-06-22
"@winnieSmith17 Sorry to hear this. Feel free to call us at 800-GAP-STYLE so that we can get the details. Thanks!",2015-06-22
"@RobDavidNYC Sorry for the trouble. Feel free to call us at 800-GAP-STYLE and we'll be happy to help. Thanks!",2015-06-22
"@mat711 Sorry to hear this. Can you let us know what style of jeans ripped so that we can share with our merchandising teams? Thanks!",2015-06-22
"@JenHartwig Sorry for the trouble. Feel free to call us at 800-GAP-STYLE and we'll be happy to assist you. Thanks!",2015-06-22
"@Muteab911 Hi there. Feel free to call us at 800-GAP-STYLE and we'll be happy to assist you with your order. Thanks!",2015-06-22
"SF! Come to our Bernal Heights Instameet on 6/26. Good views &amp; coffee for all. #FriendsofGap http://t.co/pTqekp79SL http://t.co/vQGCcrzBk9",2015-06-22
"@ChrisG521 Sorry to see this. Please email us at custserv@gap.com so we can get more details and follow up with store. Thanks!",2015-06-22
"@nealrs Sorry, outlets and retail locations operate as separate divisions. You may want to try to return by mail. Contact store for details.",2015-06-22
"""Fatherhood has taught me sacrifice, and most importantly it's taught me to truly love."" @AMOwens23 #happyfathersday http://t.co/qdwSzqz6hq",2015-06-21
"Snap a #selfie in our iconic chambray worker shirt. @oh_anthonio takes one in Times Square. http://t.co/1vjBZAjcQB http://t.co/XMgOTFwGeS",2015-06-20
"@appliedluck Sorry to see this. Feel free to call us at 800-GAP-STYLE and we'll be happy to help. Thanks!",2015-06-19
"@frestylemr Oh no! Please give us a call at 800-GAP-STYLE and ask for Customer Relations. We're happy to help!",2015-06-19
"@orchiewawa Sorry to hear this. Feel free to bring them to your local Gap store and a manager will be happy to help with a refund/exchange",2015-06-19
"Survive the summer heat with our favorite sandal. Shop our endless accessories: http://t.co/gjkKz9ByRc http://t.co/0KWiMCW2DH",2015-06-19
"The perfect outfit for your weekend brunch plans. Shop all new chic summer arrivals: http://t.co/NJBYCi6SpR http://t.co/5o5jRySGpe",2015-06-19
"@kzone7 So sorry to hear this. We would like to get more info so we can make the most of your feedback.  Call us at 1-800-GAPSTYLE.  Thanks!",2015-06-19
"@ericaribou We hate to hear this. Take them to the store and meet with manager. If the see they're defective, they can help. Thanks",2015-06-19
"@ericaribou Sorry to hear this. Feel free to speak with a store manager. If deemed defective, you'll receive a full refund or exchange.",2015-06-18
"When the weekend is the only thing on your mind... #summer #gapisms",2015-06-18
"Packed and ready for our weekend getaway! Now the countdown begins. A few things we're taking: http://t.co/fIJrM3w8QN http://t.co/6eEYhhF1oI",2015-06-18
"@SpokesmanAlerts  We would like the opportunity to speak with you directly.  If you could, contact us at 1-800-GAPSTYLE, case # 1832911. Thx",2015-06-18
"@Smith12Emma Please call us so we can follow up with the store leadership. 1-800-GAPSTYLE. Hope to hear from you.",2015-06-18
"@chrystlejoy For the most accurate information, email our contest administrators at  gapcastingcallinfo@tenthwave.com. They can help.",2015-06-18
"@Smith12Emma We want to see what we can do to help. Please email us at custserv@gap.com or call 1-800-GAPSTYLE. Thanks for reaching out!",2015-06-17
"Coast in style! Enter for a chance to win a #GapxSchwinn tee, @RideSchwinn racer &amp; gift card: http://t.co/Vgnc9QlMb1 http://t.co/t5se5uVDZA",2015-06-17
"Breezy linen + soft blue hues = perfection. #Styldby @alice_gao Shop this look: http://t.co/A1aZkrrslO http://t.co/oUDgzl2eTv",2015-06-17
"@am7899 We hate to hear this. Take them to the store and meet with manager. If the see they're defective, they can help. Thanks!",2015-06-17
"@milo_and_molly So sorry. Please give us a call so we can get more info. We want to see if we can help. 1-800-GAPSTYLE.",2015-06-17
"Parisian artist Maud Vantours uses a 3D paper sculpture design for her #GapREMIXProject tee: http://t.co/8FvOYlo3W8
https://t.co/ls1XFRCDt6",2015-06-16
"@tiramisu8 Absolutely! You can use it at any Gap Inc brand, both in-store and online. Thanks!",2015-06-16
"@ChanaShields Sorry to hear this. Feel free to call us at 800-GAP-STYLE and we'll be happy to see what options are available. Thanks!",2015-06-16
"Beach bound with our stripe tote. We can already hear the waves. Shop summer accessories: http://t.co/gjkKz9ByRc http://t.co/VuwZPKMpnP",2015-06-16
"Our 1969 denim shorts look great on everyone. See how 5 @glamourmag editors style them: http://t.co/YuzEMigx05 http://t.co/bUJkfhtbE9",2015-06-16
"@sethgoldstein Glad to hear this Seth. We shared your compliment with Tara and her supervisor. You made her day!",2015-06-16
"@Sarahsachsphoto Sorry for that. You are also able to email if you like.  custserv@gap.com. Emails can take 24 hours for a response.",2015-06-16
"@laknapwick Thanks for reaching out. We are sorry for any disappointment. http://t.co/fzs0N2Lc7t",2015-06-08
"@ari_zap Thank you for reaching out.  We are sorry for any disappointment. http://t.co/fu5jeZr7Yd",2015-06-08
"@zahra__XO Thank you for reaching out.  We are sorry for any disappointment. http://t.co/LKjO9By9EA",2015-06-08
"@Ivy880 Thank you for reaching out.  We are sorry for any disappointment. http://t.co/Tp8jjSlKoB",2015-06-08
"@dnieman Thank you for reaching out.  We are sorry for any disappointment. http://t.co/I3NUBqTYax",2015-06-08
"@JamilahLemieux Thank you for reaching out.  We are sorry for any disappointment. http://t.co/qcFXLyF4sw",2015-06-08
"@Stephen_Job Sorry for the trouble. The code is unique so we wouldn't be able to provide you with one. Did you check your spam/junk folder?",2015-06-08
"@KellyNicole Thank you for reaching out.  We are sorry for any disappointment. http://t.co/5Tjgp2YI2J",2015-06-08
"@CreativewithaK Thank you for reaching out.  We are sorry for any disappointment. http://t.co/7i1HOehWNL",2015-06-08
"@13ashoe Thank you for reaching out.  We are sorry for any disappointment. http://t.co/5eKHGEVW6N",2015-06-08
"Carefree, cool, and perfectly happy. Check out our favorite new summer arrivals: http://t.co/NJBYCi6SpR http://t.co/rNvwzLg6kC",2015-06-08
"Summer days with no agenda call for sun hats and pastels. Shop all new arrivals: http://t.co/NJBYCi6SpR http://t.co/MhFWtNbwl3",2015-06-08
"Oh, the choices! Treat yourself to some sweets and dreamy denim (macarons, not included): http://t.co/Fb2w8qfQnD http://t.co/PSquuPG6QY",2015-06-07
"Zzzz. We'll take our Sunday nap with a surf cap and dip-dye tee. Get yours: http://t.co/X9vfQztEc1 http://t.co/zx4QjKznJ9",2015-06-07
"A stripe here, a palm print there. The only guideline to summer style is comfort at all times: http://t.co/fIJrM3w8QN http://t.co/nlJ3czGO1w",2015-06-06
"@brussell10 Brandon, We see  you were able to work with our service team for help.  Thanks!",2015-06-06
"@doakster34 You can still submit a photo that is not altered or edited.  I am attaching the guidelines for submission http://t.co/KZKTMATH1D",2015-06-06
"@doakster34 It looks like the photo has a filter or has been edited in some way. They weren't rejecting your child, they rejected the photo.",2015-06-06
"@ChnkyBlack Give us a call, we are happy to help. 1-800-GAPSTYLE",2015-06-06
"You can now shop @Birchbox beauty essentials at select Gap stores! #GapXBirchbox Details here: http://t.co/msJJKUVUXS http://t.co/I0YJ54vShn",2015-06-05
"Click! All we can think about is new adventures and this mesh top. Pick one (or two) up: http://t.co/7kEgl712KM http://t.co/29U728Fybf",2015-06-05
"@Puntermusic Sorry to hear this. Feel free to email us at custserv@gap.com with the details. We're happy to help!",2015-06-05
"@simpleeJLM Sorry for any frustration. We'll pass your comments on to our Marketing team. You may also want to check your account settings.",2015-06-05
"@doakster34 Sorry for any disappointment. You can review the photo guidelines and resubmit a photo before the entry period is up.",2015-06-05
"@scarlettsmum09 Sorry to hear this! Please send us an email so we can help.",2015-06-05
"@brussell10 Sorry to hear this. Can you please give us your order number so we can look into it?",2015-06-05
"@julietsimmons Sorry for any frustration. Can you email us at custserv@gapCOM1  so we can try to help?",2015-06-05
"We spy Gap! RT @CNTraveler: Olivia Lopez of @lusttforlife tells us how to pack for a weekend trip to hot Palm Springs http://t.co/0n06ws6bUa",2015-06-05
"@AliciaMLund Love this look! #Styldby",2015-06-05
"Everyday style with bold personality. #Strideby in our newest men's arrivals: http://t.co/fIJrM3NJIl #GapSummer http://t.co/8tJ8Jgt1Qv",2015-06-04
"Carefree summer style in Gap essentials. The only thing missing is a glass of lemonade. http://t.co/NJBYCi6SpR http://t.co/TUA5JcxTJ7",2015-06-04
"@jonny_howarth We hate to hear this. Take them to the store and meet with manager. If the see they're defective, they can help. Thanks!",2015-06-04
"@adamlynch Sorry. Try clearing cache and cookies and restart browser. It sometimes helps. If not, call us 1-800-877-1198.  Thanks!",2015-06-04
"@tylerclarey Integrity!! Nice.",2015-06-04
"@80sdarrell They are on our site: http://t.co/bLwxl3EvLz. To find in store just click ""find it now"" and search stores in your area. Thanks!",2015-06-04
"@MMonticolo Sorry. We don't see them online. Send us the style # and size and we can search our stores for you. (i.e. s/123456-12)",2015-06-04
"@TheTShirtMan If you purchased in the last 45 days, the store may be able to use  your credit card to find the purchase. Hope this helps.",2015-06-04
"@ChelleMoraga Sorry to hear this. We can have one of our reps call you when it is convenient for you if you like. Send us your number.",2015-06-04
"@danamcompton Sorry, online returns can only be returned to Gap Specialty stores or online.  Pre-paid return labels are available to print.",2015-06-04
"@ChelleMoraga and time it is best to call and we will reach out to you.  email custserv@gap.com.  Thanks!",2015-06-04
"Tomorrow! Start your summer bright with our Styld.by event hosted by @ellemagazine. RSVP and come visit us: http://t.co/nyBb0e6X1H",2015-06-03
"Don't miss #gapcastingcall! It's the last week to enter &amp; win a spot in our campaign by 6/7: http://t.co/SnftoxNVJS http://t.co/FZgspedIvF",2015-06-03
"Surf ambitions and classic tees... That's how summer should be. Shop our new arrivals: http://t.co/fIJrM3w8QN http://t.co/MaIB5R3XQ1",2015-06-03
"@irispeper Sorry for this, we have shared this with leadership at Synchrony Bank for you.  They will address it with their agents.  Thanks!",2015-05-28
"@PatrickAaronn We hate to hear this. Take them to the store and meet with manager. If the see they're defective, they can help. Thanks!",2015-05-28
"@OliviaMalek You can return it in store and repurchase the correct size.  Meet with the store manager for more details on this. Thanks!",2015-05-28
"Keep your cool for days that aren't so warm. Shop our heritage denim jacket: hthttp://gap.us/HeritDJ http://t.co/3AuESmbthJ",2015-05-27
".@Refinery29's Piera Gelardi says matching is overrated &amp; we couldn't agree more. #Styldby http://t.co/3DZP8GIykH http://t.co/U0q62bc7an",2015-05-27
"@ridethiselement Everything looks to be in order. Your promised delivery date is 7/5. As soon at it is shipped you will get another email.",2015-05-27
"@courtums No receipt is required if determined to be defective. They may be able to locate trans with your credit card if you used one.",2015-05-27
"@courtums Sorry to see this. Feel free to bring them to your local Gap store &amp; a manager will be happy to assist with a refund or exchange.",2015-05-27
"@Bertmosa Sorry to hear this. Please give us a call at 800-GAP-STYLE so we can get more information. Thanks!",2015-05-27
"@ridethiselement Hi, send your order number and we can see what the status is.  Thanks!",2015-05-27
"@orangutan_robin Sure!  Go to http://t.co/sGDYZh8Fdp and select the career tab.  Good Luck!!",2015-05-27
"@Perkijay We hate to hear this. Take them to the store and meet with manager. If the see they're defective, they can help. Thanks",2015-05-27
"Artist @Quentin_Jones remixed our logo with her trademark style. #GapREMIXproject Stay tuned to shop the collection. http://t.co/zOuWLHlXrP",2015-05-26
"Music festivals, beach trips, rooftop barbecues -- we're ready. Shop new summer arrivals: http://t.co/fIJrM3NJIl http://t.co/TTwbraMQDz",2015-05-26
"Fashion meets art: 11 renowned artists remix our iconic logo @voguemagazine #GapREMIXProject http://t.co/OezviYjlHN http://t.co/jQGyGcwb6J",2015-05-26
"@Schmoreland So sorry. Please email us so we can get more info. We want to follow up with store. custserv@gap.com.  Hope to hear from you.",2015-05-26
"@honest_engine We hate to hear this. Take them to the store and meet with manager. If the see they're defective, they can help. Thanks!",2015-05-26
"@bellboys2 We would be happy to try to help. Please email us so we can get more info. custserv@gap.com",2015-05-26
"@hornejoejr Just call us at 1-800-GAPSTYLE and one of our representatives can assist.  Thanks!",2015-05-26
"@Hessa1912 Prices vary for different reasons.  Such as regional markdowns, or currency exchange rates.  Feel free to email custserv@gap.com.",2015-05-26
"@jasoncaine1 So sorry. Please give us a call so we can get more info. We want to follow up with store. 1-800-GAPSTYLE.",2015-05-26
"@kgriffin9 So sorry. We have made this available to our merchandising team for you. Thx for your feedback!",2015-05-26
"Simple reasons to love summer: stripes, light denim &amp; a pop of pink. Pick up your favorites: http://t.co/NJBYCi6SpR http://t.co/5s0DdxZpIu",2015-05-25
"Happy Memorial Day from Gap! For today only take 40% off your entire purchase. #MemorialDay http://t.co/pMuCuQMoy7 http://t.co/bu4baDWxBL",2015-05-25
"Our guilty pleasures: beignets and summer denim. Which one's better? Here's our answer: http://t.co/CYO59klw5w http://t.co/u94DBncXSE",2015-05-24
"Can't beat summer days by the water. GQ Insider @masterwilliams boats in DC #GQforGAp #Styldby http://t.co/rZWz5Pslll http://t.co/RFPbzf3GVn",2015-05-23
"Packing only essentials for our next adventure. @parkncube explores London in our printed top: http://t.co/6tFtD9yuOA http://t.co/85WXjXQy2e",2015-05-23
"@MaryFisherman Gap will  choose ten  finalists from each age category.  Voting will begin on June 22 — time to spread the word and vote!",2015-05-22
"@genewickerjr Thank you!  We have shared this with the team.",2015-05-22
"@StevensMyName sorry for the disappointment. We have shared this with or online team.  Thanks for letting us know.",2015-05-22
"@labonn1e We hate to hear this. Take them to the store and meet with manager. If the see they're defective, they can help. Thanks",2015-05-22
"That moment you find yourself sitting under the fan. #summerheat #gapisms",2015-05-22
"Planning a summer getaway to California in our new breezy tops @lusttforlife #Styldby http://t.co/6tFtD9yuOA http://t.co/qzrWD4xylU",2015-05-22
"@sydhuss So sorry. Please give us a call so we can get more info. We want to see if we can help. 1-800-GAPSTYLE.",2015-05-21
"@genewickerjr Hate to hear this. Which location? We want to share this with our inventory control team.  Thanks!",2015-05-21
"@hihillaryhelloo Gap will choose ten finalists from each age category.  Then you can vote for your favorite to win beginning June 22.",2015-05-21
"@thenicolecrowl We hate to hear this. Take them to the store and meet with manager. If the see they're defective, they can help. Thanks",2015-05-21
"@j_cheryl Hi there. Please call us at 0800 368 0674 and we'll be happy to assist you. Thanks!",2015-05-21
"Stripes + florals = a perfect match. Shop this favorite summer look: http://t.co/WGNzCMg9dQ http://t.co/7pXo9T2H30",2015-05-12
"@Mujtaba1892 We are happy to check for you. Send us your order number and we will take a look.  Thanks!",2015-05-12
"@EmiliaPisani So sorry. Double check for exclusions to ensure that all of your items qualify. Still having trouble? Call us 800-GAPSTYLE.",2015-05-12
"@KeitashaLinda My apologies, you can use either. Once you select Ireland as your destination, the site will default to Gap.eu.",2015-05-12
"@KeitashaLinda When you go to check out, you will be able to enter your address for shipping.  For more help, email us at custserv@gap.com.",2015-05-12
"@Dumb_RichAF Sorry to hear this. Please call us at 1-800-GAP-STYLE and we'll be happy to help with an exchange order. Thanks!",2015-05-11
"@HeidiReinberg Happy to hear this! We'll forward your feedback to George's supervisor so they can be commended. Thanks!",2015-05-11
"@Javan_TPC Thanks for the photo! We look forward to seeing you at our #FriendsofGap Instameet if you can come.",2015-05-11
"LA! Come to our first Instameet on 5/16. Limited NOLA cartons &amp; good people. #FriendsofGap Go: http://t.co/m2T9Vaeeka http://t.co/her5j853Gk",2015-05-11
"@KeitashaLinda Yes we do!  See the attachment for details on how to order. http://t.co/2qdBy7lPQm",2015-05-11
"@ericarmccarthy Sorry to hear this. Please call us if you are close to the deadline and having trouble. We can help you with your order. Thx",2015-05-11
"@KR_ISaTEN Yes we do.  Visit our site_adjustments to read all about our price adjustment policy,  : http://t.co/Z0htwjhdXz",2015-05-11
"@louisabking Sorry to hear this.  If you have trouble getting to us via phone, you can also email at custserv@gap.com. Agents are here 24/7.",2015-05-11
"@1987emb Give us a call at 800-GAPSTYLE, select ""store options"" then ""store feedback"".  We hope to talk to you soon!  Thanks",2015-05-11
"@Nicebunsbakery We don't have any info for one in Aug, but we have the online contest starting tomorrow!  http://t.co/S5wnJTXYCs",2015-05-11
"@jiteshluthra Sorry for the confusion. We are able to access the page from the following link:  http://t.co/8mtXhTRv77",2015-05-11
"""Thank you for teaching me to delight in life's gifts... it’s all better done with you, Mama."" —@irenekly #NoteToMom http://t.co/ri1cB3q8P0",2015-05-10
"""The best thing about Mother's Day besides YOU is the arrival of spring!"" —@emjane12 #NoteToMom http://t.co/R3HKOgUnC2",2015-05-10
"For Mother's Day, we asked some of our favorite Instagrammers to share a #NoteToMom. First up https://t.co/ekcZQaDRZU http://t.co/lYHyPYBfMl",2015-05-10
"It's an iced coffee and shopping kind-of day. Just saying... #gapisms",2015-05-09
"Meet your new weekend wardrobe staple: the broken-in chambray pant. #styldby @debs_lisa http://t.co/QGUcp6Uz0B http://t.co/I7RN64JAM0",2015-05-09
"@CustomMadeUK Sorry for the trouble. We're constantly getting new styles, but we'll forward your request to our merchants so they're aware.",2015-05-08
"@ChrisSukhram Sorry to hear this. Feel free to bring them to your local store at any time and a manager will be happy to help with that.",2015-05-08
"@Lizzy_Bauer Oh no! Sorry to hear this. Please give us a call at 1-800-GAP-STYLE and we're happy to see what happened to your order.",2015-05-08
"We celebrating our @RosiePope collab tomorrow in NYC! #GapxRosiePope RSVP &amp; stop by here: http://t.co/jLMJgvGr56 http://t.co/d7rU93L1bF",2015-05-08
"The weekend forecast is perfect for a picnic. Here's what you should wear #styldby @parkncube: http://t.co/Q9HbkGSixt http://t.co/EY34vobs8g",2015-05-08
"@stormofquiet Please contact us at custserv@gap.co.uk or toll free from inside the UK at 0800 368 0674. We can help with your order. Thanks",2015-05-08
"@Fergalson We are sorry. Please contact us at custserv@gap.co.uk or from the UK at 0800 368 0674. We want to follow up with the store. ~Gap",2015-05-08
"@Kevinmyhan You can call the automated line at 800-294-8803 and select option 1.  Hope this is helpful.",2015-05-08
"When you can finally replace the word ""freeze"" with ""breeze"". #soundslikesummer #gapisms",2015-05-07
"@DreKernodle Sorry, but we're not able to send out new jeans without evaluating the pair you have first. Call us at 1-800-GAP-STYLE for help",2015-05-07
"@elizabethesage We hate to see this. Take it to the store and meet with manager. If the see they're defective, they can help. Thanks!",2015-04-27
"@larrynannery So sorry. Please give us a call so we can get more info. We want to follow up with store. 1-800-GAPSTYLE.",2015-04-27
"@BrianRomanowsk1 Give us a call so we can help.  We would like to get more info about this order.  Thanks! 1-800-GAPSTYLE.",2015-04-27
"@kaesimoulton We would like to look into this for you. Can you email us your order number? custserv@gap.com  Thanks!",2015-04-27
"@HoneyMarquise Your item is ready to ship. There is no indication it will not be there. If order is returned to us, we credit your card.",2015-04-27
"@KeavyL So sorry. Please email us so we can get more info. We want to follow up with store. custserv@gap.com.  Hope to hear from you.",2015-04-27
"@mb3992 So sorry. Please email us so we can get more info. We want to follow up with store. custserv@gap.com.  Hope to hear from you.",2015-04-27
"@ThePiz23 So sorry. Please give us a call so we can get more info. We want to help. 1-800-GAPSTYLE.",2015-04-27
"Now, this is spring! Saying hello to leather sandals and dreamry cafés. #StyldbyYou https://t.co/FWefWQjFo5 http://t.co/y8KgCZ7XLY",2015-04-26
"@leahgdouglas Sorry to hear this. Feel free to bring them to your local Gap store and a store manager will be happy to assist you. Thanks!",2015-04-26
"@abconner Sorry to hear this. Feel free to email us at custserv@gap.com with the details. We're happy to help!",2015-04-26
"@MisssJenna Sorry to see this. Can you let us know which store you visited so that we can get this addressed? Thanks!",2015-04-26
"@wardrobe_oxygen Oh no! You can bring them to your local Gap store and a manager will be happy to exchange them or refund you. Thanks!",2015-04-26
"@thecazbah Sorry to hear this. Feel free to bring them to your local Gap store and a manager will be happy to evaluate them. Thanks!",2015-04-26
"The easiest part of your workout! Make strides toward your goals with our new #GapFit shorts. http://t.co/xWGtNEq8XS http://t.co/Z56Byivyes",2015-04-26
"Say farewell to Paul &amp; @jennyslate in the finale of #SpringIsWeird. Rewatch the whole thing at http://t.co/YtQfX4B7EY http://t.co/nFZjDp4bgF",2015-04-25
"It's official: we are wearing shorts and ditching sleeves. Shop our new men's spring arrivals: http://t.co/RQD9gER7jC http://t.co/qE8NsXYvNW",2015-04-24
"Enjoy relaxing spring days at the beach in comfy sweaters. @AnnStreetStudio #Styldby http://t.co/5i1z6xjzxi http://t.co/Mgp59i8R16",2015-04-24
"@oliviadello We want to help. Forward one of your emails to us at custserv@gap.com. We can remove you from the distribution list. Thanks!",2015-04-24
"@Nobodynow We hate to hear this. Take them to the store and meet with manager, they can help. So Sorry for the inconvenience.",2015-04-24
"@kourtneyari We hope you will use our Open Door policy to speak to above store leaders. You can also contact Gap Code to share your concerns",2015-04-24
"@emraheverliving So sorry. We have made this available to merchants for review. We always love hearing what our customers want. Thanks!",2015-04-24
"@HoneyMarquise Your order is scheduled to be delivered on the 5th business day, Mon-Fri only (4/30). shipping status is currently on time.",2015-04-24
"@michveezy Great suggestion! We have made this available to merchandising team for you. Thx for your feedback!",2015-04-24
"That moment when you walk outside in shorts and feel totally exposed. #gapisms",2015-04-23
"The sunshine makes us want to play hooky in our new spring clothes like @jojotastic. #Styldby http://t.co/tdMTHGient http://t.co/8QHWEA64RE",2015-04-23
"@randomJill Sorry to hear this happened. We would like to help. Please email us at custserv@gap.com Attn: communications. We'll help you.",2015-04-13
"@redlightbright1 Sorry to hear this. Please call us at 1-800-GAP-STYLE so we can get information and help you.",2015-04-13
"@pete_daheat Sorry to hear this. Please click on the link and try again. It seems to be working fine right now.",2015-04-13
"@AdamKuhn Sorry to hear this. Please call us at 1-800-GAP-STYLE. We'll be happy to see if there's anything we can do to help.",2015-04-13
"@cassyvaldes Sorry to hear this. Please call 1-800-GAP-STYLE and use prompts to share store experience. We'd like to get more information.",2015-04-13
"@pixelandhank Jeans were excluded from that offer. If you ever have any questions or problems with a promo, please call 1-800-GAP-STYLE.",2015-04-13
"@triciabarnes7 Please take them to your local Gap store and speak to a manager about your concerns and help you out.",2015-04-13
"@jxcabrera266 Very sorry to see this! We appreciate you sharing this with us so we can make sure the store is being more careful at checkout",2015-04-13
"@jxcabrera266 Please visit the store so they can remove the sensor for you. We are very sorry for any inconvenience this has caused.",2015-04-13
"@Lisa2089 Can you give us your order number so we can look into this for you?",2015-04-13
"@maevemurph Sorry for any frustration. Please visit your local store and speak to a manager about your concerns.",2015-04-13
"@adamswhite Sorry to hear this. Please call 1-800-GAP-STYLE so we can get more information from you. Use prompts for store experience.",2015-04-13
"@Howie_Inglis We're concerned to see this. We appreciate you letting us know about this so we can make sure the store makes improvements.",2015-04-13
"@mlp_Whocon Sorry for your disappointment. Please let us know which location closed early.",2015-04-13
"@elygreenberg We appreciate you sharing your concerns and will pass this on to our merchant teams. We're sorry for any frustration.",2015-04-13
"Warmer days come with shorter lengths. Get a pair of our #GapFit joggers: http://t.co/h2MISwPj9W http://t.co/HjuwwlxBLz",2015-04-12
