"urbantext","date"
"Cookies taste better when they're in fun shapes, y/n? https://t.co/AqhLWEp2FL",2015-12-22
"Get down, get warm. https://t.co/BjNbByfZgG https://t.co/FUtgI4GGuR",2015-12-22
"@phillybosslady If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2015-12-22
"Take a trip to beautiful Edinburgh through the eyes of photographer @IgorTermenon: https://t.co/NvocrWw88w https://t.co/g5uJv42kTO",2015-12-22
"Our homepage is snowing and it's cute Ì†ΩÌ∏ç‚ùÑÔ∏è https://t.co/ZnXWkPuEB7",2015-12-22
"Ì†ΩÌπåÌ†ΩÌ∏ò
https://t.co/2u6Owj136t",2015-12-22
"Gifts under $50 to keep you cozy: https://t.co/XdbqBsD6OO https://t.co/wdYCXcIjW0",2015-12-22
"These skirts are ready to party: https://t.co/rCsDO3TkW7
(Yes, there are sequins.)",2015-12-22
"@04x24x00 Sorry for the trouble! If you don't mind, please follow us back and DM your order# and email address so we can assist. Thanks!",2015-12-22
"Want it by 12/24? Choose RUSH shipping by 12/23, 3AM ET! ‚è∞ https://t.co/OkeGv2qOCi",2015-12-22
"Cold weather + new bedding is making us sleepy... https://t.co/1cxo73rBn9 https://t.co/vmT746mxoB",2015-12-22
"Our tips for taking your hot cocoa to the next level: https://t.co/PYZ53pZZOP https://t.co/gxQxMwRAWM",2015-12-21
"@mumblesmarch I'm sorry for the delay. I've arranged to issue a refund for these items, and you'll receive a confirmation email soon.",2015-12-21
"Catch our Chewie toy on @WeAreSweet's Discover channel on Snapchat today! Thanks for the love ‚≠êÔ∏èÌ†ΩÌ∫Ä https://t.co/IfuGkSaanA",2015-12-21
"Sparkly.
Party.
Dresses.
Ì†ΩÌ≤´ https://t.co/mOMsjBrGFk ‚ú®",2015-12-21
"@croconialle THIS IS SO CUTE",2015-12-21
"The cutest undies are 5 for $25 Ì†ΩÌ∏ò https://t.co/84TwQJiUwN",2015-12-21
"Shoes every guy should own Ì†ΩÌ±â https://t.co/dBKmqvDENE https://t.co/odAfmxD0yJ",2015-12-21
"@thechrisgross Feathers! https://t.co/IvwSpDiRCS",2015-12-21
"@Johnnyv78 miss ya",2015-12-21
"@jacvanek WHATTTTTT.",2015-12-21
"Pssst. The best flannel ever is only $39 right now: https://t.co/9wJKiZQWPt https://t.co/ZwNFrrD4Wh",2015-12-21
"@AmeliaCarton Hi there, if you ordered in the UK, @uoeurope should be able to assist you!",2015-12-21
"Still undecided? Go with a gift card: https://t.co/tWx20wU8Jn",2015-12-21
"@ctowers89 Looks like you ordered from our European site. You can tweet at @uoeurope or email UrbanEuropeCS@urbanoutfitters.com for help.",2015-12-21
"Want it by 12/24? Ì†ºÌæÅ Choose express shipping by 3am on 12/21: https://t.co/sbjuEB6CpK",2015-12-21
"Pretty little things to gift: https://t.co/mbxZ7BGpHk https://t.co/VgkL8ApZQa",2015-12-20
"Get that shopping done! Spent $100+ and get $20 off in stores and online: https://t.co/SgwNMVppgi https://t.co/m53rN5Dlje",2015-12-20
"Don't miss out! Choose Express Shipping by 12/21, 3am to get it by 12/24: https://t.co/sbjuEB6CpK https://t.co/8E1nBp91ch",2015-12-20
"To give or to get. https://t.co/ocQsIZjVC9 https://t.co/QsIKIQ8v6q",2015-12-20
"HE COMES BUT ONCE A YEAR. Ì†ΩÌ≤ñ https://t.co/DVsbwi9cjz https://t.co/QnahVSNzQe",2015-12-19
"Don't forget!
Spend $100 or more and get $20 off in stores and online: https://t.co/Y102EE6lUH",2015-12-19
"@GGITM309 I'm sorry for the trouble you've experienced with this issue. I'll be in touch via email with additional information.",2015-12-16
"There's a graphic for everybody on your list: https://t.co/Ixm8oLMcd8 https://t.co/4v76o8g9Ng",2015-12-16
"30% off this coziness Ì†ΩÌ∏ç https://t.co/Z1U3A5dLwm https://t.co/LNsQbJXTu9",2015-12-16
"Get a jump start on your NYE dress Ì†ΩÌ±â‚ú® https://t.co/xHL56K55O0 ‚ú®",2015-12-15
"@roobirdy Ì†ΩÌ≤ç",2015-12-15
"Take a satisfying scroll through the best album art of 2015: https://t.co/62HpofcKvb",2015-12-15
"What happens when @chrissiemiller collabs with her mom, aka the one and only @astrologyzone? CUTEST. UNDIES. EVER. ‚ú® https://t.co/2Kc5Z3ZhiC",2015-12-15
"@DanielleErb2 If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2015-12-15
"Don't sweat it: gift cards are always the solution. https://t.co/ksPpL4oJXX #UOGifted https://t.co/19Ic4DojvF",2015-12-15
"@mishcalishca Looks like your order is from our European site. You can tweet at @uoeurope or UrbanEuropeCS@urbanoutfitters.com for help.",2015-12-15
"If you know who wore the number 33, you need this tee. Ì†ºÌøà https://t.co/7TGwpXEzpl https://t.co/qBBpSZ8Adc",2015-12-15
"All under $50. All perfect gifts. ‚û°Ô∏è https://t.co/YsghQMgI2R
(P.S. Choose standard shipping by 8am on 12/18 to get it by 12/24!)",2015-12-15
"@liv_mar Hi there, @uoeurope should be able to help you!",2015-12-15
"@_5secsofthem If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2015-12-15
"@lucyjohno_xx If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2015-12-15
"@EllieHomeshaw If you don't mind, please follow us back and DM your order# and email address so we can assist. Thanks!",2015-12-15
"@moodie If you don't mind, please follow us back and DM your order# and email address so we can assist. Thanks!",2015-12-15
"@adriimaria Sorry to hear about your order! If you don't mind, please follow us back and DM your order# and email so we can help. Thanks!",2015-12-15
"@twentyruepilots wowowow",2015-12-15
"@lostintay THANK YOU GRANDMA",2015-12-15
"@littlejennie Hi there! If you ordered on our UK site, @UOEurope should be able to assist you.",2015-12-15
"@ARBannister Hi there, if you're in the UK you can contact @UOEurope for assistance!",2015-12-15
"Current obsession: lace-up everything. ‚úñÔ∏è https://t.co/ZcjnJKD6gm https://t.co/W77rRqFGap",2015-12-15
"Go bold. https://t.co/ENrOSoc2T5 https://t.co/fUoqwfjsjB",2015-12-14
"Soft velvet, black lace, and all things sparkly ‚ú® 
We're obsessing over these intimates: https://t.co/2W4m0cndvM https://t.co/A0JAE1QKTg",2015-12-14
"Okay, it's crunch time.
Ì†ºÌæÅ Gifts under $25 that work for everyone on your list: https://t.co/4FaGJrPET8",2015-12-14
"The tools you need for your best ever smokey eye are all right here: https://t.co/52hlqujljX",2015-12-14
"Always say yes to warm toes. https://t.co/s675di1G0k https://t.co/TyTzQfpl05",2015-12-14
"@ewinflo If you don't mind, please follow us back and DM your order# and email address so we can assist. Thanks!",2015-12-14
"@corn_herrick YEAH YOU DESERVE IT",2015-12-14
"It's the LAST DAY to enter our #UOInstaxagram contest! You could win a Fuji printer, film, + $500 UO gift card: https://t.co/FXrDLDcyIX",2015-12-14
"@shelby_4268 If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2015-12-14
"ICYMI: ‚ú® ALL women's jackets + outerwear are 40% off! ‚ú®
https://t.co/3OXjVqgPVT https://t.co/LUUMzMajo4",2015-12-14
"@Graceedhartley If you don't mind, please follow us back and DM your order# and email address so we can assist. Thanks!",2015-12-14
"@DanCalzone I regret to inform you that we're unable to make changes to an order after it is placed. I apologize for the inconvenience.",2015-12-14
"@ana_littlesana If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2015-12-14
"@emmileighs good call Ì†ºÌæÅ",2015-12-14
"The Sunday morning line-up. https://t.co/MtHKGNUMaa https://t.co/8KrJeAXuKz",2015-12-13
"Floral dresses in December? Yes. Always yes. https://t.co/zrLwtEtQjR https://t.co/7De5M4QbO2",2015-12-13
"Gifts for that friend who talks about hosting dinner parties but never gets around to it: https://t.co/5XO7DdXmXm #UOGifted",2015-12-12
"Good gifts come in small packages. https://t.co/EXwxJuIbz8 #UOGifted https://t.co/0xIttqeI0T",2015-12-12
"@dominicstarley_ Ì†ΩÌ±åÌ†ºÌøº‚ú®",2015-12-12
"Ì†ºÌæÅ Gifts under $50 for everyone on your list: https://t.co/xnhNfJ0yXB Ì†ºÌæÅ",2015-12-11
"@pri_minhas Sorry for the delay. We'll be glad to help. Please DM us your order number and email address so we can look into this for you.",2015-12-11
"@laurencorrao Ì†ΩÌπå",2015-12-11
"@_lexcabrera Ì†ºÌΩî",2015-12-11
"@2edgyforu *cries for two hours while singing wannabe*",2015-12-11
"This is not a drill: SPICE GIRLS ON VINYL. https://t.co/CU9tYPtKXv https://t.co/cPFoNdL0Gp",2015-12-11
"@KyleeJo_ Next Thursday!",2015-12-11
"@JocelynSennett heyoooo",2015-12-11
"""I believe beauty is effortless. I'm enamored with beauty that is honest and not over-thought."" https://t.co/whgDjclgYB",2015-12-11
"TGIF. https://t.co/rekYuvr6kA https://t.co/Z8x7Vw0pKG",2015-12-11
"Pssst. Our fave boots are $20 off...Ì†ΩÌ∏çÌ†ºÌæâ https://t.co/ASqSDz32ed",2015-12-11
"Obsessed with this DIY light display c/o @pthomillu! ‚ú® Get the how-to: https://t.co/ow3b3XpslB
Ì†ΩÌ≥∑: @frankiemarin_ https://t.co/48WkfePAyM",2015-12-10
"Fra-gee-lay. https://t.co/pyZ7tdF4fI https://t.co/nVGL3T88Pi",2015-12-10
"@kaylaverble cute cute cute Ì†ΩÌ∏ç",2015-12-10
"@nenuca216 If you don't mind, please DM your email address so we can help you out. Thanks!",2015-12-10
"@wallisquinnx Hi there, if you ordered in the UK you can tweet @uoeurope for assistance!",2015-12-07
"All you need to stay warm this winter is 30% off--but not for long! Shop the Cold Weather Sale while it lasts: https://t.co/5M4HuglJgl",2015-12-07
"@phillybosslady https://t.co/cAo8MMdU7p",2015-12-07
"@AlessandraJoy Looks like your order is from our European site. You can tweet @uoeurope or email UrbanEuropeCS@urbanoutfitters.com for help",2015-12-07
"@Vickyinlalaland If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2015-12-07
"@elle_beans We will be happy to look into this. Please DM us your name and billing address as it would appear on your order.",2015-12-07
"The time to buy gifts is NOW. Shipping is FREE on all orders, no minimum! Ì†ºÌæâ https://t.co/KBgsHf72UZ",2015-12-06
"Bowie.
Box set.
Beautiful.
https://t.co/kulGEYXAxR https://t.co/553MuXYRu1",2015-12-06
"Baby, it's cold outside. There's still time to take 30% off on gloves, hats, + scarves! Shop 'em here: https://t.co/KBgsHf72UZ",2015-12-06
"Sunday morning Ì†ΩÌ∏¥ https://t.co/Au284v4oiu",2015-12-06
"To give or to get: https://t.co/mZZc72NGy4 #UOGifted https://t.co/Xc1BN3xwGq",2015-12-06
"Now on the Blog: a recipe for these festive + yummy mini-bundt cakes from @dollyandoatmeal: https://t.co/NPzdCwZvFl https://t.co/Wl5dZxHsur",2015-12-05
"Get ready to bundle. Select hats, scarves, + gloves are 30% off! Shop now: https://t.co/GPJJkKGQgY https://t.co/EjKZI356Kt",2015-12-05
"Ì†ºÌæâ
FREE
‚ú®
SHIPPING
Ì†ΩÌ≤•
ALL
Ì†ºÌæÅ
ORDERS
Ì†ΩÌ±å
No minimum. Because we love you. ‚Üí https://t.co/BVGT9FKuD2",2015-12-05
"You don't have to freeze. Shop winter's warmest jackets: https://t.co/dEuiC7Nx1l https://t.co/VmplxZjCoi",2015-12-04
"@bornsmusic Ì†ΩÌπåÌ†ΩÌπåÌ†ΩÌπåÌ†ΩÌπåÌ†ΩÌπåÌ†ΩÌπåÌ†ΩÌπåÌ†ΩÌπå",2015-12-04
"@StokesMstokes27 If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2015-12-04
"Ì†ΩÌ¥π Get to know @bornsmusic on the UO Blog: https://t.co/0s3YrExyNR
Ì†ΩÌ¥π And order ""Dopamine"" on vinyl today! https://t.co/nRCuLjZMHE",2015-12-04
"Gifts under $25 for just about everybody on your list. You're welcome: https://t.co/iyA128RcOA",2015-12-04
"Only at UO: the Star Wars X Will Sweeney collection: https://t.co/RY079r1GZS https://t.co/Q8yTLs6Mdt",2015-12-04
"Get every last gift with FREE SHIPPING with no minimum, starting today! ‚Üí https://t.co/BVGT9FKuD2 https://t.co/pwI27zmOUD",2015-12-04
"Scarves and hats and gloves make great gifts...just sayin'. Take 30% off our faves in stores and online: https://t.co/wFPe2YkNBs",2015-12-04
"@elsakawai Ì†ΩÌ±èÌ†ºÌæÅ",2015-12-04
"String lights belong in every room, if you ask us. https://t.co/J7N1dywFGp https://t.co/Hxf83Y8Pq4",2015-12-04
"NYC! Join us at UO Herald Square tomorrow for a beauty event ft. @occmakeup! More info here: https://t.co/yDmSmeKGVR https://t.co/DMxASVGbIs",2015-12-03
"There's something in here for everybody. Ì†ºÌæÅ Browse our best gifts under $50: https://t.co/niniTPjLAX",2015-12-03
"That scarf you've been eyeing? It's 30% off: https://t.co/7MAXG8MVwx",2015-12-03
"Dresses made for all-night dancing Ì†ΩÌ±Ø https://t.co/6FKzlVJlmJ",2015-12-03
"@kstein1010 If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2015-12-03
"@MarjiAnn If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2015-12-03
"AUSTIN.
TOMORROW.
@Chairlifted, @kelelam, @EmpressOf, &amp; Bayonne will play @space24twenty's Grand Opening! Info here: https://t.co/ciZkmjX5yk",2015-12-03
"@PaulaStock1 You are more than welcome to call our Customer Service team at (800) 282-2200. We hope this helps!",2015-12-03
"For those days when the only plan is to move from bed to the couch and back again...https://t.co/HqL1G2OCj6 https://t.co/S9jnXUNQO7",2015-12-03
"@charliespnova If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2015-12-03
"Our fave 3 ways to print your memories: https://t.co/dkZx6Y8EO2 https://t.co/QQVkEZfm0V",2015-12-03
"Oh, yes. New from @CalvinKlein, only at UO: https://t.co/0VW7uIuFex #MyCalvins https://t.co/IHeLizCh90",2015-12-03
"Warm up! Take 30% off select hats, gloves, + scarves in stores and online NOW: https://t.co/7MAXG8MVwx https://t.co/PvEhtqpstZ",2015-12-03
"Ì†ΩÌ∏òÌ†ΩÌ±å
https://t.co/iRf28VzQ2c",2015-12-03
"@baradar85 omg",2015-12-03
"@baradar85 this is good stuff",2015-12-03
"Candles make great (and great-smelling) stocking stuffers...https://t.co/CDFO3stqZZ #UOGifted https://t.co/oyVeKxa4j8",2015-12-03
"The more the merrier. https://t.co/cMLtIS1PEK https://t.co/ooATKXU6xu",2015-12-02
"These pins + your jacket = ‚ù§Ô∏è https://t.co/g2FUjw7CJu https://t.co/GJlkn8a8sF",2015-12-02
"Retweet for a chance to win ALL of @occmakeup's Lip Tars, including a new UO-exclusive color!
Ì†ΩÌ≥∑: @frankiemarin_ https://t.co/WbIc0Z54UP",2015-12-02
"Party-ready. https://t.co/0AcHwBMS0b https://t.co/MPuQLEm90g",2015-12-02
"""Anyone can make anything, we just forget."" 
Thanks for the reminder, @adamjk. More posi vibes with him here: https://t.co/UVjRCf6Yb2",2015-12-02
"@AmyHarrington__ If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2015-12-02
"@AliceHenley_ If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2015-12-02
"Secret Santa limit is 25 bucks, you say? Don't stress. Ì†ºÌæÅ
Shop gifts under $25: https://t.co/FUaAXzahmE #UOGifted",2015-12-02
"It's December (were you aware of that? Ì†ΩÌ∏Å ) so we're pretty much LIVING for this Pinterest board right now: https://t.co/rOmkdYKaSW",2015-12-01
"Because music is the best gift. Ì†ºÌæ∂ https://t.co/PkvlZ6p3O9 #UOGifted https://t.co/6rIFRQya5t",2015-12-01
"@amydotx Hi, sorry to hear about your order! If you ordered from the UK, @uoeurope should be able to help you.",2015-12-01
"Don't get stuck in the cold. ‚ùÑÔ∏è Winter's warmest jackets are all right here: https://t.co/kFHOzsGqVK https://t.co/DforoLcQmO",2015-12-01
"@Brisaamarr Ì†ΩÌ≤™ WE BELIEVE IN YOU",2015-11-27
"@justadelereally U.S.!",2015-11-27
"It's Black Freakin' Friday! 30% off ALL sale items (40% with Urban On!) in stores + online: https://t.co/K4c8UzHtzo https://t.co/8Hwb8VPBlA",2015-11-27
"@KxngJova LOVE YA",2015-11-27
"@womack_brooke saaaameee",2015-11-27
"All we want to do tonight. ‚úåÔ∏è https://t.co/gGI8VH3LA0",2015-11-26
"""If you can see the pie, there's not enough whipped cream on it."" #OverheardAtThanksgiving",2015-11-26
"This Friday, select UO stores will carry shirts with 100% of sales donated to @greenerpartners! Ì†ºÌºø Learn more here: https://t.co/waGoWIEb2J",2015-11-26
"From US @ UO to you...Happy Thanksgiving! https://t.co/YuEfCdZLEC",2015-11-26
"Treat yourself (and others, maybe) to this Cinnamon Gingerbeer Float: https://t.co/GcLRQ0iqWm https://t.co/HG4Kouaemv",2015-11-26
"Friendsgiving. https://t.co/SthbhbSTKf https://t.co/HeJ0H2R0ho",2015-11-25
"Did you know all proceeds of our #UOJournal go to support @attendrecords? Learn more about them here: https://t.co/JOZdbq5rrF #UOGives",2015-11-25
"Psst. The best bra ever is just $20 right now: https://t.co/zzzzSf1o4L",2015-11-25
"""Dedication to one of the world‚Äôs oldest crafts bonds the late night baker."" https://t.co/yAdHmQU1WS https://t.co/ZyZyf7l4OT",2015-11-25
"NEED.
THEM.
ALL. https://t.co/v0g68ajCIQ https://t.co/Pd8wfH7IHX",2015-11-25
"Cozy layers for when the only thing on your to-do list is lounge: https://t.co/X7O7kHMAsl https://t.co/fpnulE2jL2",2015-11-25
"@coooookz not today Ì†ΩÌ±Ä stay tuned.",2015-11-25
"@KarlyShmarie f l a w l e s s",2015-11-25
"Our best deals start TODAY online! Find your faves at the best prices: https://t.co/JYU6xdTmWq",2015-11-25
"It starts NOW: get to a store today to take 30% off ALL sale items, or 40% off with Urban On! https://t.co/Xwgg5SrKKy",2015-11-25
"Q: Will we ever be over string lights?
A: NEVER. Ì†ΩÌ∏ç
https://t.co/qDjro0yiC0 https://t.co/RvOfzDUYsa",2015-11-25
"‚ú® Today is the last chance for Urban On members to get 20% off their entire purchase in stores! ‚ú® Not a member? Sign up in the UO App!",2015-11-24
"Pie not your thing? Go on and whip up these snowflake cookies for Thanksgiving: https://t.co/3Z5eQoA7Eg https://t.co/W1oarBNgKJ",2015-11-24
"@AcidAlien_ Ì†ΩÌ≤Å",2015-11-24
"@polarizedmarina Ì†ΩÌπå",2015-11-24
"‚úåÔ∏è https://t.co/AiWMUDqh44 https://t.co/HP5wrBjuFL",2015-11-24
"Wondering what's new in the Sneaker Shop? Ì†ΩÌ±Ä https://t.co/YPHzs3TOnL https://t.co/fvFkyoE2sa",2015-11-24
"@hey_its_RAY LUV YOU",2015-11-24
"@laceyrq it's bc we love you",2015-11-24
"@Gom3znerd Ì†ΩÌ∏ò",2015-11-24
"It's colddddd. ‚ùÑÔ∏è Sweaters are the only option: https://t.co/4jwejQpOkS https://t.co/cXl97niXze",2015-11-24
"@heykatewilliams Ì†ΩÌ±è",2015-11-24
"Discover why we're loving @indiasleem's POV on all things art and style: https://t.co/34DbD71rWi https://t.co/RIbck13LCb",2015-11-24
"@mselenamilan that's the spirit Ì†ΩÌ∏å",2015-11-24
"@namelesslui Ì†ΩÌ∏òÌ†ΩÌ∏òÌ†ΩÌ∏òÌ†ΩÌ∏òÌ†ΩÌ∏òÌ†ΩÌ∏ò",2015-11-24
"It's the last day for Urban On members to get 20% off their entire purchase in stores! Sign up in the UO App. Ì†ΩÌ±å https://t.co/eep0ire7f2",2015-11-24
"@goodgodwin @CalvinKlein Ì†ΩÌ±å",2015-11-24
"@ch_ampagnemami the BEST DAY",2015-11-24
"@look_at_mee I'm sorry for the trouble. We are open and can be reached at (800) 282-2200, or by email at service@urbanoutfitters.com",2015-11-24
"ICYMI: sign up for Urban On in the UO App to take 20% off ALL purchases in stores today + tomorrow! Find a store: https://t.co/IprHnhEKZC",2015-11-23
"We're thinking this chilly Monday is a good time to break out the Holiday trim...https://t.co/vjtWQBdHTj https://t.co/GojTuzSm5i",2015-11-23
"@vicmessina Ì†ΩÌ∏é",2015-11-23
"Finding the ""small passing moments amongst the commotion"" with @seanryanpierce: https://t.co/MhxKvBTvZH https://t.co/SkeiLV3Zqg",2015-11-23
"""I love when an outfit makes me feel like I'm wearing armor.""
More with photog Arden Wray: https://t.co/1n6qxXpA27 https://t.co/6NAWewOgaq",2015-11-23
"@astronomypls Ì†ΩÌ∏ç",2015-11-23
"Wondering what to gift your BFF? Can't go wrong with any of this: https://t.co/ixhb7XvVW6 #UOGifted",2015-11-23
"Ì†ºÌæâ 2 days only: all Urban On members get 20% off their ENTIRE in-store purchase! Sign up for Urban On in the UO App. https://t.co/n3dfmkUqnG",2015-11-23
"The UO Guide to choosing the perfect fragrance for any occasion this holiday season: https://t.co/k0vFEGvYG7 https://t.co/7lrXMsJsVC",2015-11-22
"#UOGifted Starter Packs for all the go-getters on your list: https://t.co/vpkdplrbnG",2015-11-22
"Sunday morning tunes = our Friendsgiving playlist. Listen here: https://t.co/cfsVOJ6zSl",2015-11-22
"Seeing stars in this Little White Lies X UO dress ‚ú®Ì†ΩÌ∏ç‚ú® https://t.co/Pr3EjkrLzY https://t.co/9ltAuoFisc",2015-11-21
"Stock up on $10 beanies while the Start of the Season Sale is still on: https://t.co/OdjgibIzHv",2015-11-21
"We dream of string lights. ‚ú®Ì†ΩÌ∏¥ https://t.co/xfcis9KMrg https://t.co/OU6GRWXcMO",2015-11-21
"It's that time of year when beanies become an everyday thing. Find your fave here: https://t.co/MFU5rgYMtU",2015-11-15
"Fact: breakfast tastes better on a cute plate. https://t.co/DgCgf8FdBf https://t.co/vobIfM1XPz",2015-11-15
"To wear tonight. Ì†ΩÌ∏ç https://t.co/NLywpiIe0G https://t.co/JuJB17HB9I",2015-11-14
"Need a dose of wanderlust? Chandler Kim's guide to Denver, CO will do the trick. https://t.co/aXZEqnQehX https://t.co/NTOT0Oe5rc",2015-11-14
"We ‚ù§Ô∏è the snooze button. https://t.co/EEOxqEUnNP https://t.co/h4HDW7kBkI",2015-11-14
"Only at UO: @justinbieber's #Purpose on exclusive clear vinyl. Get yours: https://t.co/pH6uIfsovS https://t.co/MU9OhKpRkr",2015-11-13
"No time to bring a dish to Friendsgiving? Offer up this playlist, instead. It'll make up for it. https://t.co/3Jjk80LdIA",2015-11-13
"Want a closer shave and softer skin? Here's what you need to know: https://t.co/k8Hwb0AZWb https://t.co/YKE0L8dGJQ",2015-11-13
"Psst. That sweater you've been eyeing is now $39: https://t.co/9JgVCyumsS",2015-11-13
"Hard to remember a world where this lip scrub didn't exist: https://t.co/j5JZLpjR1i",2015-11-13
"Artist Jeannie Helzer talks weaving, life in Portland, and being okay with being uninspired: https://t.co/FvqOhybrlQ https://t.co/fWfkDAGC6S",2015-11-13
"On the menu tonight: a spicy and sweet spiced pear bourbon cocktail. Cheers! https://t.co/rq7ObPBjjR https://t.co/6j8omKGK8E",2015-11-12
"If you've ever wanted to build your own A-frame cabin, read on: https://t.co/WIxnWektfX https://t.co/AkxvRh5wZR",2015-11-12
"¬Ø\_(„ÉÑ)_/¬Ø https://t.co/BV80M3DbFE https://t.co/FmeyP73HEg",2015-11-12
"Click if you, too, have more than one candle burning at all times: https://t.co/maOg4VyJkh",2015-11-12
"Move it, football head. #TBT https://t.co/c7aF6gf4NB https://t.co/LcoIMxGXtl",2015-11-12
"Natural haircare brand M A K E does things a little differently. Get to know them: https://t.co/M1Ib4CjJvy https://t.co/qQBmF4cFcv",2015-11-12
"Thursday blues. https://t.co/AqrAW9gjsP https://t.co/6lww7KHFMK",2015-11-12
"Best played loud. https://t.co/NSyPHie208 https://t.co/V1bg48GeAk",2015-11-12
"All about these textures. https://t.co/ZWHs87kID5 https://t.co/twmCLw2XIV",2015-11-11
"@NicDeanna_ Yay! Ì†ºÌæÅ",2015-11-11
"Wondering what's new? Ì†ΩÌ±ÄÌ†ΩÌ±â https://t.co/7e3h14HxFv",2015-11-11
"Feeling outdoorsy? https://t.co/pvBZFxbOVV https://t.co/lhjF2SjsBn",2015-11-11
"@reanapalmtree probably",2015-11-11
"@mlingooo SOON!!!! Ì†ΩÌ∏ç",2015-11-11
"The perfect combination: suede + fringe. https://t.co/BmCx4Vwy1Q",2015-11-11
"@katyanadeocampo LOVE U MOM",2015-11-11
"We could spend forever looking through @isacto's amazing collection of band tees. Ì†ΩÌ∏ç https://t.co/FqM80lAlwe https://t.co/JBmtQUrk8l",2015-11-11
"@IsabellaPellien there's always this: https://t.co/4FPcgE8fNY",2015-11-11
"@kyrielauren YAY &lt;3",2015-11-11
"NYC: Join us at @spaceninety8 tonight for a #DreamersAndDoers Interview series with Lisa Przystup + @amy_woodside! https://t.co/TwayieEZ8u",2015-11-11
"‚ú® Today is the FINAL DAY to get free shipping on all orders! ‚ú®
Shop now: https://t.co/3BiAscyrhS https://t.co/NFzDuTd1hy",2015-11-11
"@connorlaws If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2015-11-11
"@mo_payton Ì†ΩÌπå",2015-11-11
"Psst. Shipping is still FREE on all orders...! Don't miss out: https://t.co/TUC0KQlrCS",2015-11-11
"Meet us at the bar. https://t.co/wHYGSlIGkv https://t.co/mLwXEeknWj",2015-11-10
"Get inspired for those chilly days in our new lookbook: https://t.co/ELIPzasE8I https://t.co/lgdPeIcPK0",2015-11-10
"Now on the blog: @funfunfunfest memories captured by photographer @faithsilva. https://t.co/WsHD9OkDhM https://t.co/gOWVMWwXif",2015-11-10
"Lounge forever. And ever. https://t.co/GM80cBIOwl https://t.co/Q0VJDEFAI8",2015-11-10
"Layer up. New sweaters are online now: https://t.co/NWFG9YUTmO https://t.co/JISEqOO5vu",2015-11-10
"@DaVonWDoane Ì†ΩÌ±Ø",2015-11-10
"""I change my mind more than I should be allowed to so my future is a mystery to me."" https://t.co/FmYGX23PQv https://t.co/o9bDx2hg1e",2015-11-10
"We made it easy for you. Shop giftable gear here: https://t.co/6vBYL6ldHa #UOGifted https://t.co/Sd3arKMVkR",2015-11-10
"""I make things that I think taste good. I literally just follow my gut."" https://t.co/zTNOxfsVAs https://t.co/K6iFuaIkAU",2015-11-10
"FYI: Shipping is still ‚ú® FREE ‚ú® on all orders! https://t.co/TUC0KQlrCS",2015-11-10
"Cozy, cozy, cozy. New bedding is online now: https://t.co/4uiRMFw33L https://t.co/1We7sYsD1f",2015-11-10
"""I would describe my personal style as Colorado Chic."" Meet Chandler Kim on the UO Blog: https://t.co/M3vXWJWFr2 https://t.co/0OJUgCLPqe",2015-11-09
"For when it's cold but you still want to wear a dress: https://t.co/kPKSfF8UOf",2015-11-09
"@nycgrace If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2015-11-09
"NYC! Join us this Thursday for winter-ready beauty workshops and demos at UO Herald Square from 5-8 pm. Ì†ΩÌ≤ã https://t.co/CR5YkeFZ15",2015-11-03
"@JaineBarron YAAAAY",2015-11-03
"@HxppyPeople @5SOS Ì†ΩÌ∏çÌ†ΩÌ∏çÌ†ΩÌ∏çÌ†ΩÌ∏çÌ†ΩÌ∏çÌ†ΩÌ∏çÌ†ΩÌ∏çÌ†ΩÌ∏çÌ†ΩÌ∏çÌ†ΩÌ∏ç",2015-11-03
"New washes in our favorite @LEVIS are here. Kinda need every pair...https://t.co/6yjBwTJZDe",2015-11-03
"These classic pieces can do no wrong: https://t.co/q8nfpRk8Sb https://t.co/Es9vl9jPcr",2015-11-03
"Get inspired + get to know our current crush, @mia_sayss, on the UO Blog: https://t.co/hj4RAWmMjg https://t.co/pxfiorCCfe",2015-11-03
"We're all heart eye emoji IRL over this dress: https://t.co/ltIJlsKZ2R",2015-11-03
"@slickJagger Ì†ΩÌ±åÌ†ΩÌ±åÌ†ΩÌ±åÌ†ΩÌ±å",2015-11-03
"@xelyknayr GOOD LUCK!!! Ì†ºÌæâ",2015-11-03
"When every night is a starry night...https://t.co/EbJhk4nnOO https://t.co/OyIoeC07gm",2015-11-03
