"jcrewtext","date"
"Summer is the new sweater season (hello, office AC) http://t.co/pR8U61D68J",2014-08-14
"Behind every great woman’s closet is a great piece of menswear #jcrewtruths",2014-08-13
".@Racked is almost as excited about our new fall jeans as we are. Almost. http://t.co/9uzDZx1miC #jcrewdenim",2014-08-13
"Wednesday: Find out why selvedge is such a big deal http://t.co/hNJTHJdZbm #jcrewdenim",2014-08-13
".@VanityFair and @PunchHutton got a peek at Jenna’s office, in all its colorful/cluttered glory http://t.co/S8KlzbmwCg",2014-08-13
"Fireflies &amp; fireworks #summerpairs",2014-08-12
"Today is #WorldElephantDay &amp; we’ve got just the tee to celebrate http://t.co/04FRCtr1KH @DSWT @wrldelephantday",2014-08-12
"Tuesday: Go high waisted. It is as life-changing as they say #jcrewdenim",2014-08-12
"Monday: Try a wash that looks like you've owned it for years #jcrewdenim",2014-08-11
"Days at the beach &amp; nights on the town #summerpairs",2014-08-10
"Sometimes the best hair product is a dip in the ocean #jcrewtruths",2014-08-10
"Sandals &amp; pedicures #summerpairs",2014-08-09
"Parisian line Veja works with artisans in Brazil to produce its fair-trade, eco-friendly shoes  for kids http://t.co/ywDVlY9sFS #Discovered",2014-08-08
"Bare feet &amp; beach hair #summerpairs",2014-08-08
".@mindykaling Sorry. Our IT team is too busy watching The Mindy Project.",2014-08-07
"A bright lip can (and will) brighten your day http://t.co/Pyca5mCDjd #8ambeautyideas",2014-08-07
"Lobster rolls &amp; lemonade stands #summerpairs",2014-08-07
"The jacket worn by movie stars and members of nearly every British youth movement of the past 50 years http://t.co/M3KFQ9eLCI #Discovered",2014-08-06
"Summer = more style with less clothes #jcrewtruths",2014-08-04
"Picnics &amp; people watching #summerpairs",2014-08-03
"The endless white shirt: Because even the classic white shirt needs an update every now and again http://t.co/VJTNncjBfb #weeklyawesome",2014-08-02
"Summer Fridays &amp; lazy Sundays #summerpairs",2014-08-01
"Petite? Consider this your wish—granted: More of our favorite tees and sweaters tailored just for you. http://t.co/jFGNChzP3K",2014-08-01
"The field shirt: Because even if you don't do wilderness, you can embrace some rugged style this fall http://t.co/kowamipBXA #weeklyawesome",2014-08-01
"Round shades to make you feel like a rock star (not, you know, a boy wizard) http://t.co/VAtXPBSxcX #Discovered",2014-08-01
"Hammocks &amp; paperbacks #summerpairs",2014-07-31
"60s inspired jeans for channeling your inner Jane Birkin http://t.co/OIzO2ryPmD #Discovered",2014-07-30
"High tops &amp; high ponytails #summerpairs",2014-07-29
"We love beaches. And surfing. And swimming. And lounging. Sunburns? Not so much. http://t.co/WmvYLHE574 #jcrewsmartsun",2014-07-29
"Our set director Tracy hand painted the backdrops for our latest #jcrewwedding story http://t.co/IasDxb2QNf http://t.co/3SzpUueHZU",2014-07-28
"We're giving $1 to @SkinCancerOrg @MelanomaReAlli for every picture showing how you cover up. Tag it #jcrewsmartsun http://t.co/WmvYLHE574",2014-07-26
"Jenna's ""slightly irrational relationship w/ @jenisicecreams"" + #edruscha  @highlinenyc are topping her picks lately http://t.co/S150iw5pb2",2014-07-25
"Every day should start with two things: coffee and sunscreen http://t.co/dgZPYzcjo2 #8ambeautyideas",2014-07-24
"Warm nights &amp; cold movie theaters #summerpairs",2014-07-23
"Stationery that isn't a snooze-fest http://t.co/38xw1vZTWz #Discovered",2014-07-22
"Get an exclusive first look at our August Style Guide on @Pinterest (you might even spot a puppy or two…) http://t.co/1OUWsYWle8",2014-07-21
"Morning swims &amp; afternoon naps #summerpairs",2014-07-21
"Heat waves require certain concessions. Style is not one of them. #jcrewtruths",2014-07-20
"The best part about a day at the beach? Not getting sunburned. http://t.co/WmvYLHE574 #jcrewsmartsun @SkinCancerOrg @MelanomaReAlli",2014-07-19
"Sunglasses &amp; selfies #summerpairs",2014-07-19
"Rooftops &amp; rosé #summerpairs",2014-07-18
"Pick your own packing adventure http://t.co/XKSGLgvwCC",2014-07-18
"Vans™ for J.Crew: Because classic sneakers never go out of style. http://t.co/ABMzPZ80n9 (cc @Vans_66) #weeklyawesome",2014-07-17
"And last but not least congrats to finalists @greyant, @orley, #ryanroche and #simonmiller. @CFDA/VFF #fashionfund",2014-07-17
"Congrats to this year’s @CFDA/VFF finalists @evafehren, @EDIE_PARKER, @GigiBurris, @pandrewdesign, @TanyaTaylorNYC, @WES_GORDON #fashionfund",2014-07-17
"Sachajuan Hair in the Sun: Because days at the beach can be long. And highlights can be expensive. http://t.co/gHKtm7AW4e #weeklyawesome",2014-07-15
"The ladies of @qz tried 30 pairs of white jeans. We're happy our Point Sur slim stacker topped the list. http://t.co/xX9KYqAya7",2014-07-15
"The # short: Because #tbt &amp; #GPOY are great but they aren't going to keep you cool at the beach http://t.co/P1hlIhDxso #weeklyawesome",2014-06-21
"As if we didn't love one-pieces enough already…http://t.co/tAdeeVOwU6 @Lupita_Nyongo @VogueMagazine",2014-06-21
"Today's the official first day of summer. Iced teas all around. #summersolstice",2014-06-21
"Stop by our stores after 1pm for an exclusive sale (+ drinks &amp; a Miami trip giveaway). http://t.co/4aaJzIrzjn #TGISF",2014-06-20
"Our answer to boring thank you notes http://t.co/LpSJuP1bGw #sincerelyjcrew (cc @PaperlessPost)",2014-06-19
"Even Clark Kent needs some help keeping his collar crisp. http://t.co/Nyv0zqTdnD",2014-06-19
"Get an exclusive sneak peek at our July Style Guide for tips on taking your high summer style to the next level http://t.co/FImw8f7HOV",2014-06-17
"Rome wasn’t built in a day. Suits shouldn't be either. #jcrewtruths",2014-06-17
"Love J.Crew? Come work for us! http://t.co/3p1OQesVwH (cc @jcrew_hiring)",2014-06-16
"Happy how-great-is-this-guy day #FathersDay",2014-06-15
"For the guy who thinks @Twitter is that new frozen yogurt shop but still gives the best advice in the world #HappyFathersDay",2014-06-15
"The @NewBalance 998 Independence Day sneaks. First access at 10am today, Liquor Store in NY &amp; Grove in LA. #jcrewxNB http://t.co/FB0CER5jhe",2014-06-14
"It's Summer Fridays @jcrew. Stop by your local store today at 1pm for sips + snacks &amp; an exclusive sale http://t.co/4aaJzIrzjn #TGISF",2014-06-13
"Clear skies, palm trees…and the tee to match http://t.co/AXDnXD1Fqg #Discovered",2014-06-13
"Get your @cfda / @voguemagazine #fashionfund shop on + meet the designers from 8-10pm tonight at our Soho store. http://t.co/qDDOyHaUaf",2014-06-12
"Stop by our stores on Fridays in June for sips + styling tips &amp; an exclusive sale. http://t.co/4aaJzIrzjn #TGISF",2014-06-12
"A firm handshake should still be done with a soft hand http://t.co/r2Majy423n #8ambeautyideas",2014-06-12
"Because some pretty great things come from Italy: gelato, the Mona Lisa, these sunglasses http://t.co/NnQ71tuBo1 #weeklyawesome",2014-06-12
"The definition of ""tres chic"": handmade sandals from Saint Tropez  http://t.co/4YxZwIbCvx #Discovered",2014-06-11
"Style is the first thing people notice and the last thing they forget #jcrewtruths",2014-06-10
"Will your kid #wearthecupcakecrown? http://t.co/obVMKo1uF6 #Discovered",2014-06-09
"For the guy who taught you how to drive but needed you to teach him how to text http://t.co/tdyhkMn9dl #fathersday",2014-06-06
"Overslept? Cue the statement earrings and messy topknot. http://t.co/AcHz2hrhqK #8ambeautyideas",2014-06-05
"For the best guy with the worst jokes http://t.co/tdyhkMn9dl #fathersday",2014-06-04
"Your favorite sweatshirt decided to give its sleeves the summer off http://t.co/t2CZLLoBU0 #Discovered",2014-06-03
"Looking good @publicschoolnyc. Congrats to all of last night's nominees + winners. #cfdaawards http://t.co/THkSDelaV1",2014-06-03
"A great day starts with a great outfit #jcrewtruths",2014-06-02
"Our Vans are, like, totally psychedelic, man http://t.co/9mw602HFwo (cc @Vans_66) #Discovered",2014-06-01
"Our collections with the @CFDA / Vogue #FashionFund winners and runners up are here. What to get, what to get...http://t.co/QVKWQ291EP",2014-05-31
"The sheer sleeve sweater: Because you can show your arms without showing your arms. Magic. http://t.co/5JUww2ma6m #weeklyawesome",2014-05-30
"As seen everywhere this season (including in our office). http://t.co/Y4NrQIsxMz @adidasoriginals #stansmith",2014-05-29
"Get to the office with swagger, not sweat. http://t.co/1WTpn4rV7s #Ludlow",2014-05-28
"The printed tee: Because you and your favorite band tee need to finally break up http://t.co/5JUww2ma6m #weeklyawesome",2014-05-28
"""I've always loved the fit of their jeans""—Aerin Lauder on (and in) J.Crew denim for @jeanstories http://t.co/esvYEnvkz0",2014-05-27
"The best idea to come from a road trip since Kerouac's ""On the Road"" is NYC label @apieceapart http://t.co/hGERYfeum8 #Discovered",2014-05-26
"The wetsuit that might actually make you take up surfing. Or just pretend you did…http://t.co/FypvB8FzFF #Discovered (cc @cynthia_rowley)",2014-05-24
"The best things in life are free. The second best can be hung in your closet. #jcrewtruths",2014-05-23
"Birkenstocks. Bikinis. Baseball caps. #MemorialDay #PackingList",2014-05-23
"""Never in my life have I wanted or needed a wetsuit—until now""–Jenna http://t.co/FypvB8FzFF #jcrewxcynthiarowley  (cc @cynthia_rowley)",2014-05-22
"We teamed up with @PaperlessPost to create cards  + invitations for all of life's little + big events http://t.co/avvqTcA3nJ #sincerelyjcrew",2014-05-22
"Now this is how you rise and shine http://t.co/mINWEkEbVq #8ambeautyideas",2014-05-22
"Even if you're flying coach you can still look first class. http://t.co/u9I4btmhz2 #LudlowTraveler",2014-05-22
"The shoe that's generating more buzz than bitcoin right now? Yeah, we've got 'em. http://t.co/Y4NrQIsxMz @adidasoriginals #stansmith",2014-05-22
"Hello Hong Kong...Our women's Collection store at @hkifcmall opens tmrw. (And we couldn't be more excited.) #helloHK http://t.co/aKUjfURIDe",2014-05-21
"Our collections w/ @CFDA / Vogue #FashionFund runners up Juan Carlos Obando &amp; Marc Alary have arrived. Yes and yes. http://t.co/kT2DCVnnys",2014-05-21
"Get ready, our collection w/ @CFDA / Vogue #FashionFund winner @PublicSchoolNYC has arrived http://t.co/kT2DCVnnys #welovepublicschoolboys",2014-05-21
"Get a first look @ our June Style Guide shot in Rajasthan, India. Apologies in advance for triggering your wanderlust http://t.co/cr1U30qPWi",2014-05-21
"Even though you had to sleep at the airport, your suit should always look well rested. http://t.co/u9I4btmhz2 #LudlowTraveler",2014-05-20
"If we start packing for Memorial Day now, will it come faster? #wishfulthinking",2014-05-18
"The redeye from O'Hare does not include complimentary dry cleaning. http://t.co/9natjdqXVR #LudlowTraveler",2014-05-17
"The @metmuseum gala, Ai Weiwei @BrooklynMuseum + our collab with @Cynthia_Rowley are topping Jenna's Picks (lately): http://t.co/xdH4rbP515",2014-05-16
"Picking a good outfit &gt; making your bed #jcrewtruths",2014-05-16
"When you're jet lagged but your suit still needs to look like it's running on local time. http://t.co/9natjdqXVR #LudlowTraveler",2014-05-15
"Teeny tiny baby swimsuits. Say no more. http://t.co/W6L6BwGqGw #jcrewbaby",2014-05-15
"African swimwear line Bantu makes us want to grab our surfboards and hit the beach. Like right now. http://t.co/jCOz5UPEf0 #Discovered",2014-05-14
"For the coolest kids on the block http://t.co/fOCWA7BMzD #crewcuts",2014-05-13
"@meg_b That's us! @jcrew_help is our customer service account - let us know how we can help.",2014-05-13
"Great on the court in 1971. Even better on the street right now. http://t.co/VcyRZTyG6Z #stansmith",2014-05-13
"It's so much cooler than carrying around a ceiling fan: the summer Ludlow suit. http://t.co/1WTpn4rV7s",2014-05-12
"Clear skies, blue waters, white sands…Your dream vacation to St. Lucia is just a few pins away…http://t.co/OnZrRDZFLu #beachplease",2014-05-11
"Happy best person in the world day #mothersday",2014-05-11
"Stop by our NYC Fifth Ave store today 11-6 for free mani celebrating our collaboration with @tenoverten_nyc http://t.co/cyuhWzJVL4",2014-05-11
"Overdue for a manicure? We’ve got this one. Get a free @tenoverten_nyc mani @ our NYC Fifth Ave. store Sat + Sun 11-6 http://t.co/cyuhWzJVL4",2014-05-09
"You can never own too many striped shirts #jcrewtruths",2014-05-09
"There's more than one way to get your coffee fix in the morning http://t.co/it7SSCqr8B #8ambeautyideas",2014-05-08
"Oh spring, you late bloomer #70andsunny",2014-05-07
"The pursuit of the perfect t-shirt can take a lifetime (but it shouldn't)  https://t.co/wk6QivrC7S",2014-05-07
"Forgetting #MothersDay is way up there on our no-no list. Here are a couple of ideas to make it really special http://t.co/heEdsALDiF",2014-05-07
"Today we're (especially) all about Mexican-inspired prints and margaritas #cincodemayo",2014-05-05
"April showers really do bring May flowers...http://t.co/gdfQV2ibwA",2014-05-04
"It's Star Wars Day. And we've got just the tees to celebrate...http://t.co/TWol5YRMB9 #maythefourthbewithyou",2014-05-04
"Summer, here…We partnered w/ @smithhotels to fly one winner + a guest to St. Lucia w/ a shopping spree http://t.co/OnZrRDZFLu #beachplease",2014-05-03
"The Steele Canvas Bag: Because when your gym bag looks this good you'll want to take it on the road  http://t.co/hhc1KINjnD #weeklyawesome",2014-04-12
"Before you catch our friend Claire Evans of @YACHT at #Coachella, check her out wearing new Point Sur's slim stacker: http://t.co/TsmrcSDT8j",2014-04-11
"LA stylist #jessicaderuiter, aka our girl crush, in Point Sur high-waist jeans: http://t.co/6fXnaH2EyA #pointsurdenim",2014-04-10
"Are you 5'4"" or under? Luckily we're pros at petite sizes. http://t.co/kpPBgyMaPR",2014-04-10
".@TataHarper shows us a fresh fruit face mask that's good enough to eat: http://t.co/edFa4SU7GM",2014-04-09
"One faithful writer (and one-piece devotee) asked us to bring back our scoopback tank swimsuit. We did. Get yours: http://t.co/8bF4YKqoEv",2014-04-09
"Our Arabelle dress on the cover of @MarthaWeddings magazine. Now that's how you wear a bridesmaid dress http://t.co/EJpQVimhqL #jcrewwedding",2014-04-09
"It's important to stop and wear the flowers #jcrewtruths",2014-04-09
"Take a style cue from the Japanese, we'll show you how. http://t.co/3rZLf6gh0C",2014-04-09
"Within reason ;) RT @TheCut: Ask @jcrew and you shall receive: http://t.co/DCJXGAQtAH",2014-04-08
"The perforated loafer: Because they're super-cute—with built-in AC. http://t.co/u3SUFFFwi4 #weeklyawesome",2014-04-08
"The ask that inspired it all. MT @TheCut @jcrew &amp; Jenna Lyons:Pls bring back the scoop-back swimsuit. It was perfect: http://t.co/iSA25vwlMu",2014-04-07
"Are you very tall or rather small? Our Very Personal Stylists can help. http://t.co/tCC8m21qFZ",2014-04-07
"The great loves of your life may be in your shoe closet #jcrewtruths",2014-04-07
"Frank's vintage haul from a trip to Tokyo. See more at http://t.co/DnvryR6EIX http://t.co/WGx72axkYi",2014-04-06
"We've put an end to the sunscreen battle. Parents, take note. http://t.co/bmRAKfN16s #Discovered",2014-04-06
"Our head men's designer takes a detour to Kyoto's Sagano bamboo forest. http://t.co/GV6ULDPwip",2014-04-06
"Ever wonder what thousands of rose petals from Australia can do? http://t.co/6TvYTyputS #Discovered",2014-04-05
"Pop quiz: What year did @Puma launch its famous stripe? http://t.co/77itha94Gf #Discovered",2014-04-04
"Never underestimate the power of a well tailored suit #jcrewtruths",2014-04-03
"Don't just wear clothes, wear outfits http://t.co/DMNOfbjUy4",2014-04-03
".@voguemagazine writer &amp; Londoner @nnadibynature on her pizza order at @SaraghinaBK + her first pair of jeans: http://t.co/7Yx6c5G3gE",2014-04-02
"For @nnadibynature's preferred denim icon + pizza order at @SaraghinaBK, check out http://t.co/1oqf1EuY5B. http://t.co/5Ip1wESmQX",2014-04-01
"#AprilFools",2014-04-01
"Jenna called in sick today because she didn't know what to wear.",2014-04-01
"Despite the '70s attempt to ruin it, the paisley print is back. http://t.co/GfJLzVRksm #Discovered",2014-03-31
"Just because you live in your suit doesn't mean your suit has to looked lived in http://t.co/FgpZsGxANr #LudlowTraveler",2014-03-30
"Illustrations by #donalddrawbertson and more things Jenna can't resist at http://t.co/DnvryR6EIX. http://t.co/pu0hZUtgqZ",2014-03-29
"A manly sandal (not a man-dal) http://t.co/LW8o1xNETa #Discovered",2014-03-29
"These bow ties are bold, these bow ties are brash…That's the point. http://t.co/33NtAU2vzG #Discovered",2014-03-29
"Feisty emoji cookies, a crazy new book by @theselby &amp; her guest role on @girlsHBO are topping Jenna's Picks (lately): http://t.co/7MlC9wj7O0",2014-03-28
"Was your beach towel crafted by artisans in Turkey using the softest cotton ever? We didn't think so http://t.co/MvCr67fAYf #Discovered",2014-03-28
"This summer, get your feet into the original comfort footwear http://t.co/LW8o1xNETa #Discovered",2014-03-27
"From Kenya, with love http://t.co/95ZkJpV4ii #Discovered",2014-03-26
"Oooh-worthy prints &amp; ice cream bribes: Jenny Cooper shares secrets to designing the cutest clothes. http://t.co/CGvfcVtNE3 @CricketsCircle",2014-03-26
"The baseball sweater: because we’ve never been ones to call ourselves “athletically gifted” until now http://t.co/2P6GEzyoiW #weeklyawesome",2014-03-25
".@newbalance 891: because we dig a high top that looks like it played in Game 7 of the '84 finals http://t.co/165FreaRMz #weeklyawesome",2014-03-25
"Spring is nature's way of reminding you to wear more color #jcrewtruths",2014-03-24
"Bring the spa to your bathroom http://t.co/MvRI36L2UL #Discovered",2014-03-23
"9 client meetings, 5 airport meals, 3 hotels, 2 transfers, 1 suit http://t.co/FgpZsGxANr #LudlowTraveler",2014-03-22
"Beauty Notes: That J.Crew model glow, decoded: (cc @RMSbeauty) http://t.co/V1FaRZX7P1",2014-03-22
"A shiny new reason to get on board with @Vans http://t.co/N0DjSGYGuo #Discovered",2014-03-22
"Technical outerwear for the mid-century man. http://t.co/49N04iEInf #Ventile",2014-03-21
"We're not saying use the jacket as a pillow, but use it as a pillow http://t.co/FgpZsGxANr #LudlowTraveler",2014-03-21
"What do cats, kisses &amp; a parrot have in common? http://t.co/BzngaCDbvr #Discovered #crewcuts",2014-03-21
"A 100% cotton fabric that doesn't go all wet noodle in the rain? Meet the Hooded Jacket in #Ventile. http://t.co/49N04iEInf",2014-03-20
"Spring? Are you there? #firstdayofspring (cc: @GrayMalin) http://t.co/eQMv6lNZ0g",2014-03-20
"ICYMI: 11,437 miles flown. Zero wrinkles. http://t.co/yRwCVb1QNf #LudlowTraveler",2014-03-20
"Hello, not-being-totally-freezing-all-the-darn-time. #firstdayofspring",2014-03-20
"Travel Notes: Brush up on your Niemeyer and jam to Tropicalia: http://t.co/27hhqactHw",2014-03-20
"Jenna's New York: pancakes, helicopters, hanging out in Grand Central (and very little exercise) http://t.co/q6X22yIgBT",2014-03-19
"Suits are terrible for surfing and yardwork. @CaseyNeistat did it anyway. http://t.co/eqW8yVjYOJ #LudlowTraveler",2014-03-19
"@GQFashion why, thank you.",2014-03-19
"See what happened when @CaseyNeistat traveled 12,089 miles in our #LudlowTraveler http://t.co/sptA3jRGWd",2014-03-19
"And now back to your regularly scheduled programming.",2014-03-19
"17. Wear a Suit #LudlowTraveler",2014-03-19
"16. Fly #LudlowTraveler",2014-03-19
"15. Move Fast #LudlowTraveler",2014-03-19
"14. Be on Time #LudlowTraveler",2014-03-19
"13. Bury the Evidence #LudlowTraveler",2014-03-19
"12. Meditate #LudlowTraveler",2014-03-19
"11. Get Wet #LudlowTraveler",2014-03-19
"10. Bring Skis #LudlowTraveler",2014-03-19
"9. Ride a Motorcycle #LudlowTraveler",2014-03-19
"8. Fix the Flat #LudlowTraveler",2014-03-19
"7. Make Friends #LudlowTraveler",2014-03-19
"6. Start Early #LudlowTraveler",2014-03-19
"5. Be Patient #LudlowTraveler",2014-03-19
"Boxers with coin pockets? This genius could only come from @Sleepyjonesing: http://t.co/t5YgQowX9Q",2014-03-04
".@GQFashion thinks our navy Ludlow tux would have been a good bet for the #Oscars (let's call it blue-tie dressing): http://t.co/cl0ZGsg1QW",2014-03-04
"Not too heavy, not too light. You might even say it's just right...http://t.co/0bEk0Kdiru",2014-03-02
"Two words: baby elephants. (We created this tee to support Sheldrick's Wildlife Trust who work to protect them).  http://t.co/zaCwD4BLfp",2014-03-02
"The definition of an outfit highlight. Get it while you can…http://t.co/ZNGSLJ0xNy cc @newbalance",2014-03-01
"Cute overload. See this @60Minutes video about the David Sheldrick Wildlife Trust, our latest #garmentsforgood collab http://t.co/oNOkqxnVcl",2014-03-01
"This flask is stronger than whatever you'll put in it http://t.co/Bn7oIK4dXp #Discovered",2014-02-28
"Confession: sometimes we go to the baby section of our site just to look at adorable babies: http://t.co/Gv7nWDnvT9",2014-02-28
"Sometimes you just need to hear those two little words: new arrivals http://t.co/eC3OCCjSlO",2014-02-28
"Accessories editor @selbydrummond talks Patti Smith &amp; her fashion vice at http://t.co/DnvryR6EIX. #jcrewdenim http://t.co/1wyLWn7OYa",2014-02-27
"We know you have a mean jean pic on your phone. Get in on the #jcrewdenim @instagram contest and show us. http://t.co/aomcRzB08S",2014-02-27
"On the I-can't-live-without-it scale, this is a 10: http://t.co/x5LeEqD0il @marahoffman #Discovered",2014-02-27
"Our men's designer Frank tells @Hypebeast what goes into a collection: http://t.co/uUHsCv4AtG",2014-02-27
"Remember to tune into The Vogue Fashion Fund finale tonight (spoiler: we have a cameo)…",2014-02-27
"What do a varsity jacket, Swedish shampoo and a Fujifilm camera have in common? http://t.co/aU5TuM9iPu #Discovered",2014-02-26
"If wearing stripes on stripes is wrong, we don't want to be right #jcrewtruths",2014-02-26
"11 answers to ""What am I going to wear today?: http://t.co/QrcHk8biXT",2014-02-26
"You know your sassy friend who always has the best one-liners? That's what these cards sound like: http://t.co/BfHEKkQggE #Discovered",2014-02-25
"The secrets behind our Fall/Winter 2014 #nyfw presentation: http://t.co/tsNp3qg7st #jcrewnyfw",2014-02-25
"Samba, soccer and new spring looks…guess where we shot our March Style Guide? http://t.co/5Cb5sArHrV",2014-02-25
"Out with the old, in with the blue
http://t.co/sYqPixUSnB
#bluejeansgogreen",2014-02-23
"Bring a pair of your old jeans to our stores for recycling and get a little reward from us: http://t.co/6rnWI3iXIW #bluejeansgogreen",2014-02-22
"Because your work bag, errands bag, gym bag and going-out bag can be all
the same bag: http://t.co/MpEHtLG3v8 #weeklyawesome #downingtote",2014-02-22
"Our @Instagram contest is still going. The prize is a $1,500 J.Crew shopping spree. That is all. #jcrewdenim http://t.co/SDpJYiwp3F",2014-02-22
"Show us how you wear, roll or pair your favorite jeans with #jcrewdenim for a chance to win a $1,500 shopping spree. http://t.co/0JPxMh4mvY",2014-02-21
"Said yes? Now find the dress: 25% off gowns + bridesmaid dresses. http://t.co/T9rVGU5zrs #jcrewwedding",2014-02-19
"Styles for little sneaker heads (you'll only find these colors here): http://t.co/mk1zlv1aop #crewcuts",2014-02-18
"Give your jeans even more character(s). Get it? #jcrewdenim http://t.co/iwjUmBoR0M",2014-02-18
"Growth spurt alert! Our crewcut styles are now available in sizes 2-16 http://t.co/8Zbml7lVmt #crewcuts",2014-02-17
"Our favorite color is denim. #jcrewtruths",2014-02-17
"Say #idoinjcrew: 25% off gowns + bridesmaid dresses exclusively for our social followers. http://t.co/1W2wuP8dM9",2014-02-17
"Something exciting is coming down the aisle. Check back tomorrow to find out more… #jcrewwedding",2014-02-17
"Style crush confessions at #nyfw: http://t.co/siXE43KYz1 (cc: @carlscrush, @atprettybirds, @jeanstories, @nixcruz, @jamalajohns)",2014-02-16
"We put @manrepeller, @Bat_Gio, @susiebubble, @garancedore on the spot to confess their (style) crush: http://t.co/siXE43KYz1",2014-02-16
"Oh, and did we mention our creative director Jenna will pick her three favorite @instagram photos? http://t.co/OrXF6rbwTQ #jcrewdenim",2014-02-16
"Our #jcrewdenim contest is on. Grab your jeans and post a photo of how you roll them, pair them, wear them…http://t.co/OrXF6rbwTQ",2014-02-16
"Our #jcrewdenim contest launches today. Get 'grammin…http://t.co/Q4vjYLakW9",2014-02-15
"Maybe one day a thoughtful text will do. Today, however, is not that day. #valentinesday",2014-02-14
"Red may be the color of the day, but we're still team blue #jcrewdenim #valentinesday",2014-02-14
"The way to a woman's heart is probably through her closet #valentinesday",2014-02-14
"Happy #ValentinesDay from where we'd rather be. #someplacewarm (cc:@GrayMalin) http://t.co/kWEvcE1uDl",2014-02-14
"Hello Hong Kong! We're excited to be opening our first two stores in May. #helloHK http://t.co/72ihtMuBYn",2014-02-14
"Guess where we're opening in May? (Hint: it's a 15-hour flight from New York.) http://t.co/n0uDAmp3Rk",2014-02-14
"Thank you to the incredible @angelica_cheung for dropping by Jenna's office to visit http://t.co/YJ59V03KqV #voguechina",2014-02-13
"phew. Made it. #winterstormpax",2014-02-13
"Thank you, #donalddrawbertson for sharing this lovely illustration of Jenna http://t.co/aufKc50ysZ http://t.co/zLsCoBfRul",2014-02-12
"First look at our men's fall/winter '14 collection. #jcrewnyfw #nyfw http://t.co/dQMxD8Z34d",2014-02-11
"First look at our women's fall/winter '14 collection. #jcrewnyfw #nyfw http://t.co/Hz4AwkvRdA",2014-02-11
"The final touches are being applied. Stay tuned for first looks…#jcrewNYFW #NYFW",2014-02-11
"Finishing touches. #jcrewnyfw #nyfw http://t.co/PCT3To5HN9",2014-02-11
"Dressed, caffeinated and ready to go #jcrewNYFW",2014-02-11
"Dear winter, we're not going to let you ruin #jcrewNYFW",2014-02-11
"T-minus 3 hours until Lincoln Center…#jcrewNYFW  #getexcited",2014-02-11
"#behindthescenes #jcrewnyfw #nyfw http://t.co/ZNu8iKSknC",2014-02-11
"Doubling up. #jcrewnyfw #nyfw http://t.co/GDl5nzoCqH",2014-02-10
"Everyone remembers their first pair of jeans. These will be your last. #jcrewdenim",2014-02-10
"A peek at our women's fitting. #jcrewnyfw #mbfw http://t.co/A81MZjYf41",2014-02-10
"Part Beach Betty, part Homecoming Queen http://t.co/g5PGLTMXtm #theweeklyawesome http://t.co/KOMPtSjaTu",2014-02-10
"White sands, turquoise waters…and beautiful dresses. Is this heaven? Nope. Just a destination wedding in Jamaica: http://t.co/diOPPtuZlS",2014-02-09
"Glow-in-the-dark pajamas. Zero arguments at bedtime. http://t.co/iWYEHMc8ct",2014-02-09
"I really wish my jeans bagged out more. Said no one ever. #jcrewdenim",2014-02-08
"Looks like we're not the only ones excited for the premiere of our new favorite reality TV show, The Fashion Fund:  http://t.co/IWy9hyTh2S",2014-01-17
"From smokehouse almonds to Hopper sketches, our men's designer, Frank, tells @GQMagazine his 10 essentials: 
http://http://t.co/jYPnjbqZpl",2014-01-16
"For 30 degrees. For 80 degrees. http://t.co/a57Ou6Li88",2014-01-13
"We're guessing you know someone who just got engaged http://t.co/qEpxdZ7rGa  #dressesthatwontruinfriendships",2014-01-12
"We've got bikinis on the brain #itssunnysomewhere",2014-01-11
"Pack mentality: Here's what's in photographer Alex's Abingdon rucksack. #testdrive http://t.co/je1Xz6p40q",2014-01-10
"Iced coffee and white jeans…both approved for year-round use #jcrewtruths",2014-01-10
"Declare war on square-toed shoes http://t.co/3QqqHpiI56 #ludlowweek",2014-01-09
"Mom jeans, in a good way: http://t.co/yrhWx7QoKi #jcrewmaternity",2014-01-09
"If we must get out of bed today, we're bringing the best part of it with us 
http://t.co/NxzecqYsa6 #downfilled #parkas",2014-01-09
"Be a better (dressed) man #ludlowweek",2014-01-08
"Like shark week, but for suits http://t.co/ryEUj7cy4L #ludlowweek",2014-01-08
"Nothing like walking to work in negative degree temps to really wake you up in the morning #polarvortex",2014-01-07
"You have to get dressed every morning, so you might as well make it fun #jcrewtruths",2014-01-06
"When in doubt, wear chambray #jcrewtruths",2014-01-04
"Today we're grateful for snow boots and soy lattes. #hercules",2014-01-03
"Snow day. #Hercules http://t.co/SXPjCWbMKE",2014-01-03
"What’s your favorite New Year's Day ritual? #freshstart",2014-01-01
"Wake us up when it's January 2nd. #pjsallday #2014",2014-01-01
"Tonight calls for glitter or sequins. But not both. #newyearseve #overkill",2013-12-31
"Leftovers and reruns. #winterpairs",2013-12-31
"The best way to tie one on for #newyearseve: http://t.co/1ByP6f7Eom #jcrewmens",2013-12-30
"@NorthSeaClothin's Neil Starr, Remo Avella + friends. #hellolondon http://t.co/OQPVA3cfZ9",2013-12-30
"How to tweet without risking frostbite: http://t.co/1JCsjsyezD",2013-12-28
"Movies and Chinese food. #winterpairs",2013-12-28
