"expresstext","date"
"Make looking good your first resort. Try this season‚Äôs hottest prints and unexpectedly bold neutrals. #LoveExpress http://t.co/btb1lPqp4Q",2015-03-06
"It's the #springbreak countdown! Are your outfits ready? Shop now to get $25 off every $75: http://t.co/4SODJKrj3w http://t.co/NhtJgnhsLQ",2015-03-06
"We want you to look camera ready on #springbreak. Shop now to save! http://t.co/3HvIixoCh1 http://t.co/QEhnuA4BFS",2015-03-06
"Customize your lineup! Mix and match three different bracelet styles for $30 now. http://t.co/EQkQ983hPK http://t.co/u9HLQVP6ji",2015-03-06
"The super-soft tops in our One Eleven collection are perfect for your #springbreak budget! http://t.co/mr1NTvQoCV http://t.co/cpLHmVHRWj",2015-03-06
"Ready to dive into a new swimsuit? Follow @ExpressRunway on Instagram for an early look. Full swim line arrives 3/9! http://t.co/Hf8NnECp8j",2015-03-05
"Spring‚Äôs hottest looks have sprung! Today‚Äôs the last day to save on them with promo code 1499: http://t.co/SrIfQrAzVk http://t.co/qRmobWbOgw",2015-03-05
"This fun tropical print sundress with a barely-there lightness is the stuff of summer love.   http://t.co/9j78kMbUVw http://t.co/EK4vo4emwO",2015-03-05
"Versatile pieces make for a carefree getaway. Check out our tips for #springbreak packing!
http://t.co/dFTyZr7zCD http://t.co/xeQbiYEsOF",2015-03-04
"Now THAT is what you call a party. Thank you @KateUpton and #SanFrancisco for a fabulously fun event last night! http://t.co/iPLJu7bMrz",2015-03-04
"We ‚ù§Ô∏è @Snapchat ""jessica_murray: Loving the @ExpressLife snapchat story right now with @KateUpton Ì†ΩÌ±∏Ì†ΩÌ±ó‚Äù",2015-03-04
".@hapatime Having some fun at our Spring Fling private event in #SanFrancisco #LoveExpress http://t.co/UgSskC6k6O",2015-03-04
"Want to shop #KatesFaves ? Get all her picks from our #SanFrancisco private event here http://t.co/tYyQQ1hGwT http://t.co/W8wmFnyTF6",2015-03-04
"Thanks for hanging on the #AskKate chat! Stay tuned for more from our #SanFrancisco Spring Fling #LoveEXPRESS http://t.co/uXZzgz9Y95",2015-03-04
"DJ @LindsayLuv is ready to spin some beats! Got your question ready for @KateUpton yet? #AskKate #LoveExpress http://t.co/IOTCgVt4tk",2015-03-04
"We're all set for our Spring Fling #AskKate chat at 9:30et/6:30pt! Submit your questions now! Ì†ºÌº∫‚òÄÔ∏è http://t.co/YYNx883KRa",2015-03-04
"Check us out at 9:30 ET/6:30 PT for the @kateupton #AskKate Twitter chat! Then hit up Express on Snapchat to see her in action. #KateUpton",2015-03-03
"Tune in tonight at 9:30ET/6:30 PT to see what @KateUpton has to say to your #AskKate questions. Will she answer yours? #KateUpton",2015-03-03
"A bucket bag, straw floppy hat, and earth-toned trapeze dress. Meet the new essentials for the #boho babe. #ootd http://t.co/svEXkViDUK",2015-03-03
"Ask @KateUpton anything! During our live chat tomorrow night she‚Äôll answer ?s tagged with #AskKate. #makeitagoodone #KateUpton",2015-03-03
"Let‚Äôs play. http://t.co/msPkXIZCNG",2015-03-03
"New denim trend alert! We‚Äôre gaga for the boyfriend shorts and recommend pairing with a soft cami and wedges. #ootd http://t.co/lOs7oa9Cqs",2015-03-02
".@missjourdandunn sippin mother nature‚Äôs tastiest electrolytes mid-shoot. Maybe that‚Äôs why her skin is so uh-ma-zing? http://t.co/q7lMZh0yTT",2015-03-02
"New week, new month, new #goals! How are you planning to hit it hard on Monday? #Motivation #QOTD http://t.co/pqjZ28D4Y7",2015-03-02
"Blue‚Äôs big comeback and luxe kimonos will be the talk of #spring! Shop our new arrivals: http://t.co/1a5QQFKxyr http://t.co/Zh0lpts475",2015-03-01
"Time to #TreatYourself. Shop now with promo code 1426 to get $25 off every $75 you spend. http://t.co/9794MMncrc http://t.co/oqXrKyfQiM",2015-03-01
"See what‚Äôs on deck for #spring! Hint: It‚Äôs sexy. #KateUpton

SHOP NOW: http://t.co/tmFRLcigOf http://t.co/xXAm66gJ0I",2015-02-28
"Our fave Photographer Dress Pant now has a drawstring edition! #swoon #ExpressMen #mensfashion http://t.co/6VBD0xGK69",2015-02-28
"Are you #springbreak ready? Shop now with promo code 1426 to get $25 off every $75 you spend. http://t.co/Zrt55Jnc8O http://t.co/3pfav1EU7A",2015-02-28
"Pair up with your bestie tonight in bold two-piece sets. Double the ‚ÄúYou wish.‚Äù #TGIF #girlsnightout http://t.co/dKS64N3kP3",2015-02-28
"Looks for when the dress code is hot. Our dresses 40% off right now! #LoveExpress http://t.co/bFmMHEByVC http://t.co/e4ZTinBE7q",2015-02-15
"Are we friends? Or what? http://t.co/O2MCqcgNcF",2015-02-15
"This guy's cleaning up at #AllStarWeekend Congrats to @StephenCurry30 for killing that 3pt contest #DubNation http://t.co/6tYRlxXm6w",2015-02-15
"Love is in the air! Dress accordingly. How are you celebrating tonight? #LoveExpress #ValentinesDay http://t.co/7f8lHjhKxC",2015-02-14
"We have such a crush on the pink &amp; red combo that @GalMeetsGlam took out to celebrate #VDay. http://t.co/78e3tw1ByP http://t.co/eDZEmnozOa",2015-02-14
"We all put them on one leg at a time. But why not look the best once they‚Äôre on? Our jeans are 40% off right now. http://t.co/GOt61Wn5pm",2015-02-14
"Still on a high after last night's #ExpressMen party with Steph Curry! 
#EXPNYC
@wardell30 http://t.co/QbrzwzUdXO",2015-02-14
"Happy Valentine's Day! Hope you have a perfect day with your sweetie all stacked up. &lt;3 #LoveExpress http://t.co/adgx67h87f",2015-02-14
"Blogger @keikolynn's #Vday date idea is the cutest. Even cuter: what she wore. #LoveExpress http://t.co/Mz4kN8kEu9 http://t.co/YrURovrnBq",2015-02-14
"Single on #VDay = a date with your besties! See what these bffs wore for their holiday. http://t.co/k8IBx2LcGu http://t.co/TaqLVE9dXZ",2015-02-14
"#ExpressMen spotted at the @StephenCurry30 launch party with @Ludacris @GrungyGentleman #AllStarWeekend http://t.co/iPb8qAYCvP",2015-02-14
"Kicking it at our #ExpressMen launch party with @StephenCurry30  &amp; @Ludacris #EXPNYC #AllStarWeekend http://t.co/QBfHwrlg9n",2015-02-14
"His pitch isn't the only thing that's perfect! Ì†ºÌæ∂Ì†ΩÌ≤óÌ†ºÌæ∂ #expressmen #expnyc @SkylarAstin http://t.co/KJbVktcYPI",2015-02-14
"""@Ludacris: Excited to kick off all-star weekend w @expressrunway &amp; @StephenCurry30 Doing my thing tonight at the #ExpressMen party #expnyc""",2015-02-13
".@StephenCurry30 is taking over #NYC tonight at our #ExpressMen party w @Ludacris &amp; @GrungyGentleman #AllStarWeekend http://t.co/7A5TRtdhsl",2015-02-13
".@GrungyGentleman &amp; @SkylarAstin  hit up our #NYC Design Studio yesterday to suit up for tonight's #ExpressMen party http://t.co/XCceXA5kUd",2015-02-13
"Looking good #NYC ...Ready 2 party w @StephenCurry30 @Ludacris &amp; @GrungyGentleman 
#ExpressMen #AllStarWeekend http://t.co/zeUufJ590X",2015-02-13
"Get the Barcelona cami (and much more!) 40% off. It‚Äôs pretty in pink ‚Äî and every other color. http://t.co/NS5KYkchbr http://t.co/A4VSBCfjT1",2015-02-13
"Valentine‚Äôs Day date ideas curated by some of our favorite bloggers =  
(∆Ü Àò‚å£Àò)‚ô•(Àò‚å£Àò C)  http://t.co/lw1emQpbsQ http://t.co/ymAEAL8ffN",2015-02-13
"Shop this weekend to get up to 40% off select items. Visit us and get the best haul today! http://t.co/87WDrqUnvu http://t.co/VqKX6qZGwV",2015-02-12
"Going casual this weekend? @damselindior put together the perf outfit for an easygoing #VDay http://t.co/M2FbQQe9tL http://t.co/VZsjE9aUcS",2015-02-12
"We &lt;3 a great outfit! Follow ExpressRunway on Insta to learn how to win a giftcard for showing your date night look http://t.co/5yMwYCjGOz",2015-02-11
"Soft stretch rayon with a see-through mesh inset waist, this Top Pinned look makes a perfect seasonal transition. http://t.co/jIAxQjJuYk",2015-02-11
"Hit up ExpressRunway on Insta to guess the big performer for our Friday party celebrating @StephenCurry30  #ExpressMen",2015-02-10
"Wishing a happy birthday to our #EXPcore ambassador &amp; the hottest surfer chick we know, @AnastasiaAshley! http://t.co/J5SbRJXMe7",2015-02-10
"Flowing tunic tops with boots and leggings are a style standard this winter. #LoveExpress #ootd http://t.co/0ztMn2RTWE",2015-02-09
"Can we just call them the #Sammys already?! @samsmithworld #GRAMMYs",2015-02-09
"#Prince is just going to come to every award show and make it better #GRAMMYs",2015-02-09
"And everyone at the #GRAMMYs just woke up...",2015-02-09
"All that red tho Ì†ΩÌ≤É
http://t.co/62lyRdkSAw http://t.co/spsomrGKBK",2015-02-09
"ELO and @edsheeran got @HAIMtheband and @taylorswift13 like.... http://t.co/P2JqZZNuzx",2015-02-09
"#YONCE obviously",2015-02-09
"‚ÄúBetter to live one year as a tiger than a hundred as a sheep.‚Äù Madonna #definitelynotasheep #shesfiftysix",2015-02-09
"Wait...Kanye, comeback! Was that it? #GRAMMYs",2015-02-09
"Congratulations on two wins for @samsmithworld  Ì†ΩÌπå  #Notsurprised #crushinghard Ì†ΩÌ∏ç",2015-02-09
"Dear @TheGRAMMYs , please give us more Chrissy and John Legend. Sincerely, everyone. #grammys @chrissyteigen @johnlegend",2015-02-09
"Thinking that #LLCoolJ should have worn his fuzzy bucket hat from the 90s instead",2015-02-09
"Style tip: Back in Black by #ACDC is exponentially more awesome when actually wearing black. #lbd #GRAMMYs",2015-02-09
"The men aren't the only ones wearing the pants tonight..@AnnaKendrick47 is taking charge in that pant suit #GRAMMYs #RedCarpet",2015-02-09
"Aww @taylorswift13 ...Crushing. So. Hard. Ì†ΩÌ≤ú #GRAMMYs #RedCarpet #Swifties",2015-02-09
"Remember when @ladygaga showed up on the #RedCarpet in an egg? She looked so much better tonight in that sparkly deep V number! #amIright",2015-02-09
"Fresh off her #SB49 performance, @katyperry  hits the #RedCarpet with purple hair! You dig it? She's such a firework Ì†ΩÌ≤ÅÌ†ΩÌ≤•",2015-02-09
"How cute are @BigSean and @ArianaGrande ?!?! Ì†ΩÌ∏ç",2015-02-09
"Pants are packing serious impact on the #redcarpet tonight. Steal the look in our sleek v-neck jumpsuit. http://t.co/XzjUF7KUKz",2015-02-08
"No bull... #Madonna is taking big risks on the #RedCarpet tonight. What do you think? #GRAMMYs",2015-02-08
"Happy one-year anniversary to #Pharrell and his hat! Can‚Äôt wait to see what fashion goodies the @TheGRAMMYs give us this year. #RedCarpet",2015-02-08
"There are so many combinations when it comes to our #1MX shirts &amp; ties. #LoveExpress #VDay. http://t.co/ojUvzZzgkB http://t.co/NRvj69tlQW",2015-02-08
"End your weekend on a high note. Shop now with code 1257 to get $25 off every $75 you spend. http://t.co/XwuiZIQQBS http://t.co/G5EqQ0AxrN",2015-02-08
"He‚Äôll &lt;3 a lineup of button-downs as a #VDay gift. Bonus - they‚Äôre perfect for future dates. http://t.co/RhepaWxwCM http://t.co/Da8w43S3xn",2015-02-07
"Black &amp; white is a classic color combo that will feel totally fresh this spring! #LoveExpress http://t.co/m5KROk9VFj http://t.co/1eGyKorQZg",2015-02-07
"Saturday got us like whoa. Shop with promo code 1257 to get $25 of every $75 you spend. #LoveExpress #Sale http://t.co/8WjHsMFRm1",2015-02-07
"Let your look break the ice. Check out our new collection. #LoveExpress http://t.co/h8gize7NM0",2015-01-24
"Huge shout-out today to the overall top vote-getter, #StephenCurry! Can't wait to celebrate in #NYC @wardell30 http://t.co/YoIVBGeYl7",2015-01-23
"Body hugging stretch + dark floral design, this mini is four-season sexy. #LoveExpress http://t.co/lzxsq0mnmM http://t.co/C66qdJ35WJ",2015-01-23
"Let us pay for your #VDay date &amp; and outfits. Follow ExpressRunway on Instagram &amp; check out the #LoveExpress posts to learn how to enter!",2015-01-22
"Going for polished style? Put our sexy leopard print #PortofinoShirt with red pants &amp; black accessories. #LoveExpress http://t.co/lcfFbHXoe3",2015-01-22
"Confidence makes the best entrance. #motivation #icanandiwill #confidence http://t.co/0t8eyhbl0q",2015-01-21
"Our spring collection is live! Shop now for dresses that will have the likes lining up. #LoveExpress #ootd http://t.co/UO28MP9rUd",2015-01-20
"Enter to win the perfect VDay date + a $400 giftcard! Follow @ExpressRunway on Instagram now to learn how. http://t.co/eF8853Kc8h",2015-01-20
"Our #EXPcore was designed to layer like a champ. Photo by @life_in_sequins on Insta! Follow us @ ExpressRunway. http://t.co/eSHNXErrwj",2015-01-19
"Today‚Äôs your last chance to get an additional 50% off clearance. Your new dress is waiting. http://t.co/vFocZwJrHM http://t.co/BJ2tggtwpB",2015-01-19
"Pssst‚Ä¶ Our spring collection drops this week. Spoiler alert: It‚Äôs hot. #KateUpton http://t.co/k6YmCadNSK",2015-01-18
"See how pro surfer @AnastasiaAshley  works out on the go. Happy toning! #EXPcore #fitness http://t.co/UHa5a3hHtK http://t.co/Bpvk0oErb6",2015-01-17
"#TGIF! What are you doing tonight? We‚Äôll be inside by the Netflix because brrr. #cozy #isitspringyet? http://t.co/IuN4LHLxHG",2015-01-17
"We just posted extra tips for enhancing your workout, just in time for weekend reps! #EXPCore http://t.co/iPaF2ovf9Y http://t.co/IhOIE9k8aT",2015-01-16
"Shop now to get an additional 50% off for up to 70% off clearance. #shopnow #seriously http://t.co/hv12ewYmcF http://t.co/E82mmwOSC3",2015-01-16
"Get over to our Instagram now to live chat with @AnastasiaAshley about health + fitness! Follow ExpressRunway. http://t.co/hKEbCnVzms",2015-01-16
"Our girl @AnastasiaAshley looking amazing in #EXPCore (P.S. - how cute is that owl mug? #want) #fashionmeetsfitness http://t.co/TSxxeniQIV",2015-01-15
"Happy #NationalHatDay! What‚Äôs your favorite hat from fashion‚Äôs history? http://t.co/cwlRJ2aUnr",2015-01-15
"#OscarNoms are in! What are your predictions for Best Picture? Or better yet - #bestdressed?",2015-01-15
"This striped blazer is an instant outfit-maker. It‚Äôs also our top Pinned style of the week! http://t.co/qCt4GWlUI6 http://t.co/Fm4555wRNX",2015-01-15
"Give your black a break. Anchor hues of blue with some lighter fixings. #mensfashion #likeaboss #style http://t.co/t7eWNMy51P",2015-01-14
"Step off the sidelines in a camo #jogger pant. #mensfashion http://t.co/u0xYXoEACQ http://t.co/H5yEElNwYs",2015-01-13
"This pep-talking tee was pretty much made for Mondays, right? #MondayMotivation http://t.co/UMcCOPcyGL",2015-01-12
"We‚Äôre closing this season‚Äôs collection with up to 70% off clearance so you can stock up! http://t.co/lmt9oTMzoy http://t.co/ydQEopEC6f",2015-01-12
"Big congrats to everyone taking home the hardware! #GoldenGlobes",2015-01-12
"Are Kristen Wiig and Bill Hader the next #AmyAndTina ? We hope so Ì†ΩÌ∏Ç",2015-01-12
"I can ... And I did. @HereIsGina #GoldenGlobes",2015-01-12
"Here we go! Last show with #AmyandTina Ì†ΩÌ∏¢ #GoldenGlobes",2015-01-12
"We see you @channingtatum keeping it simple and looking and sexy on the #RedCarpet Ì†ΩÌ±Ä #GoldenGlobes",2015-01-12
"Amost showtime, who's best dressed in your book? #GoldenGlobes",2015-01-12
"2015 is all about the plunging V neckline and we are loving it on #ClaireDanes @MaisonValentino #GoldenGlobes",2015-01-12
"Who are you ready to see on that #redcarpet ?! #GoldenGlobes @goldenglobes",2015-01-11
"Our friends at @plated gave us tips for #eatinghealthy in the new year! We can't wait to try the spaghetti squash. http://t.co/G3vdQBKUTz",2015-01-11
"Struggling with your resolutions? Keep that chin up. Tag someone who needs a little love! #qotd #inspiration #quotes http://t.co/jjEXEJw2Jp",2015-01-11
"Greet your best year yet looking dynamite. Shop now and get up to 60% off everything. http://t.co/esTd07zeGk http://t.co/4bwrEVoET1",2014-12-27
"From denim darlings to outstanding outerwear. Here are our favorite trends from 2014. #fashion http://t.co/67rzMOYKiV http://t.co/BHX14a9zzC",2014-12-27
"Still looking for a countdown-worthy wardrobe? Shop now to get 50% off everything, including our best NYE looks. http://t.co/xqw97ULAee",2014-12-26
"Happy holidays, everyone! Joy never goes out of season. http://t.co/a8a8C4uRPs",2014-12-25
"Yay! Christmas cookie time. What kind are you leaving out for Santa? #CelebrateYou http://t.co/7mrwdcUsSr",2014-12-25
"Pinners love our wool blend trench coat. Ribbed knit sleeve insets add extra give and style. http://t.co/CYEck44Cv8 http://t.co/OxQ43Dmi77",2014-12-24
"Shop now to get 50% off everything. Fudge yeah! (Only we didn‚Äôt say fudge.) http://t.co/h34OLgvChy http://t.co/fl8ngzbPqm",2014-12-24
"Get in some serious friend time. One is silver. The other‚Äôs gold. #12waystosparkle #CelebrateYou #besties http://t.co/mmUnXof49A",2014-12-24
"Be a last-minute holiday hero. Send them an e-gift card. #giftideas

SHOP GIFT CARDS: http://t.co/ZpbEPRCbbP http://t.co/q9CwXP6JUX",2014-12-23
"Get 50% off your last-minute gifts. Shop the savings in-store or online now. #CelebrateYou http://t.co/ymst88EHYl http://t.co/ygQV1jeZ6S",2014-12-23
"Leave dreams of sexy legs dancing in their heads. #partyheels #12waystosparkle #SparkleShineCelebrate #CelebrateYou http://t.co/yBvToHlq6K",2014-12-23
"Our last-minute stocking stuffers include everything from the $50-or-less to the fancy stuff.  http://t.co/Vjnmx2ox9S http://t.co/rCfJRfmlZA",2014-12-22
"No need to hibernate if your sweater game is on point. Stock up now - everything is 50% off! http://t.co/beLpKWFjDW http://t.co/9m13gNnzrq",2014-12-22
"Give your party lip a test run before the big night. This will help you see what smudges after the toast. http://t.co/L6ktkgsWud",2014-12-22
"Be sleigh ride ready. Shop now and get 50% off everything, including our warmest outerwear. http://t.co/k4Rsv6rfIy http://t.co/pTadFYZCyf",2014-12-21
"You brought it, you pop it. #thebubbly #12waystosparkle #SparkleShineCelebrate #CelebrateYou http://t.co/uoRmS8OF4N",2014-12-21
"We styled one pair of jeans three different ways so you can lighten up your holiday travel. http://t.co/qOBZ4mBSzF http://t.co/0EQQzWvzoo",2014-12-20
"The more sweaters the merrier. Shop now to get up to 50% off everything! http://t.co/y3VuA7jniX http://t.co/lr9dRhZZVk",2014-12-20
"Someone has to make an entrance after you? Sorry not sorry. #NYE #CelebrateYou #SparkleShineCelebrate http://t.co/MsMFXFioGP",2014-12-20
"Shop now to get our open-stitch raglan sweaters for only $19.90. We love them because they‚Äôre four-season friendly. http://t.co/M1swspyqAN",2014-12-19
"Shop today to get Our Fave men‚Äôs solid waffle tees for only $24.90. Meet your closet‚Äôs new pinch hitter. http://t.co/AZfGflTmhY",2014-12-19
"There is a time to edit down your outfit‚Äôs accessories. This is not it. #SparkleShineCelebrate #CelebrateYou http://t.co/46jRWvICdm",2014-12-19
"This weekend every item is 50% off! Get something to holiday cheer about. #CelebrateYou http://t.co/Lh2o4fTesK http://t.co/MvLTqLdG7Q",2014-12-19
"We styled one sweater three different ways so you don‚Äôt have to pack as much this holiday. http://t.co/vQN0wSau0x http://t.co/o4R2S4iFgb",2014-12-19
"Bake holiday cookies. Eat a pinch or two of the dough. #12waystosparkle #CelebrateYou http://t.co/jkBCYQn6YL",2014-12-18
"Open-stitch sweaters are Our Fave because they go with everything. They‚Äôre only $19.90! http://t.co/0x5WGXVGar http://t.co/KRaBUeCH0H",2014-12-18
"Our Fave solid waffle tees are just $24.90 both in-store and online! #CelebrateYou

SHOP NOW: http://t.co/I5XlSm82we http://t.co/MVzfXb07IJ",2014-12-18
"Last day to get this little merry maker! Shop w/ code 1265 to get $25 off $75.

GET THE OFFER: http://t.co/NZ9OQVZSgZ http://t.co/JJq6iLMdNp",2014-12-18
"Our new striped London sweater has never met a casual pant (or Pinner) it didn‚Äôt like. http://t.co/Cw1HNN0gnQ http://t.co/Zoy3N1fwfn",2014-12-18
"Awesome new Our Fave deals are hitting tonight. Shop the preview sale only on Instagram. Follow @ ExpressRunway. http://t.co/jIJS55RdLG",2014-12-17
"Nail the gift giving. Get him a #1MX in every color. #giftideas #CelebrateYou http://t.co/PnpJP2wnpr http://t.co/2li1DZw9cE",2014-12-17
"Shop today with promo code 1265 to get $25 off $75. Check a few things off your gift list.
 http://t.co/PQXk4A058Z http://t.co/jevwUSf8cQ",2014-12-17
"What‚Äôs @KateUpton listening to? Add #ExpressRocks to your @pandoraradio and find out. http://t.co/T5fgpYvMy0 http://t.co/zeRbDIjtu3",2014-12-17
"Don't miss out on our Deal of the Day! Our best-selling Portofino shirt is only $19.90. SHOP NOW: http://t.co/xiVqclfCMk",2014-12-05
"Last day to get this! Use code 1840 to get $10 off $30; $30 off $75; $60 off $150; $90 off $225.

GET THE OFFER: http://t.co/7orMwxZRQO",2014-12-05
"Follow ExpressRunway on Insta to go behind the scenes of #GQ Magazine‚Äôs Men of the Year awards. Our #Back2Business winner Nick is our guide.",2014-12-04
"This Fave is smokin‚Äô. Our luxe crepe Portofino shirt is only $19.90 today.

GET IT NOW: http://t.co/LagSdiJ3Xc http://t.co/JeDszQ8PmT",2014-12-04
"Our Fave for him! Solid cotton V-neck sweaters are just $24.90 today &amp; tomorrow.

GET IT NOW: http://t.co/UY3TF5Ez7Y http://t.co/nh8RkuvGt8",2014-12-04
"Our cowl neck sweater dress is gorgeous in gray. Follow us for more Pinterest-worthy fashion: http://t.co/U86nR4N89z http://t.co/UoeNonMez3",2014-12-03
"Follow ExpressRunway on Instagram &amp; tune in @ 10ET to shop the BEST deals on Our Faves! http://t.co/Aj41IcrGAF http://t.co/d67tNA8EmL",2014-12-03
"All #KateUpton, all the time = our Instagram account today. Follow ExpressRunway.

FOLLOW US: http://t.co/GrJumIYajj http://t.co/Ta3kHUiXys",2014-12-03
"We‚Äôre in a very giving mood. Use code 1840 for $10 off $30; $30 off $75; $60 off $150; $90 off $225.

GET THE OFFER: http://t.co/3Ocl9Obt1f",2014-12-03
"The London Sweater is only $29.90 today. It might love leggings more than you do #CelebrateYou http://t.co/U5C1NqNtTP http://t.co/TEu4uscY7i",2014-12-02
"Happy holidays, EXPRESS NEXT Card Members. We‚Äôre giving you Double Points for every purchase you make this month. http://t.co/s3Y4dhzWmd",2014-12-02
"Today's Deal of the Day is for you, guys! Get 30% off Men's Outerwear. #CelebrateYou #BeBold #BeDashing #DOTD http://t.co/dFMhz7IvPW",2014-12-02
"You could win gifts cards, beauty items &amp; more in our #CyberMonday giveaway on Instagram by following ExpressRunway. http://t.co/46wSWuiWbQ",2014-12-01
"Shop http://t.co/XpCgjY7SiP today to get 50% off your purchases and free shipping! Hello, #CyberMonday SHOP NOW: http://t.co/zMALfDiopo",2014-12-01
"Hey take some gift cards off our hands. Tag ExpressRunway in Instagram pics of your #BlackFriday weekend shopping hauls for a chance to win.",2014-12-01
"Make your coffee run hot. Get up to 50% off every item today! #CelebrateYou SHOP NOW: http://t.co/NVnXEQaywe http://t.co/VwzFcUoqp9",2014-11-30
"Look cute everywhere, even if you‚Äôre just hanging with your girls. Women's tops are up to 40% off. http://t.co/sYgGBi2j8d",2014-11-30
"You could #win gift cards when you tag us in your #BlackFriday haul pics on Instagram. Include the tags #CelebrateYou #EXPsweeps = entered!",2014-11-29
"Wanna win #Express gift cards? Post photos of your #BlackFriday hauls on Instagram and tagging them w/ #CelebrateYou #EXPsweeps",2014-11-29
"Up to 50% Off TODAY on http://t.co/XpCgjY7SiP #CelebrateYou #BlackFriday http://t.co/egMK2u8PqK http://t.co/XDkBxOsrCl",2014-11-29
"Show us your haul! Tag us on Instagram in your #BlackFriday pics with #CelebrateYou #EXPsweeps for a chance to #win gift cards. #shopping",2014-11-29
"Share pics of your #BlackFriday haul on Instagram &amp; tag us w/ #CelebrateYou #EXPsweeps for a chance to win giftcards! http://t.co/nbI7l4JHZc",2014-11-28
"Shopping team still in tact? Our deals are going strong. After noon today get 40% off everything. #BlackFriday http://t.co/iEZvMWit71",2014-11-28
"Our bestselling #Express Mesh Dolman Sweater is only $19.90 today. #doorbuster #Celebrateyou http://t.co/O9OuUgslyh http://t.co/17UO2LdlMH",2014-11-28
"We see free stuff in your future. Follow ExpressRunway on Instagram to learn how to win our #BlackFriday #sweepstakes http://t.co/f4UOunwQl4",2014-11-28
"Our incomparably versatile #1MX shirt is only $24.90 today. #doorbusters #CelebrateYou http://t.co/O1NNAX8ohT http://t.co/wJmUWjU8fC",2014-11-28
"Picking the goodies for our #BlackFriday Instagram sweeps. Follow us to learn how to win! http://t.co/q6jQ91yEui http://t.co/4tQgQtmAl7",2014-11-28
"Hellloooo, #BlackFriday! Everything is 50% off until noon today. What are you going to get? #CelebrateYou http://t.co/YPDEmYj3QW",2014-11-28
"We‚Äôre giving away free stuff on Instagram for #BlackFriday! Follow ExpressRunway to learn how to enter #CelebrateYou http://t.co/5jkhRbZG0E",2014-11-28
"Get 50% off everything, select stores open at 6 p.m. tonight! 

SHOP NOW: http://t.co/64WhGVDS5a http://t.co/SZL1BBkz6L",2014-11-27
"Our win-free-stuff sweepstakes on Instagram starts tonight! Follow us for a chance to win: http://t.co/eIAEGrCrDU http://t.co/TLuGTsCaII",2014-11-27
"To all our Veterans, thank you. #veteransday http://t.co/RGQ0M4V6Du",2014-11-11
"Jeans are 40% off today! Our denim lineup is stacked. Get some. SHOP NOW: http://t.co/5lsAt0Mh5Z http://t.co/uKzI4NfQk5",2014-11-10
"Shop now &amp; save on outerwear. It‚Äôs called a coat closet - you‚Äôre better off with lots of them. http://t.co/uQrkkcgzE8 http://t.co/0KvwDpy4iY",2014-11-09
".@Cosmopolitan 's main babe/founder was really onto something. #believeinyourself #motivation #funfearlesslife http://t.co/Jg1SzQNGXs",2014-11-08
"Shop now and save on sweaters. Get cozy with a new favorite. SHOP NOW: http://t.co/E9K1VH0FNj http://t.co/NivHCp783U",2014-11-08
"You could win an exclusive Mockingjay pin and tickets to Mockingjay Part 1! Follow @expressrunway on Instagram to learn how.",2014-11-08
"We‚Äôre giving you five days to save up to 50% off. Start early. You‚Äôll want to come back for more. 

SHOP NOW: http://t.co/EtZ0E7kbGd",2014-11-07
"We are so pumped for @Cosmopolitan Fun Fearless Life weekend! Check our tips on weekend attire http://t.co/u3BPvzWkzs http://t.co/6CNqz2t0sC",2014-11-07
"Our mesh dolman sweater is perfect in-between seasons. Pop it over a glitzy cami and it‚Äôs party ready. #CelebrateYou http://t.co/DjeWGugMbx",2014-11-06
"Top Pinned this week are our rose print leggings &amp; sequin sweatshirt. Follow us on Pinterest: http://t.co/3SKe6fn4sG http://t.co/b1zixD1z5m",2014-11-06
"Our style bloggers take on winter‚Äôs best outerwear trends, check out our favorites! http://t.co/KsaySIbNbl http://t.co/NBonf28FOL",2014-11-06
".@taylorswift13 wore our houndstooth skirt during her bake off w/ @jamieoliver - it's perfect for shaking + baking! http://t.co/ZPuBo3GLlz",2014-11-05
"Bored of your cardigan? Try a sweater jacket. Here are three of our faves.

SHOP SWEATERS: http://t.co/4w2825TN6D http://t.co/ZTGaaSqVIE",2014-11-04
"We &lt;3 Merino wool. Pair its soft texture with everything in your winter wardrobe. #mensfashion #CelebrateYou http://t.co/wUUsVgul18",2014-11-04
"Calling all EXPRESS NEXT cardholders. Get 250 Bonus Points on suits &amp; dresses. Just in time for holiday party season. http://t.co/JrYczDwmKp",2014-11-03
"Get up to 50% off select dresses during our sale of November essentials.
SHOP DRESSES: http://t.co/BImRBpqtZQ http://t.co/o0NRw8deJ1",2014-11-03
"Our November arrivals are here! Time to pick your party pieces. #SparkleShineCelebrate #CelebrateYou #KateUpton http://t.co/YobH3fg7EU",2014-11-02
".@DemaryiusT is tackling our blog today w/ his favorite things to wear when traveling to a game.

CHECK IT: http://t.co/rOVSxAFZwW",2014-11-02
"Last day! Get $20 off $50, $40 off $100, $80 off $200 w/ code 1388. It‚Äôs OK, we procrastinate too. GET THE OFFER: http://t.co/4vz2p0nHh6",2014-11-02
"Sign up a sleek blazer and some hot accessories for a chic Saturday stroll. #StreetChic #ootd http://t.co/68PyotBark",2014-11-01
"Drop what you‚Äôre doing! It‚Äôs time to shop. Get $20 off $50, $40 off $100, $80 off $200 w/ code 1388. GET THE OFFER: http://t.co/qMNxDVIGid",2014-11-01
