"jcrewtext","date","ny_snow","ny_mean_temp","ny_max_temp","ny_min_temp","la_snow","la_mean_temp","la_max_temp","la_min_temp","chi_snow","chi_mean_temp","chi_max_temp","chi_min_temp","hou_snow","hou_mean_temp","hou_max_temp","hou_min_temp","unemployment"
"This summer, get your feet into the original comfort footwear http://t.co/LW8o1xNETa #Discovered",2014-03-27,0,33,44,22,0,60,69,51,0,45,54,35,0,67,71,62,6.7
"From Kenya, with love http://t.co/95ZkJpV4ii #Discovered",2014-03-26,0,30,36,24,0,61,66,55,0,28,39,17,0,55,64,46,6.7
"Oooh-worthy prints &amp; ice cream bribes: Jenny Cooper shares secrets to designing the cutest clothes. http://t.co/CGvfcVtNE3 @CricketsCircle",2014-03-26,0,30,36,24,0,61,66,55,0,28,39,17,0,55,64,46,6.7
"The baseball sweater: because we’ve never been ones to call ourselves “athletically gifted” until now http://t.co/2P6GEzyoiW #weeklyawesome",2014-03-25,0,33,39,26,0,61,65,57,1,26,31,21,0,59,71,46,6.7
".@newbalance 891: because we dig a high top that looks like it played in Game 7 of the '84 finals http://t.co/165FreaRMz #weeklyawesome",2014-03-25,0,33,39,26,0,61,65,57,1,26,31,21,0,59,71,46,6.7
"Spring is nature's way of reminding you to wear more color #jcrewtruths",2014-03-24,0,28,35,21,0,62,66,58,0,29,37,20,0,58,64,52,6.7
"Bring the spa to your bathroom http://t.co/MvRI36L2UL #Discovered",2014-03-23,0,35,42,27,0,61,69,53,1,26,30,21,0,63,72,53,6.7
"9 client meetings, 5 airport meals, 3 hotels, 2 transfers, 1 suit http://t.co/FgpZsGxANr #LudlowTraveler",2014-03-22,0,50,64,37,0,62,68,56,0,36,42,29,0,73,81,65,6.7
"Beauty Notes: That J.Crew model glow, decoded: (cc @RMSbeauty) http://t.co/V1FaRZX7P1",2014-03-22,0,50,64,37,0,62,68,56,0,36,42,29,0,73,81,65,6.7
"A shiny new reason to get on board with @Vans http://t.co/N0DjSGYGuo #Discovered",2014-03-22,0,50,64,37,0,62,68,56,0,36,42,29,0,73,81,65,6.7
"Technical outerwear for the mid-century man. http://t.co/49N04iEInf #Ventile",2014-03-21,0,45,51,39,0,61,67,55,1,46,58,33,0,64,78,50,6.7
"We're not saying use the jacket as a pillow, but use it as a pillow http://t.co/FgpZsGxANr #LudlowTraveler",2014-03-21,0,45,51,39,0,61,67,55,1,46,58,33,0,64,78,50,6.7
"What do cats, kisses &amp; a parrot have in common? http://t.co/BzngaCDbvr #Discovered #crewcuts",2014-03-21,0,45,51,39,0,61,67,55,1,46,58,33,0,64,78,50,6.7
"A 100% cotton fabric that doesn't go all wet noodle in the rain? Meet the Hooded Jacket in #Ventile. http://t.co/49N04iEInf",2014-03-20,0,47,54,40,0,64,73,55,1,40,48,31,0,66,76,56,6.7
"Spring? Are you there? #firstdayofspring (cc: @GrayMalin) http://t.co/eQMv6lNZ0g",2014-03-20,0,47,54,40,0,64,73,55,1,40,48,31,0,66,76,56,6.7
"ICYMI: 11,437 miles flown. Zero wrinkles. http://t.co/yRwCVb1QNf #LudlowTraveler",2014-03-20,0,47,54,40,0,64,73,55,1,40,48,31,0,66,76,56,6.7
"Hello, not-being-totally-freezing-all-the-darn-time. #firstdayofspring",2014-03-20,0,47,54,40,0,64,73,55,1,40,48,31,0,66,76,56,6.7
"Travel Notes: Brush up on your Niemeyer and jam to Tropicalia: http://t.co/27hhqactHw",2014-03-20,0,47,54,40,0,64,73,55,1,40,48,31,0,66,76,56,6.7
"Jenna's New York: pancakes, helicopters, hanging out in Grand Central (and very little exercise) http://t.co/q6X22yIgBT",2014-03-19,0,40,46,33,0,68,79,56,0,41,47,35,0,66,75,57,6.7
"Suits are terrible for surfing and yardwork. @CaseyNeistat did it anyway. http://t.co/eqW8yVjYOJ #LudlowTraveler",2014-03-19,0,40,46,33,0,68,79,56,0,41,47,35,0,66,75,57,6.7
"@GQFashion why, thank you.",2014-03-19,0,40,46,33,0,68,79,56,0,41,47,35,0,66,75,57,6.7
"See what happened when @CaseyNeistat traveled 12,089 miles in our #LudlowTraveler http://t.co/sptA3jRGWd",2014-03-19,0,40,46,33,0,68,79,56,0,41,47,35,0,66,75,57,6.7
"And now back to your regularly scheduled programming.",2014-03-19,0,40,46,33,0,68,79,56,0,41,47,35,0,66,75,57,6.7
"17. Wear a Suit #LudlowTraveler",2014-03-19,0,40,46,33,0,68,79,56,0,41,47,35,0,66,75,57,6.7
"16. Fly #LudlowTraveler",2014-03-19,0,40,46,33,0,68,79,56,0,41,47,35,0,66,75,57,6.7
"15. Move Fast #LudlowTraveler",2014-03-19,0,40,46,33,0,68,79,56,0,41,47,35,0,66,75,57,6.7
"14. Be on Time #LudlowTraveler",2014-03-19,0,40,46,33,0,68,79,56,0,41,47,35,0,66,75,57,6.7
"13. Bury the Evidence #LudlowTraveler",2014-03-19,0,40,46,33,0,68,79,56,0,41,47,35,0,66,75,57,6.7
"12. Meditate #LudlowTraveler",2014-03-19,0,40,46,33,0,68,79,56,0,41,47,35,0,66,75,57,6.7
"11. Get Wet #LudlowTraveler",2014-03-19,0,40,46,33,0,68,79,56,0,41,47,35,0,66,75,57,6.7
"10. Bring Skis #LudlowTraveler",2014-03-19,0,40,46,33,0,68,79,56,0,41,47,35,0,66,75,57,6.7
"9. Ride a Motorcycle #LudlowTraveler",2014-03-19,0,40,46,33,0,68,79,56,0,41,47,35,0,66,75,57,6.7
"8. Fix the Flat #LudlowTraveler",2014-03-19,0,40,46,33,0,68,79,56,0,41,47,35,0,66,75,57,6.7
"7. Make Friends #LudlowTraveler",2014-03-19,0,40,46,33,0,68,79,56,0,41,47,35,0,66,75,57,6.7
"6. Start Early #LudlowTraveler",2014-03-19,0,40,46,33,0,68,79,56,0,41,47,35,0,66,75,57,6.7
"5. Be Patient #LudlowTraveler",2014-03-19,0,40,46,33,0,68,79,56,0,41,47,35,0,66,75,57,6.7
"Boxers with coin pockets? This genius could only come from @Sleepyjonesing: http://t.co/t5YgQowX9Q",2014-03-04,0,22,28,15,0,62,69,54,1,20,27,12,0,35,38,31,6.7
".@GQFashion thinks our navy Ludlow tux would have been a good bet for the #Oscars (let's call it blue-tie dressing): http://t.co/cl0ZGsg1QW",2014-03-04,0,22,28,15,0,62,69,54,1,20,27,12,0,35,38,31,6.7
"Not too heavy, not too light. You might even say it's just right...http://t.co/0bEk0Kdiru",2014-03-02,0,36,40,32,0,58,62,54,1,11,16,5,0,56,77,34,6.7
"Two words: baby elephants. (We created this tee to support Sheldrick's Wildlife Trust who work to protect them).  http://t.co/zaCwD4BLfp",2014-03-02,0,36,40,32,0,58,62,54,1,11,16,5,0,56,77,34,6.7
"The definition of an outfit highlight. Get it while you can…http://t.co/ZNGSLJ0xNy cc @newbalance",2014-03-01,0,27,37,17,0,58,61,54,1,22,32,12,0,74,83,64,6.7
"Cute overload. See this @60Minutes video about the David Sheldrick Wildlife Trust, our latest #garmentsforgood collab http://t.co/oNOkqxnVcl",2014-03-01,0,27,37,17,0,58,61,54,1,22,32,12,0,74,83,64,6.7
"This flask is stronger than whatever you'll put in it http://t.co/Bn7oIK4dXp #Discovered",2014-02-28,0,17,24,9,0,59,62,56,0,19,32,6,0,56,73,39,6.7
"Confession: sometimes we go to the baby section of our site just to look at adorable babies: http://t.co/Gv7nWDnvT9",2014-02-28,0,17,24,9,0,59,62,56,0,19,32,6,0,56,73,39,6.7
"Sometimes you just need to hear those two little words: new arrivals http://t.co/eC3OCCjSlO",2014-02-28,0,17,24,9,0,59,62,56,0,19,32,6,0,56,73,39,6.7
"Accessories editor @selbydrummond talks Patti Smith &amp; her fashion vice at http://t.co/DnvryR6EIX. #jcrewdenim http://t.co/1wyLWn7OYa",2014-02-27,0,24,34,14,0,64,71,56,1,13,19,6,0,45,56,33,6.7
"We know you have a mean jean pic on your phone. Get in on the #jcrewdenim @instagram contest and show us. http://t.co/aomcRzB08S",2014-02-27,0,24,34,14,0,64,71,56,1,13,19,6,0,45,56,33,6.7
"On the I-can't-live-without-it scale, this is a 10: http://t.co/x5LeEqD0il @marahoffman #Discovered",2014-02-27,0,24,34,14,0,64,71,56,1,13,19,6,0,45,56,33,6.7
"Our men's designer Frank tells @Hypebeast what goes into a collection: http://t.co/uUHsCv4AtG",2014-02-27,0,24,34,14,0,64,71,56,1,13,19,6,0,45,56,33,6.7
"Remember to tune into The Vogue Fashion Fund finale tonight (spoiler: we have a cameo)…",2014-02-27,0,24,34,14,0,64,71,56,1,13,19,6,0,45,56,33,6.7
"What do a varsity jacket, Swedish shampoo and a Fujifilm camera have in common? http://t.co/aU5TuM9iPu #Discovered",2014-02-26,1,26,31,20,0,62,67,57,0,10,19,1,0,48,58,37,6.7
"If wearing stripes on stripes is wrong, we don't want to be right #jcrewtruths",2014-02-26,1,26,31,20,0,62,67,57,0,10,19,1,0,48,58,37,6.7
"11 answers to ""What am I going to wear today?: http://t.co/QrcHk8biXT",2014-02-26,1,26,31,20,0,62,67,57,0,10,19,1,0,48,58,37,6.7
"You know your sassy friend who always has the best one-liners? That's what these cards sound like: http://t.co/BfHEKkQggE #Discovered",2014-02-25,0,29,33,24,0,64,71,56,1,16,24,7,0,68,78,58,6.7
"The secrets behind our Fall/Winter 2014 #nyfw presentation: http://t.co/tsNp3qg7st #jcrewnyfw",2014-02-25,0,29,33,24,0,64,71,56,1,16,24,7,0,68,78,58,6.7
"Samba, soccer and new spring looks…guess where we shot our March Style Guide? http://t.co/5Cb5sArHrV",2014-02-25,0,29,33,24,0,64,71,56,1,16,24,7,0,68,78,58,6.7
"Out with the old, in with the blue
http://t.co/sYqPixUSnB
#bluejeansgogreen",2014-02-23,0,49,54,43,0,61,73,49,0,23,29,16,0,69,78,60,6.7
"Bring a pair of your old jeans to our stores for recycling and get a little reward from us: http://t.co/6rnWI3iXIW #bluejeansgogreen",2014-02-22,0,47,54,40,0,64,76,51,0,29,35,23,0,57,69,45,6.7
"Because your work bag, errands bag, gym bag and going-out bag can be all
the same bag: http://t.co/MpEHtLG3v8 #weeklyawesome #downingtote",2014-02-22,0,47,54,40,0,64,76,51,0,29,35,23,0,57,69,45,6.7
"Our @Instagram contest is still going. The prize is a $1,500 J.Crew shopping spree. That is all. #jcrewdenim http://t.co/SDpJYiwp3F",2014-02-22,0,47,54,40,0,64,76,51,0,29,35,23,0,57,69,45,6.7
"Show us how you wear, roll or pair your favorite jeans with #jcrewdenim for a chance to win a $1,500 shopping spree. http://t.co/0JPxMh4mvY",2014-02-21,0,40,44,35,0,67,79,55,1,33,37,28,0,57,69,44,6.7
"Said yes? Now find the dress: 25% off gowns + bridesmaid dresses. http://t.co/T9rVGU5zrs #jcrewwedding",2014-02-19,0,34,44,24,0,60,66,54,0,39,45,32,0,71,79,62,6.7
"Styles for little sneaker heads (you'll only find these colors here): http://t.co/mk1zlv1aop #crewcuts",2014-02-18,1,33,39,26,0,62,68,56,0,34,45,23,0,73,80,66,6.7
"Give your jeans even more character(s). Get it? #jcrewdenim http://t.co/iwjUmBoR0M",2014-02-18,1,33,39,26,0,62,68,56,0,34,45,23,0,73,80,66,6.7
"Growth spurt alert! Our crewcut styles are now available in sizes 2-16 http://t.co/8Zbml7lVmt #crewcuts",2014-02-17,0,26,34,18,0,61,71,50,1,26,29,22,0,72,79,65,6.7
"Our favorite color is denim. #jcrewtruths",2014-02-17,0,26,34,18,0,61,71,50,1,26,29,22,0,72,79,65,6.7
"Say #idoinjcrew: 25% off gowns + bridesmaid dresses exclusively for our social followers. http://t.co/1W2wuP8dM9",2014-02-17,0,26,34,18,0,61,71,50,1,26,29,22,0,72,79,65,6.7
"Something exciting is coming down the aisle. Check back tomorrow to find out more… #jcrewwedding",2014-02-17,0,26,34,18,0,61,71,50,1,26,29,22,0,72,79,65,6.7
"Style crush confessions at #nyfw: http://t.co/siXE43KYz1 (cc: @carlscrush, @atprettybirds, @jeanstories, @nixcruz, @jamalajohns)",2014-02-16,0,26,30,21,0,65,75,54,1,23,28,18,0,64,76,51,6.7
"We put @manrepeller, @Bat_Gio, @susiebubble, @garancedore on the spot to confess their (style) crush: http://t.co/siXE43KYz1",2014-02-16,0,26,30,21,0,65,75,54,1,23,28,18,0,64,76,51,6.7
"Oh, and did we mention our creative director Jenna will pick her three favorite @instagram photos? http://t.co/OrXF6rbwTQ #jcrewdenim",2014-02-16,0,26,30,21,0,65,75,54,1,23,28,18,0,64,76,51,6.7
"Our #jcrewdenim contest is on. Grab your jeans and post a photo of how you roll them, pair them, wear them…http://t.co/OrXF6rbwTQ",2014-02-16,0,26,30,21,0,65,75,54,1,23,28,18,0,64,76,51,6.7
"Our #jcrewdenim contest launches today. Get 'grammin…http://t.co/Q4vjYLakW9",2014-02-15,1,32,37,27,0,65,78,51,1,15,24,6,0,55,68,41,6.7
"Maybe one day a thoughtful text will do. Today, however, is not that day. #valentinesday",2014-02-14,1,36,40,31,0,65,79,50,1,18,22,13,0,59,78,39,6.7
"Red may be the color of the day, but we're still team blue #jcrewdenim #valentinesday",2014-02-14,1,36,40,31,0,65,79,50,1,18,22,13,0,59,78,39,6.7
"The way to a woman's heart is probably through her closet #valentinesday",2014-02-14,1,36,40,31,0,65,79,50,1,18,22,13,0,59,78,39,6.7
"Happy #ValentinesDay from where we'd rather be. #someplacewarm (cc:@GrayMalin) http://t.co/kWEvcE1uDl",2014-02-14,1,36,40,31,0,65,79,50,1,18,22,13,0,59,78,39,6.7
"Hello Hong Kong! We're excited to be opening our first two stores in May. #helloHK http://t.co/72ihtMuBYn",2014-02-14,1,36,40,31,0,65,79,50,1,18,22,13,0,59,78,39,6.7
"Guess where we're opening in May? (Hint: it's a 15-hour flight from New York.) http://t.co/n0uDAmp3Rk",2014-02-14,1,36,40,31,0,65,79,50,1,18,22,13,0,59,78,39,6.7
"Thank you to the incredible @angelica_cheung for dropping by Jenna's office to visit http://t.co/YJ59V03KqV #voguechina",2014-02-13,1,30,36,24,0,66,80,52,1,23,30,15,0,46,62,29,6.7
"phew. Made it. #winterstormpax",2014-02-13,1,30,36,24,0,66,80,52,1,23,30,15,0,46,62,29,6.7
"Thank you, #donalddrawbertson for sharing this lovely illustration of Jenna http://t.co/aufKc50ysZ http://t.co/zLsCoBfRul",2014-02-12,0,19,25,13,0,66,80,51,0,13,23,2,0,43,51,34,6.7
"First look at our men's fall/winter '14 collection. #jcrewnyfw #nyfw http://t.co/dQMxD8Z34d",2014-02-11,0,21,26,16,0,65,75,54,0,6,15,-4,0,39,42,35,6.7
"First look at our women's fall/winter '14 collection. #jcrewnyfw #nyfw http://t.co/Hz4AwkvRdA",2014-02-11,0,21,26,16,0,65,75,54,0,6,15,-4,0,39,42,35,6.7
"The final touches are being applied. Stay tuned for first looks…#jcrewNYFW #NYFW",2014-02-11,0,21,26,16,0,65,75,54,0,6,15,-4,0,39,42,35,6.7
"Finishing touches. #jcrewnyfw #nyfw http://t.co/PCT3To5HN9",2014-02-11,0,21,26,16,0,65,75,54,0,6,15,-4,0,39,42,35,6.7
"Dressed, caffeinated and ready to go #jcrewNYFW",2014-02-11,0,21,26,16,0,65,75,54,0,6,15,-4,0,39,42,35,6.7
"Dear winter, we're not going to let you ruin #jcrewNYFW",2014-02-11,0,21,26,16,0,65,75,54,0,6,15,-4,0,39,42,35,6.7
"T-minus 3 hours until Lincoln Center…#jcrewNYFW  #getexcited",2014-02-11,0,21,26,16,0,65,75,54,0,6,15,-4,0,39,42,35,6.7
"#behindthescenes #jcrewnyfw #nyfw http://t.co/ZNu8iKSknC",2014-02-11,0,21,26,16,0,65,75,54,0,6,15,-4,0,39,42,35,6.7
"Doubling up. #jcrewnyfw #nyfw http://t.co/GDl5nzoCqH",2014-02-10,0,25,29,21,0,63,73,53,0,6,13,-2,0,49,59,39,6.7
"Everyone remembers their first pair of jeans. These will be your last. #jcrewdenim",2014-02-10,0,25,29,21,0,63,73,53,0,6,13,-2,0,49,59,39,6.7
"A peek at our women's fitting. #jcrewnyfw #mbfw http://t.co/A81MZjYf41",2014-02-10,0,25,29,21,0,63,73,53,0,6,13,-2,0,49,59,39,6.7
"Part Beach Betty, part Homecoming Queen http://t.co/g5PGLTMXtm #theweeklyawesome http://t.co/KOMPtSjaTu",2014-02-10,0,25,29,21,0,63,73,53,0,6,13,-2,0,49,59,39,6.7
"White sands, turquoise waters…and beautiful dresses. Is this heaven? Nope. Just a destination wedding in Jamaica: http://t.co/diOPPtuZlS",2014-02-09,1,26,31,21,0,61,67,54,1,14,20,7,0,57,66,47,6.7
"Glow-in-the-dark pajamas. Zero arguments at bedtime. http://t.co/iWYEHMc8ct",2014-02-09,1,26,31,21,0,61,67,54,1,14,20,7,0,57,66,47,6.7
"I really wish my jeans bagged out more. Said no one ever. #jcrewdenim",2014-02-08,0,24,30,19,0,59,66,52,1,12,17,6,0,48,57,38,6.7
"Looks like we're not the only ones excited for the premiere of our new favorite reality TV show, The Fashion Fund:  http://t.co/IWy9hyTh2S",2014-01-17,0,37,46,28,0,69,85,52,1,17,21,13,0,51,63,39,6.6
"From smokehouse almonds to Hopper sketches, our men's designer, Frank, tells @GQMagazine his 10 essentials: 
http://http://t.co/jYPnjbqZpl",2014-01-16,0,40,42,37,0,67,85,49,1,28,35,20,0,52,70,33,6.6
"For 30 degrees. For 80 degrees. http://t.co/a57Ou6Li88",2014-01-13,0,44,51,37,0,63,80,46,0,38,47,28,0,58,71,45,6.6
"We're guessing you know someone who just got engaged http://t.co/qEpxdZ7rGa  #dressesthatwontruinfriendships",2014-01-12,0,46,54,38,0,61,71,50,0,37,44,29,0,56,74,38,6.6
"We've got bikinis on the brain #itssunnysomewhere",2014-01-11,0,48,58,37,0,61,73,48,0,36,41,31,0,60,74,45,6.6
"Pack mentality: Here's what's in photographer Alex's Abingdon rucksack. #testdrive http://t.co/je1Xz6p40q",2014-01-10,0,34,37,30,0,59,70,47,1,36,42,29,0,64,70,57,6.6
"Iced coffee and white jeans…both approved for year-round use #jcrewtruths",2014-01-10,0,34,37,30,0,59,70,47,1,36,42,29,0,64,70,57,6.6
"Declare war on square-toed shoes http://t.co/3QqqHpiI56 #ludlowweek",2014-01-09,0,27,32,22,0,57,63,51,1,16,29,2,0,60,69,51,6.6
"Mom jeans, in a good way: http://t.co/yrhWx7QoKi #jcrewmaternity",2014-01-09,0,27,32,22,0,57,63,51,1,16,29,2,0,60,69,51,6.6
"If we must get out of bed today, we're bringing the best part of it with us 
http://t.co/NxzecqYsa6 #downfilled #parkas",2014-01-09,0,27,32,22,0,57,63,51,1,16,29,2,0,60,69,51,6.6
"Be a better (dressed) man #ludlowweek",2014-01-08,0,17,24,10,0,58,68,47,0,7,15,-2,0,48,56,40,6.6
"Like shark week, but for suits http://t.co/ryEUj7cy4L #ludlowweek",2014-01-08,0,17,24,10,0,58,68,47,0,7,15,-2,0,48,56,40,6.6
"Nothing like walking to work in negative degree temps to really wake you up in the morning #polarvortex",2014-01-07,0,12,19,4,0,59,69,48,0,-3,5,-11,0,33,45,21,6.6
"You have to get dressed every morning, so you might as well make it fun #jcrewtruths",2014-01-06,0,42,57,19,0,64,78,49,0,-8,-1,-15,0,32,36,27,6.6
"When in doubt, wear chambray #jcrewtruths",2014-01-04,0,19,29,8,0,60,69,50,1,27,33,20,0,51,66,35,6.6
"Today we're grateful for snow boots and soy lattes. #hercules",2014-01-03,1,14,18,9,0,60,72,48,0,9,20,-2,0,43,54,31,6.6
"Snow day. #Hercules http://t.co/SXPjCWbMKE",2014-01-03,1,14,18,9,0,60,72,48,0,9,20,-2,0,43,54,31,6.6
"What’s your favorite New Year's Day ritual? #freshstart",2014-01-01,0,29,33,24,0,58,71,44,1,19,24,14,0,56,65,46,6.6
"Wake us up when it's January 2nd. #pjsallday #2014",2014-01-01,0,29,33,24,0,58,71,44,1,19,24,14,0,56,65,46,6.6
"Tonight calls for glitter or sequins. But not both. #newyearseve #overkill",2013-12-31,0,27,32,21,0,58,72,44,1,9,14,4,0,44,49,38,6.7
"Leftovers and reruns. #winterpairs",2013-12-31,0,27,32,21,0,58,72,44,1,9,14,4,0,44,49,38,6.7
"The best way to tie one on for #newyearseve: http://t.co/1ByP6f7Eom #jcrewmens",2013-12-30,0,34,45,23,0,61,75,47,1,9,15,3,0,45,50,40,6.7
"@NorthSeaClothin's Neil Starr, Remo Avella + friends. #hellolondon http://t.co/OQPVA3cfZ9",2013-12-30,0,34,45,23,0,61,75,47,1,9,15,3,0,45,50,40,6.7
"How to tweet without risking frostbite: http://t.co/1JCsjsyezD",2013-12-28,0,42,55,28,0,62,73,51,0,43,51,34,0,51,60,41,6.7
"Movies and Chinese food. #winterpairs",2013-12-28,0,42,55,28,0,62,73,51,0,43,51,34,0,51,60,41,6.7
"Taking the @PenfieldUSA Snowcap for J.Crew jacket for a test-drive. #Discovered http://t.co/FeHSjVODmE",2013-12-27,0,38,42,33,0,67,85,49,0,35,44,26,0,53,58,47,6.7
"The difference between the right fit and the almost-right fit is that there is no such thing as the almost-right fit #jcrewtruths",2013-12-26,0,34,37,30,0,63,80,46,1,26,36,15,0,55,62,47,6.7
"The best gift you've ever received? Discuss.",2013-12-26,0,34,37,30,0,63,80,46,1,26,36,15,0,55,62,47,6.7
"Who wouldn't want to be kissing on a mountain top http://t.co/bGk5WU617O #happyholidays",2013-12-25,0,24,30,19,0,65,82,47,1,23,27,19,0,47,58,35,6.7
"Gift, unwrap, repeat. #todaysactivities",2013-12-25,0,24,30,19,0,65,82,47,1,23,27,19,0,47,58,35,6.7
"Your best cookie recipes. GO. #inthekitchen",2013-12-24,1,34,41,27,0,65,79,51,1,9,19,-1,0,44,56,31,6.7
"How much plaid do you think we can get away with wearing at once? #nosuchthingastoomuch",2013-12-24,1,34,41,27,0,65,79,51,1,9,19,-1,0,44,56,31,6.7
"Parkas and peppermint patties. #winterpairs",2013-12-24,1,34,41,27,0,65,79,51,1,9,19,-1,0,44,56,31,6.7
"A baby in a polka-dot snowsuit. You’re welcome. http://t.co/YBlIzjDIUd  #jcrewbaby",2013-12-22,0,66,71,61,0,57,69,45,1,31,35,26,0,49,60,37,6.7
"For the guy that has everything: http://t.co/FceLccGG9s #jcrewmens",2013-12-21,0,58,65,51,0,54,61,46,0,34,36,32,0,64,75,53,6.7
"Mittens and mulled wine. #winterpairs",2013-12-20,0,47,53,41,0,55,65,44,0,36,37,34,0,73,77,68,6.7
"Guys, last minute shopping woes? Ask a Very Personal Stylist for help (they're like girlfriend whisperers). http://t.co/jkeVGYxt95",2013-12-20,0,47,53,41,0,55,65,44,0,36,37,34,0,73,77,68,6.7
"#TBT to our 1988 catalog cover when cable knits and khakis were king http://t.co/6GZdupB0PK",2013-12-19,0,39,47,30,0,52,57,47,0,39,43,34,0,61,75,46,6.7
"Get what you really want. By @DonorsChoose founder Charles Best. More at http://t.co/pHLcE7UCEO. #wishlisted http://t.co/2CGcJZSeWf",2013-12-19,0,39,47,30,0,52,57,47,0,39,43,34,0,61,75,46,6.7
"Don't be scrooge-y, now #101giftideas: http://t.co/a5KEbJUOhu",2013-12-18,0,30,37,23,0,64,71,57,0,25,34,16,0,54,70,37,6.7
"Get what you really want. By Gus &amp; Scout. More at http://t.co/pHLcE7UCEO. #wishlisted #crewcuts http://t.co/aNjauRscp9",2013-12-17,0,30,33,26,0,70,82,58,1,25,33,16,0,53,70,35,6.7
"#tweetingduringmeeting",2013-12-17,0,30,33,26,0,70,82,58,1,25,33,16,0,53,70,35,6.7
"Are your suit's lapels wider than your smartphone? Time to #graduatetoludlow",2013-12-16,0,29,33,25,0,73,85,60,1,17,22,12,0,47,63,30,6.7
"Whenever we can't decide what to wear in the morning we just think, ""What would Michael Caine do?"" #wwmcd",2013-12-16,0,29,33,25,0,73,85,60,1,17,22,12,0,47,63,30,6.7
"Ridiculously, uncontrollably, oh-my-gosh-we-can't-stand-it cute: http://t.co/iqeaZsXd22",2013-12-15,0,35,40,30,0,62,80,44,1,18,24,12,0,45,58,32,6.7
"How to get what you really want. By Jenna Lyons. See more at http://t.co/ZRJbxOJffy. #wishlisted http://t.co/ET0clD2Oeg",2013-12-14,1,28,34,22,0,59,74,43,1,27,30,23,0,49,58,39,6.7
"Assuming you all have to leave the house today at some point. Tell us your cold weather secrets.",2013-12-12,0,28,32,23,0,58,69,47,0,9,20,-3,0,46,56,36,6.7
"RT if you're wearing a furry hooded parka. We've spotted at least 10 in our elevator today. #spottedeverywhere",2013-12-12,0,28,32,23,0,58,69,47,0,9,20,-3,0,46,56,36,6.7
"Now that it's 28 degrees in New York, our head men's designer Frank tells @details how to up your scarf-tying game: http://t.co/Z92TSx0wOS",2013-12-11,0,30,33,27,0,58,73,43,1,12,21,2,0,44,53,34,6.7
"Glow-in-the-dark for your littlest Jedi-in-training. http://t.co/qbBXuzYMqg @starwars #crewcuts",2013-12-11,0,30,33,27,0,58,73,43,1,12,21,2,0,44,53,34,6.7
"Nothing says winter like a head covered in cashmere.",2013-12-11,0,30,33,27,0,58,73,43,1,12,21,2,0,44,53,34,6.7
"Like mother, like daughter: Violet Gaynor, co-founder of @theglowdotcom, and her little one Plum, in J.Crew Baby. http://t.co/lNUb9ZfSsD",2013-12-10,1,34,37,30,0,53,66,39,1,12,22,1,0,41,50,32,6.7
"Glitter glitter glitter glitter glitter. http://t.co/GTvxysaNjL",2013-12-10,1,34,37,30,0,53,66,39,1,12,22,1,0,41,50,32,6.7
"If babies could talk, they'd ask for stripes.",2013-12-09,1,36,42,30,0,51,62,39,1,15,26,3,0,44,47,40,6.7
"We have to say, @Jack, it's pretty hard to contain our excitement to 140 characters when you stop by. http://t.co/dhkZ98gwP6",2013-12-09,1,36,42,30,0,51,62,39,1,15,26,3,0,44,47,40,6.7
"""The rule about London style is that there are no rules,"" says @Witblog. For more on her bold approach… http://t.co/ogjVmLcVhZ",2013-11-06,0,54,66,42,0,66,82,50,0,47,57,37,0,66,79,53,6.9
".@GearPatrol counts our single-button Ludlow as one of the top 100 items every guy should own &amp; we've got to agree: http://t.co/P6MJl0DsXB",2013-11-05,0,50,55,44,0,65,77,52,0,54,56,51,0,74,80,67,6.9
"Countdown to London: @CaroIssa cooks us her favorite British dish—bangers &amp; mash. http://t.co/jAEMjkJoip #hellolondon #4daystogo",2013-11-04,0,41,48,34,0,63,69,57,0,51,57,44,0,63,73,52,6.9
"The writing is on the wall (Graphic designer @timothyogoodman at work on our Fifth Avenue elevator).… http://t.co/suumFOFWrK",2013-11-01,0,64,72,57,0,70,86,54,0,47,49,44,0,66,80,52,6.9
"Continuing our love for all things British: http://t.co/5EMmeIX0si @habituallychic",2013-11-01,0,64,72,57,0,70,86,54,0,47,49,44,0,66,80,52,6.9
"#fifthave elevator talk: ""The better you are @Twitter, the worse you are at life. #truth #lesigh."" http://t.co/4GGHnYiupQ",2013-10-31,0,60,66,53,0,67,80,53,0,56,65,47,0,70,79,62,7.2
"BOO. ������ (thank you, flourshop). #happyhalloween http://t.co/r9vd1N1J0j",2013-10-31,0,60,66,53,0,67,80,53,0,56,65,47,0,70,79,62,7.2
"Countdown to Regent Street: illustrator @jocandraw takes us on a tour of her Hackney studio: http://t.co/WJgfu8pXyZ #hellolondon #9daystogo",2013-10-30,0,56,60,51,0,61,71,51,0,56,64,47,0,76,80,72,7.2
"Shhh. We’ve got a secret (we’ll share it tomorrow) #hushhush",2013-10-28,0,50,64,37,0,62,67,56,0,45,54,36,0,73,83,62,7.2
"Writer @sophiedahl recalls her first cashmere sweater (dusty pink) + first grown-up romance (Christmas in NYC): http://t.co/7gMW3xHIv4",2013-10-28,0,50,64,37,0,62,67,56,0,45,54,36,0,73,83,62,7.2
"Spotted: A felt hat by Bailey for J.Crew (i.e., the preferred milliner of Hollywood). #Discovered http://t.co/HyljOYvNqa",2013-10-27,0,52,58,46,0,65,73,57,0,44,55,32,0,68,75,61,7.2
