"gaptext","date","gap_open","gap_high","gap_low","gap_close","gap_volume","gap_adj_close","ny_snow","ny_mean_temp","ny_max_temp","ny_min_temp","la_snow","la_mean_temp","la_max_temp","la_min_temp","chi_snow","chi_mean_temp","chi_max_temp","chi_min_temp","hou_snow","hou_mean_temp","hou_max_temp","hou_min_temp","unemployment"
"@ThomasJFox We're sorry to see this. Please give us a call at 800-GAP-STYLE so we can go over your available options. Thanks!",2016-04-22,23.77,24.040001,23.75,23.959999,2779000,23.959999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"@chellieko Sorry to hear about your frustration. Can you let us know which store you visited so we can share with their leadership? Thanks!",2016-04-22,23.77,24.040001,23.75,23.959999,2779000,23.959999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"@scottsandler Sorry to hear this. Take them to store and meet with manager. If they see that its defective, they can help even w/o a receipt",2016-04-22,23.77,24.040001,23.75,23.959999,2779000,23.959999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"@heykackie Sorry, but we do not see any restock info on these and they are not available in stores. We hope you find another pair you love.",2016-04-22,23.77,24.040001,23.75,23.959999,2779000,23.959999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"@conz If you want to send us your order number, we are happy to check your order to ensure you paid the correct price. Thanks!",2016-04-22,23.77,24.040001,23.75,23.959999,2779000,23.959999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"@conz Thanks for sending this.  We checked on this promo for you and found the discount applies to items with price ending in .99 and .97.",2016-04-22,23.77,24.040001,23.75,23.959999,2779000,23.959999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"We’re committed to providing clean water to women &amp; their communities #EarthDay Learn more: https://t.co/2LxO7B8jem https://t.co/Uxliskr2TE",2016-04-22,23.77,24.040001,23.75,23.959999,2779000,23.959999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A day at home with @JenniKayne means dogs and denim. https://t.co/ahAHEpC8jw #nothingbutdenim https://t.co/fsYgTxcz3A",2016-04-21,24.16,24.27,23.75,23.83,3139000,23.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"@bavarianpretzel We do not see any future orders for this. I have asked for more info.  Once I hear back, I will let you know what I find.",2016-04-21,24.16,24.27,23.75,23.83,3139000,23.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"@CinInCbad We hope you will take them to the store and meet with manager. If they see they're defective, they can help. Thanks",2016-04-21,24.16,24.27,23.75,23.83,3139000,23.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"@chrisdbaird It may take a few days since our emails are queued in advance. It will not stop all women's emails. Some got to all customers.",2016-04-21,24.16,24.27,23.75,23.83,3139000,23.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"@mailekrauss We hope you will call us so we can do all we can to help. 1-855-4IMIX-HELP (855-446-4943) We look forward to hearing from you.",2016-04-21,24.16,24.27,23.75,23.83,3139000,23.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"@kathyhenderson Thank you for bringing this to our attention. We forwarded it for follow up.  Sorry for any confusion.",2016-04-20,24.030001,24.379999,23.940001,24.059999,4508700,24.059999,0,59,69,49,0,74,87,60,0,64,73,54,0,71,78,63,NA
"@bavarianpretzel So sorry. Please give us a call so we can get more info. We want to see how we can help.",2016-04-20,24.030001,24.379999,23.940001,24.059999,4508700,24.059999,0,59,69,49,0,74,87,60,0,64,73,54,0,71,78,63,NA
"@medusa422 I have asked for more info.  Once I hear back, I will let you know what I find.  Thanks!",2016-04-20,24.030001,24.379999,23.940001,24.059999,4508700,24.059999,0,59,69,49,0,74,87,60,0,64,73,54,0,71,78,63,NA
"@swap9jan We see it is pending shipment now. You chose basic free shipping. This can take 7 business days. It is promised on or before 4/27.",2016-04-20,24.030001,24.379999,23.940001,24.059999,4508700,24.059999,0,59,69,49,0,74,87,60,0,64,73,54,0,71,78,63,NA
"@MattyMozay Sorry to hear this. Take them to the store and meet with manager. If they see that its defective, they can help. Thanks",2016-04-20,24.030001,24.379999,23.940001,24.059999,4508700,24.059999,0,59,69,49,0,74,87,60,0,64,73,54,0,71,78,63,NA
"@missmaycomb This is the Tencel denim braid halter dress #200831.  It is part of the 40% off promo online today too!! Don't miss out.",2016-04-20,24.030001,24.379999,23.940001,24.059999,4508700,24.059999,0,59,69,49,0,74,87,60,0,64,73,54,0,71,78,63,NA
"@MrsBruso Sorry to hear about your disappointment. Feel free to call us at 800-GAP-STYLE so we can go over your options. Thanks!",2016-04-19,24,24.110001,23.67,23.959999,5054900,23.959999,0,64,73,55,0,76,89,62,0,55,61,48,0,72,79,65,NA
"@AdeIrvann Sorry we aren't able to follow you.",2016-04-19,24,24.110001,23.67,23.959999,5054900,23.959999,0,64,73,55,0,76,89,62,0,55,61,48,0,72,79,65,NA
"@jennnovaa ...send an email with your name, address, and number to the Attn of Twitter team.  Tell us the best times to call.",2016-04-19,24,24.110001,23.67,23.959999,5054900,23.959999,0,64,73,55,0,76,89,62,0,55,61,48,0,72,79,65,NA
"@jennnovaa Sorry to hear about all of this. We can get you in touch with someone at Synchrony Bank so you can get more answers.....",2016-04-19,24,24.110001,23.67,23.959999,5054900,23.959999,0,64,73,55,0,76,89,62,0,55,61,48,0,72,79,65,NA
"@YMiranda_J We have a great sale on the site today too!  Check it out.",2016-04-19,24,24.110001,23.67,23.959999,5054900,23.959999,0,64,73,55,0,76,89,62,0,55,61,48,0,72,79,65,NA
"@suffixabuse We are sorry to hear about your trouble with site. We have a great deal on the site today too.",2016-04-19,24,24.110001,23.67,23.959999,5054900,23.959999,0,64,73,55,0,76,89,62,0,55,61,48,0,72,79,65,NA
"@tolw_ We are sorry to hear about your trouble with site. Please give us a call, we want to help.  1-800-GAPSTYLE.",2016-04-19,24,24.110001,23.67,23.959999,5054900,23.959999,0,64,73,55,0,76,89,62,0,55,61,48,0,72,79,65,NA
"@jenn_waters We never want you to miss a promo by a few minutes. Just give us a call, we can help.  1-800-GAPSTYLE.",2016-04-19,24,24.110001,23.67,23.959999,5054900,23.959999,0,64,73,55,0,76,89,62,0,55,61,48,0,72,79,65,NA
"@KikiARyder No need to wait to see. Just give us a call, we can help here.  1-800-GAPSTYLE.",2016-04-19,24,24.110001,23.67,23.959999,5054900,23.959999,0,64,73,55,0,76,89,62,0,55,61,48,0,72,79,65,NA
"@Pinkpants513 We are sorry to hear about your trouble with site. Please give us a call, we want to help.  1-800-GAPSTYLE.",2016-04-19,24,24.110001,23.67,23.959999,5054900,23.959999,0,64,73,55,0,76,89,62,0,55,61,48,0,72,79,65,NA
"@erikamerrell We are sorry to hear about your trouble with site. Please give us a call, we want to see how we can help.  1-800-GAPSTYLE.",2016-04-19,24,24.110001,23.67,23.959999,5054900,23.959999,0,64,73,55,0,76,89,62,0,55,61,48,0,72,79,65,NA
"@EngranelliG We are sorry to hear about your trouble with site. Please give us a call, we want to see how we can help.",2016-04-19,24,24.110001,23.67,23.959999,5054900,23.959999,0,64,73,55,0,76,89,62,0,55,61,48,0,72,79,65,NA
"A day of wandering in Mexico City with @lusttforlife and @CNTraveler. https://t.co/ahAHEpC8jw #nothingbutdenim https://t.co/VBF2qJqW8R",2016-04-19,24,24.110001,23.67,23.959999,5054900,23.959999,0,64,73,55,0,76,89,62,0,55,61,48,0,72,79,65,NA
"@AprilJPulido Please give us a call at 800-GAP-STYLE so we can get more information. We're happy to help make this right. Thanks!",2016-04-18,23.77,23.940001,23.4,23.879999,3623900,23.879999,0,67,82,51,0,74,89,59,0,68,83,53,0,67,70,64,NA
"@frenchbuzilla Sorry to hear you're having trouble. Try clearing your cache of cookies or use a different browser. Hope this helps!",2016-04-18,23.77,23.940001,23.4,23.879999,3623900,23.879999,0,67,82,51,0,74,89,59,0,68,83,53,0,67,70,64,NA
"@gurpssahota  I also sent a code to use when reordering to your email address. We are sorry for the inconvenience.",2016-04-18,23.77,23.940001,23.4,23.879999,3623900,23.879999,0,67,82,51,0,74,89,59,0,68,83,53,0,67,70,64,NA
"@gurpssahota No need to call. I credited your lost order. You will see the credit in 3-5 days.",2016-04-18,23.77,23.940001,23.4,23.879999,3623900,23.879999,0,67,82,51,0,74,89,59,0,68,83,53,0,67,70,64,NA
"@nkl371 Send us your order number and your concerns so we can see what is happening. Thanks!",2016-04-18,23.77,23.940001,23.4,23.879999,3623900,23.879999,0,67,82,51,0,74,89,59,0,68,83,53,0,67,70,64,NA
"@olivialieberman we ship the items from the closest distribution center. This results in separate pkgs, but no additional cost for you. Thx.",2016-04-18,23.77,23.940001,23.4,23.879999,3623900,23.879999,0,67,82,51,0,74,89,59,0,68,83,53,0,67,70,64,NA
"@thisblondeellie Can you send us your email address so we can remove it from our system?  Thanks for reaching out.",2016-04-18,23.77,23.940001,23.4,23.879999,3623900,23.879999,0,67,82,51,0,74,89,59,0,68,83,53,0,67,70,64,NA
"@stephenpaez we would like to try to help. Can you tell us more about what happened?  custserv@gap.com or 1-800-GAPSTYLE  Thanks!",2016-04-18,23.77,23.940001,23.4,23.879999,3623900,23.879999,0,67,82,51,0,74,89,59,0,68,83,53,0,67,70,64,NA
"@AprilJPulido Style cash was good through 4/17 at any Gap Outlet or Factory location.  can you tell us why it was refused?  Thanks!",2016-04-18,23.77,23.940001,23.4,23.879999,3623900,23.879999,0,67,82,51,0,74,89,59,0,68,83,53,0,67,70,64,NA
"@conz We are no aware of a 75% off promotion.  Can you give us more info?",2016-04-18,23.77,23.940001,23.4,23.879999,3623900,23.879999,0,67,82,51,0,74,89,59,0,68,83,53,0,67,70,64,NA
"@EURODOLLAS sorry for the frustration. We are looping in @asksynchrony for more help with your credit card questions. Thanks!",2016-04-18,23.77,23.940001,23.4,23.879999,3623900,23.879999,0,67,82,51,0,74,89,59,0,68,83,53,0,67,70,64,NA
"@gurpssahota Let us know if you want the dress reshipped or just credited. So sorry for the disappointment.",2016-04-18,23.77,23.940001,23.4,23.879999,3623900,23.879999,0,67,82,51,0,74,89,59,0,68,83,53,0,67,70,64,NA
"@gurpssahota You can call 0800 368 0674 from inside the UK. We are happy to reship the order for you, but the Tall Boots are not available.",2016-04-18,23.77,23.940001,23.4,23.879999,3623900,23.879999,0,67,82,51,0,74,89,59,0,68,83,53,0,67,70,64,NA
".@CharlizeAfrica's sporting GapBody in this month’s @WSJ, looking chic and comfy. https://t.co/cTeYqbyk4s https://t.co/MhSeuA6Y2P",2016-04-18,23.77,23.940001,23.4,23.879999,3623900,23.879999,0,67,82,51,0,74,89,59,0,68,83,53,0,67,70,64,NA
"@smddizon Please let us know your order number so we can look into this for you. Thanks!",2016-04-18,23.77,23.940001,23.4,23.879999,3623900,23.879999,0,67,82,51,0,74,89,59,0,68,83,53,0,67,70,64,NA
"@gurpssahota It says it was delivered to reception at Park Abbott Labs on April 7. If they do not have it, please call so we can help. Thx.",2016-04-18,23.77,23.940001,23.4,23.879999,3623900,23.879999,0,67,82,51,0,74,89,59,0,68,83,53,0,67,70,64,NA
"@gurpssahota Sorry to hear this. Send us the order number and we can see what is happening with the order.  Thanks!",2016-04-18,23.77,23.940001,23.4,23.879999,3623900,23.879999,0,67,82,51,0,74,89,59,0,68,83,53,0,67,70,64,NA
"For @BANNERSMUSIC, touring is about performing, traveling and style. https://t.co/ahAHEpC8jw #nothingbutdenim https://t.co/IwFP7VqC41",2016-04-16,NA,NA,NA,NA,NA,NA,0,56,68,43,0,70,82,58,0,63,77,48,0,69,79,59,NA
".@GalMeetsGlam’s jeans easily take her from city to country. https://t.co/ahAHEpC8jw
#nothingbutdenim https://t.co/GLzhrFl9w9",2016-04-15,23.74,24.040001,23.58,23.91,4915500,23.91,0,54,65,42,0,70,81,59,0,57,69,45,0,69,79,58,NA
"@itswuwu We're sorry to see this. Feel free to bring it to your local Gap store and a manager will be happy to assist you. Thanks!",2016-04-15,23.74,24.040001,23.58,23.91,4915500,23.91,0,54,65,42,0,70,81,59,0,57,69,45,0,69,79,58,NA
"@confoundingfact Our styles can change based on customer feedback. We'll share your comment with our product leaders so they're aware.",2016-04-15,23.74,24.040001,23.58,23.91,4915500,23.91,0,54,65,42,0,70,81,59,0,57,69,45,0,69,79,58,NA
"@theredia Sorry to hear about your disappointment. We'll share your feedback with our marketing leaders so they can keep it in mind. Thanks!",2016-04-15,23.74,24.040001,23.58,23.91,4915500,23.91,0,54,65,42,0,70,81,59,0,57,69,45,0,69,79,58,NA
"@samclovermurphy We'd like to talk to you about your experience. Please call us at 1-888-BR-STYLE and use prompts for store experience.",2016-04-15,23.74,24.040001,23.58,23.91,4915500,23.91,0,54,65,42,0,70,81,59,0,57,69,45,0,69,79,58,NA
"When packing for festivals, @camtyox knows denim cutoffs are essential. https://t.co/ahAHEpC8jw #nothingbutdenim https://t.co/V4pUUlZicg",2016-04-15,23.74,24.040001,23.58,23.91,4915500,23.91,0,54,65,42,0,70,81,59,0,57,69,45,0,69,79,58,NA
"@mrs_caracciolo We're sorry to hear this. Feel free to bring them to your local Gap store and a manager will be happy to assist you. Thanks!",2016-04-14,23.719999,23.889999,23.469999,23.709999,3951100,23.709999,0,53,62,43,0,65,72,57,0,51,61,40,0,68,76,60,NA
"@fiberfool You can set a department preference by logging into your account. Call us at 800-GAP-STYLE if you have any other questions.",2016-04-14,23.719999,23.889999,23.469999,23.709999,3951100,23.709999,0,53,62,43,0,65,72,57,0,51,61,40,0,68,76,60,NA
"@TrafalgarKen Sorry to hear this! Feel free to email us at custserv@gap.com with the details. We'd love the opportunity to make this right.",2016-04-14,23.719999,23.889999,23.469999,23.709999,3951100,23.709999,0,53,62,43,0,65,72,57,0,51,61,40,0,68,76,60,NA
"@rivegen We're happy to help! Feel free to call us at 800-GAP-STYLE.",2016-04-14,23.719999,23.889999,23.469999,23.709999,3951100,23.709999,0,53,62,43,0,65,72,57,0,51,61,40,0,68,76,60,NA
"@JennWheelock Sorry to hear about your frustration. We recommend calling Synchrony Bank (manages the card) at 800-887-1198 for help. Thanks!",2016-04-14,23.719999,23.889999,23.469999,23.709999,3951100,23.709999,0,53,62,43,0,65,72,57,0,51,61,40,0,68,76,60,NA
"@bijouxlille We're sorry to hear this. Feel free to email us at custserv@gap.com with the details. We're happy to help!",2016-04-14,23.719999,23.889999,23.469999,23.709999,3951100,23.709999,0,53,62,43,0,65,72,57,0,51,61,40,0,68,76,60,NA
"@LuchoCanton Oh no! You can bring them to your local Gap store and a manager will be happy to offer a full refund or exchange. Thanks!",2016-04-14,23.719999,23.889999,23.469999,23.709999,3951100,23.709999,0,53,62,43,0,65,72,57,0,51,61,40,0,68,76,60,NA
"@danicarine You may be locked out after trying too many times. Please call us at 800-GAP-STYLE so we can look into it. Thanks!",2016-04-14,23.719999,23.889999,23.469999,23.709999,3951100,23.709999,0,53,62,43,0,65,72,57,0,51,61,40,0,68,76,60,NA
"@JennProject We recommend the True Skinny as a suitable replacement. You can also call us at 800-GAP-STYLE if you have other questions.",2016-04-13,23.74,24.059999,23.68,23.93,4806200,23.93,0,49,58,40,0,65,73,57,0,47,57,37,0,67,72,62,NA
"@Heykelleigh Sorry to hear about your frustration. Looping in @AskSynchrony so they can help. Thanks for shopping with us!",2016-04-13,23.74,24.059999,23.68,23.93,4806200,23.93,0,49,58,40,0,65,73,57,0,47,57,37,0,67,72,62,NA
"Surrounded by blues with @itsmattbauer. https://t.co/ahAHEpTJb4 #nothingbutdenim https://t.co/l4SB6mJVbs",2016-04-13,23.74,24.059999,23.68,23.93,4806200,23.93,0,49,58,40,0,65,73,57,0,47,57,37,0,67,72,62,NA
"@AVMaltese We're sorry to hear this. Feel free to give us a call at 800-GAP-STYLE so we can get a little more information. Thanks!",2016-04-13,23.74,24.059999,23.68,23.93,4806200,23.93,0,49,58,40,0,65,73,57,0,47,57,37,0,67,72,62,NA
"@coeurdelionne There is a search bar in the upper, right corner of the page. Try clearing your cache of cookies or use a different browser.",2016-04-13,23.74,24.059999,23.68,23.93,4806200,23.93,0,49,58,40,0,65,73,57,0,47,57,37,0,67,72,62,NA
"@ChanezC1 We're sorry to hear this. We hope you'll contact Synchrony Bank directly to get it straightened out. Thanks for being a cardholder",2016-04-13,23.74,24.059999,23.68,23.93,4806200,23.93,0,49,58,40,0,65,73,57,0,47,57,37,0,67,72,62,NA
"@juancho8291 We're unable to edit an order after it's been placed. Call us at 800-GAP=STYLE so we can go over your options. Thanks!",2016-04-13,23.74,24.059999,23.68,23.93,4806200,23.93,0,49,58,40,0,65,73,57,0,47,57,37,0,67,72,62,NA
"Let's get to work. Learn how you can join @gapinc and help #CloseThePayGap: https://t.co/D4uUEEPNgc #EqualPayDay https://t.co/aoXKQWYonJ",2016-04-12,23.940001,23.99,23.24,23.58,9255200,23.58,0,52,59,45,0,66,75,56,0,40,46,33,0,71,76,66,NA
".@lustforlife explores the streets of Mexico City with @CNTraveler. https://t.co/ahAHEpC8jw #nothingbutdenim https://t.co/TmqzowRX89",2016-04-12,23.940001,23.99,23.24,23.58,9255200,23.58,0,52,59,45,0,66,75,56,0,40,46,33,0,71,76,66,NA
"@kellytherunner Kelly you can reach out to Gap_press@gap.com for help with your news story.  Thanks!",2016-04-12,23.940001,23.99,23.24,23.58,9255200,23.58,0,52,59,45,0,66,75,56,0,40,46,33,0,71,76,66,NA
"@chrisdbaird it will take you to the preferences page and you can narrow down your interests.  Hope this helps.",2016-04-12,23.940001,23.99,23.24,23.58,9255200,23.58,0,52,59,45,0,66,75,56,0,40,46,33,0,71,76,66,NA
"@chrisdbaird visit https://t.co/GWxr7qmY7H and enter you email where you would to sign up for alerts. Because you are already sub'd,",2016-04-12,23.940001,23.99,23.24,23.58,9255200,23.58,0,52,59,45,0,66,75,56,0,40,46,33,0,71,76,66,NA
"@chrisdbaird Chris, depending on where you are located, you should be able to select preferences for your emails.",2016-04-12,23.940001,23.99,23.24,23.58,9255200,23.58,0,52,59,45,0,66,75,56,0,40,46,33,0,71,76,66,NA
"@anrkot Sorry to hear this. Take them to the store and meet with manager. If they see that its defective, they can help. Thanks",2016-04-12,23.940001,23.99,23.24,23.58,9255200,23.58,0,52,59,45,0,66,75,56,0,40,46,33,0,71,76,66,NA
".@camtyox explores the streets of London in her crop kick jeans. https://t.co/ahAHEpC8jw #nothingbutdenim https://t.co/IumCuBtZaS",2016-04-11,24,24.549999,23.530001,23.98,11029700,23.98,0,54,65,43,0,66,73,59,0,46,52,40,0,73,79,67,NA
"@ItzYaboiiEddie We're sorry to hear about your frustration. We'll make sure your feedback is shared with our leadership teams. Thanks!",2016-04-11,24,24.549999,23.530001,23.98,11029700,23.98,0,54,65,43,0,66,73,59,0,46,52,40,0,73,79,67,NA
"@taylorrhughess Do you have a specific style number so we can check for availability? Thanks!",2016-04-11,24,24.549999,23.530001,23.98,11029700,23.98,0,54,65,43,0,66,73,59,0,46,52,40,0,73,79,67,NA
"@kathyconway Hi there, we recommend the ""True Skinny"" style as a suitable comparison. Hope this helps!",2016-04-11,24,24.549999,23.530001,23.98,11029700,23.98,0,54,65,43,0,66,73,59,0,46,52,40,0,73,79,67,NA
"@emilya_wright Sorry to see this. You're welcome to bring it to your local Gap store and speak with a manager. They'll be happy to help!",2016-04-11,24,24.549999,23.530001,23.98,11029700,23.98,0,54,65,43,0,66,73,59,0,46,52,40,0,73,79,67,NA
"@BB10VW Sorry to see you had some trouble. Feel free to give us a call at 800-GAP-STYLE if you're still having issues subscribing. Thanks!",2016-04-11,24,24.549999,23.530001,23.98,11029700,23.98,0,54,65,43,0,66,73,59,0,46,52,40,0,73,79,67,NA
"@My6Percent Sorry to see this. Feel free to bring it to your local Gap store and a manager will be happy to help. Thanks for sharing!",2016-04-11,24,24.549999,23.530001,23.98,11029700,23.98,0,54,65,43,0,66,73,59,0,46,52,40,0,73,79,67,NA
"@RohithT We're sorry to hear this. We'll share your feedback with the store's leadership team so it can be addressed. Thanks for sharing!",2016-04-11,24,24.549999,23.530001,23.98,11029700,23.98,0,54,65,43,0,66,73,59,0,46,52,40,0,73,79,67,NA
"@amylouisethake We're sorry to see this. Feel free to call us at 800-GAP-STYLE so we can go over your available options. Thanks!",2016-04-11,24,24.549999,23.530001,23.98,11029700,23.98,0,54,65,43,0,66,73,59,0,46,52,40,0,73,79,67,NA
"@a_p_p_l_e_s25 We're sorry to hear this. Feel free to call us at 800-GAP-STYLE so we can go over your available options. Thanks!",2016-04-11,24,24.549999,23.530001,23.98,11029700,23.98,0,54,65,43,0,66,73,59,0,46,52,40,0,73,79,67,NA
"@brettdrc We're sorry to hear this. We'll share your feedback with our product leaders so they can keep it in mind. Thanks for sharing!",2016-04-11,24,24.549999,23.530001,23.98,11029700,23.98,0,54,65,43,0,66,73,59,0,46,52,40,0,73,79,67,NA
"@MNochlin We don't have any specifics on restocks, but we'll share your feedback with our product leaders so they're aware. Thanks!",2016-04-08,27.68,27.68,23.51,23.85,33027800,23.85,0,45,50,40,0,60,61,59,1,37,44,29,0,67,82,52,NA
"@OperaNowPodcast We're sorry to hear this. Can you let us know which store you visited so we can share with their leadership? Thanks!",2016-04-08,27.68,27.68,23.51,23.85,33027800,23.85,0,45,50,40,0,60,61,59,1,37,44,29,0,67,82,52,NA
"@splursty We're sorry to hear this. Please call us at 0800 368 0674 so we can get more information. Thanks for shopping with us.",2016-04-08,27.68,27.68,23.51,23.85,33027800,23.85,0,45,50,40,0,60,61,59,1,37,44,29,0,67,82,52,NA
"@OhHayItsKayy Sorry to hear this. It can take up to 10 business days depending on the bank. When did you complete the return?",2016-04-08,27.68,27.68,23.51,23.85,33027800,23.85,0,45,50,40,0,60,61,59,1,37,44,29,0,67,82,52,NA
"@MPantelis209 We're sorry to see this! Please give us a call at 800-GAP-STYLE so we can go over your options. Thanks!",2016-04-08,27.68,27.68,23.51,23.85,33027800,23.85,0,45,50,40,0,60,61,59,1,37,44,29,0,67,82,52,NA
"@WaltersCrossing Here's a link: https://t.co/HrxzvmyfHK The blue/white stripe color is sold out. Sorry for the trouble.",2016-04-08,27.68,27.68,23.51,23.85,33027800,23.85,0,45,50,40,0,60,61,59,1,37,44,29,0,67,82,52,NA
"@civic98sil We're sorry to hear this. Feel free to call us at 800-GAP-STYLE so we can go over your available options. Thanks!",2016-04-08,27.68,27.68,23.51,23.85,33027800,23.85,0,45,50,40,0,60,61,59,1,37,44,29,0,67,82,52,NA
"@Gxtar You can subscribe to promotional emails by entering your email address at the bottom of https://t.co/09gUyCApkV for great offers.",2016-04-08,27.68,27.68,23.51,23.85,33027800,23.85,0,45,50,40,0,60,61,59,1,37,44,29,0,67,82,52,NA
"In her best girlfriend shorts, Jamie Bauer is ready to explore. https://t.co/ahAHEpC8jw #nothingbutdenim https://t.co/oANm4FWvPc",2016-04-08,27.68,27.68,23.51,23.85,33027800,23.85,0,45,50,40,0,60,61,59,1,37,44,29,0,67,82,52,NA
"Singer/songwriter @clovesdot soaks in the Austin vibes with BBQ &amp; sun. https://t.co/ahAHEpC8jw #nothingbutdenim https://t.co/IXnJyegIet",2016-04-07,28.610001,28.860001,27.6,27.68,10302500,27.68,0,53,58,48,0,64,69,59,1,39,43,35,0,67,85,49,NA
"@DCNY16 Hi there. The code you can use is SILVERGAP. Make sure you're card number is entered in checkout before applying the code. Thanks!",2016-04-07,28.610001,28.860001,27.6,27.68,10302500,27.68,0,53,58,48,0,64,69,59,1,39,43,35,0,67,85,49,NA
"@ambersue02 So sorry, but no availability showed up. Here's a link to styles currently available online: https://t.co/1cjFA6Uix1 Thanks!",2016-04-07,28.610001,28.860001,27.6,27.68,10302500,27.68,0,53,58,48,0,64,69,59,1,39,43,35,0,67,85,49,NA
"@LauWoodham Oh no! Please give us a call at 800-GAP-STYLE so we can see what options are available. Thanks!",2016-04-07,28.610001,28.860001,27.6,27.68,10302500,27.68,0,53,58,48,0,64,69,59,1,39,43,35,0,67,85,49,NA
"@ambersue02 Hi there, give us the style number (s/xxxxxx-xx) and we'll see if it's still available. Thanks!",2016-04-07,28.610001,28.860001,27.6,27.68,10302500,27.68,0,53,58,48,0,64,69,59,1,39,43,35,0,67,85,49,NA
"@audriejane Sorry to hear you're having problems. Please call us at 1-800-GAP-STYLE. We'll help you out!",2016-04-07,28.610001,28.860001,27.6,27.68,10302500,27.68,0,53,58,48,0,64,69,59,1,39,43,35,0,67,85,49,NA
"@jenniferanne21 Sorry for any frustration you experienced. Our policies and directions for returns are posted on our website.",2016-04-07,28.610001,28.860001,27.6,27.68,10302500,27.68,0,53,58,48,0,64,69,59,1,39,43,35,0,67,85,49,NA
"Allie Taylor takes a snow day to explore Hatcher’s Pass, AK w/ @CNTraveler. https://t.co/ahAHEpC8jw #nothingbutdenim https://t.co/a6z36ZbwFP",2016-04-07,28.610001,28.860001,27.6,27.68,10302500,27.68,0,53,58,48,0,64,69,59,1,39,43,35,0,67,85,49,NA
"@theothermtesta Sorry to see this. Please call our Customer Service team at 1-800-GAP-STYLE so we can help you out!",2016-04-07,28.610001,28.860001,27.6,27.68,10302500,27.68,0,53,58,48,0,64,69,59,1,39,43,35,0,67,85,49,NA
"Spring is in bloom, and designer @JenniKayne can't wait to get some sun. https://t.co/ahAHEpC8jw #nothingbutdenim https://t.co/hhk04yYEfG",2016-04-06,28.76,29.1,28.440001,28.860001,4532100,28.860001,0,39,48,30,0,74,88,59,0,47,50,43,0,67,79,55,NA
"@scherzva Sorry to hear about your frustration. We'll share your feedback with our product leaders so they're aware. Thanks!",2016-04-05,29.35,29.450001,28.68,28.690001,5401200,28.690001,0,35,43,26,0,71,85,56,0,38,47,29,0,66,81,50,NA
"@Yinymini You might be locked out. Give us a call at 800-GAP-STYLE so we can look into this. Please ask for Customer Support. Thanks!",2016-04-05,29.35,29.450001,28.68,28.690001,5401200,28.690001,0,35,43,26,0,71,85,56,0,38,47,29,0,66,81,50,NA
"@allisonleef Thanks for letting us know. We are sorry for any confusion.",2016-04-05,29.35,29.450001,28.68,28.690001,5401200,28.690001,0,35,43,26,0,71,85,56,0,38,47,29,0,66,81,50,NA
"@pupsNshine If you didn't get through, try us again today. The cut off times are automatic, but we can help here.  Thanks! 1-800-GAPSTYLE",2016-04-05,29.35,29.450001,28.68,28.690001,5401200,28.690001,0,35,43,26,0,71,85,56,0,38,47,29,0,66,81,50,NA
"@AvotCosmetics Please call us at 1-800-GAPSTYLE so we can see what options are available to you.",2016-04-05,29.35,29.450001,28.68,28.690001,5401200,28.690001,0,35,43,26,0,71,85,56,0,38,47,29,0,66,81,50,NA
"@StevenLee23 Sorry to hear this. Take them to the store and meet with manager. If they see that its defective, they can help. Thanks",2016-04-05,29.35,29.450001,28.68,28.690001,5401200,28.690001,0,35,43,26,0,71,85,56,0,38,47,29,0,66,81,50,NA
"@SarahGodfrey82 ...MLB, Robeez, Minnetonka, Old Soles, Baby Bloch, (RED)TM, Aden &amp; Anais, Gap x ED, GapKids x ED and Mr. Men and Little Miss",2016-04-05,29.35,29.450001,28.68,28.690001,5401200,28.690001,0,35,43,26,0,71,85,56,0,38,47,29,0,66,81,50,NA
"@SarahGodfrey82 There were some exclusions: Gap: Leather and Suede Apparel and Accessories, Junk Food™, Maternity Bellaband®, .....",2016-04-05,29.35,29.450001,28.68,28.690001,5401200,28.690001,0,35,43,26,0,71,85,56,0,38,47,29,0,66,81,50,NA
