"lofttext","date"
"Chicago! Shop well, do good. Join us tonight from 6-8:30 pm at the LOFT Fremont for a special shopping event to benefit @StJude.",2015-04-29
"All white everything (including hydrangeas) @honestlywtf #loveloft

Outfit details: Hi-Lo Softened Shirt https://t.co/z026EgHkHK",2015-04-28
"Shop well, do good. Join us for a special shopping event to benefit @StJude at the LOFT Fremont store on Wednesday April 29 from 6-8:30 pm.",2015-04-28
"Sign up for daily style emails to enter for a chance to win a $25 LOFT Gift Card: http://t.co/o2AewNQv5U http://t.co/Vd2BGq1uuH",2015-04-28
"Pattern play with houselarsbuilt #loveloft

Pictured: Striped Tee Dress, Polka Dot Pouch, Stripe‚Ä¶ https://t.co/dD4wYRDGPU",2015-04-27
"Stay mellow in yellow (or blossom in floral). Shop now: http://t.co/bRd26bBIcQ http://t.co/8S23xJuFQP",2015-04-27
"We love to Instagram our frothy little hearts out ‚òïhttp://t.co/GwpvIe2TgR http://t.co/udoizGBbs0",2015-04-27
"Our answer? Definitely A. Ì†ºÌΩíhttp://t.co/z3e0YYyLOJ http://t.co/rYnZU8ZtzY",2015-04-26
"Black and white prints have never been easier to mix. http://t.co/afgMwrzkJP http://t.co/0jtpgAS56m",2015-04-25
"We'll take any excuse to host a fun party. http://t.co/XBtb1SFZVH http://t.co/gYc1BuKRCb",2015-04-25
"Head outside and grab some sun @lovetpd #loveloft

Pictured: Floppy Straw Hat, Round Tortoiseshell‚Ä¶ https://t.co/jD0XR4dMKw",2015-04-25
"Anything that will pop against our sandals... http://t.co/8bNbksw856 http://t.co/uyfo2K5RVX",2015-04-24
"Allergies right now though... http://t.co/8Dmom7Gv7x http://t.co/PDGEW154ls",2015-04-24
"Shop some of our fav looks and gift ideas for Mother's Day (It's just around the corner‚Ä¶) http://t.co/t2McCTBP18 http://t.co/IDh3buBxpy",2015-04-24
"Morning matcha with a side of accessories Ì†ºÌΩµ loveandlemons #loveloft #emojisinthewild https://t.co/9MiMFbpZ54",2015-04-24
"Throwback to toastmeetsworld‚Äôs Parisian inspired look in her LOFT Scarf Ì†ºÌ∑´Ì†ºÌ∑∑Ì†ºÌΩû #tbt #loveloft

Outfit‚Ä¶ https://t.co/NrH11SlQoa",2015-04-23
"We ‚ù§Ô∏è this lacy layer. #loveloft

Pictured: Lace Sleeve Blouse @ http://t.co/s8ayKv1S0W https://t.co/yt2FqVS6Hp",2015-04-22
"Remember to enter daily through April 29th for another chance to win a $25 LOFT Gift Card: http://t.co/IXtZQh3CGU http://t.co/axEuBcItYE",2015-04-22
"Black and white. Any way you slice it, this color combo can‚Äôt lose. Shop now: http://t.co/Yjjb2s1c10 http://t.co/1aBtU19xZn",2015-04-22
"We love the summery feel of this bold maxi (or as we like to call them, Insta-Outfits). http://t.co/mhKNaLEo76 http://t.co/7f51acnhQq",2015-04-22
"Ì†ºÌΩπÌ†ºÌºÇ http://t.co/BzYUGdVnqw http://t.co/jusKzgUXdy",2015-04-22
"Our answer happens to be A. What about you? http://t.co/n8cFEh5ruc http://t.co/I6a7WEQit2",2015-04-22
"Another one of our favorite accessories Ì†ΩÌ≤ê @sarahyates #loveloft https://t.co/lyfzXNL2NM",2015-04-21
"Keeping it casual + cool. kitchykitchen #loveloft

Outfit Details: Ladder Lace Softened Shirt, Round‚Ä¶ https://t.co/Vne3TjROSn",2015-04-20
"We love a good laugh. Feel free to finish the joke for us ;) http://t.co/raMdoJhMmP http://t.co/8ZioWXY8sh",2015-04-19
"We're going on an adventure.  #loveloft @ http://t.co/s8ayKv1S0W https://t.co/ieUiaJJEiB",2015-04-19
"Or D: All of the above. http://t.co/MWRaZZgyk5 http://t.co/HuCUF6zwld",2015-04-18
"Taking Saturday on in stripes. @bonnietsang #loveloft https://t.co/fQCSpOI4Av",2015-04-18
"Because real friends shop together. Shop with code SHAREIT at checkout: http://t.co/wPDO8H9WjR http://t.co/uELwjB24iW",2015-04-18
"Because Friday @studiodiy #TGIF #loveloft @ http://t.co/s8ayKv1S0W https://t.co/jzRQI1H79I",2015-04-17
"Spring cleaning doesn't have to be a total bummer. http://t.co/qMw7GfXCO3 http://t.co/yrXzIYDSSf",2015-04-17
"Because we love Friends &amp; Family. Shop 40% off: http://t.co/fgBok1QfTG http://t.co/RzzlvGrk6G",2015-04-17
"So into @designlovefest‚Äôs Parisian inspired picks. #loveloft

Pictured: Lace Contrast Dress, Striped‚Ä¶ https://t.co/HBSlfVCDNJ",2015-04-16
"We're definitely in planning mode. http://t.co/va6L6bBjpj http://t.co/l6ZrCjIzWs",2015-04-16
"Click to answer our question of the day for a chance to win a $25 LOFT Gift Card: http://t.co/euNGKlt058 http://t.co/y6kF6AzTDg",2015-04-03
"Spring is here. Put on something pretty. http://t.co/INshWKKm0a http://t.co/8X9m9TiUNY",2015-04-03
"Never apologize for snacking. #loveloft https://t.co/q8EBHbU31o",2015-04-02
"You've got places to be. We've got dresses to wear. http://t.co/hckFUsVx1w http://t.co/pVL1NNHgYs",2015-04-02
"In store only: 50% off full price dresses. Find a store near you: http://t.co/u7DJHmmyav",2015-04-02
"We're partial to #TBT, but we want to know what you think. http://t.co/PdKN4gCVuD http://t.co/RP5O7QE9Sr",2015-04-02
"Because spring is back. Shop dresses: http://t.co/hckFUsVx1w http://t.co/CYYg3A4W2p",2015-04-02
"We love any holiday that involves candy, but this sure is a tough one. Which is your fav? http://t.co/1iezX3dy8k http://t.co/jvSaukMdsQ",2015-04-01
"We've taken the classic button-up and turned it on its tails. Shop The Evolution Of The Shirt: http://t.co/AhFgadGrJY http://t.co/bFBiU9lD1u",2015-04-01
"We have candy-colored pastels on our mind. Which will you be wearing this weekend? #thisorthat‚Ä¶ https://t.co/dDAunI1LNm",2015-04-01
"Our go to outfit right now. #loveloft

Pictured: City Jacket, Relaxed Skinny Jeans in Marine Blue‚Ä¶ https://t.co/5u4O4XjjYV",2015-03-31
"We love the laid back look of these Floral Bloom Pants on hollyjollydolly. #loveloft 

Pictured:‚Ä¶ https://t.co/1p601jTuoL",2015-03-30
"Planning for future adventures. #loveloft https://t.co/jkDMfAzn6D",2015-03-29
"Catching up on errands this morning. #loveloft

Outfit Details: Denim Jacket in Aquamarine Blue, Tres‚Ä¶ https://t.co/YyJFpzihZc",2015-03-28
"Spring is in full swing. Shop new arrivals now: http://t.co/piGpDG7KM8 http://t.co/En72bvz3GJ",2015-03-28
"Ì†ΩÌπå #loveloft https://t.co/7eFQoJCGny",2015-03-27
"Our go to layer lightens up for spring. Shop sweaters: http://t.co/kSrxM6ATnS http://t.co/GIgmuCzx3V",2015-03-27
"Under $150: Work Essentials on @goop featuring our Chambray Jumpsuit: http://t.co/dWk2gRqjjP",2015-03-26
"Perfect combo for these chilly spring nights. #loveloft

Outfit details: Drapey Funnel Neck Sweater,‚Ä¶ https://t.co/tItm9ECz8A",2015-03-26
"Enjoying our morning coffee while flipping through the March catalog. All styles are now available‚Ä¶ https://t.co/4Tb47fBxcZ",2015-03-26
"Spring showers? We're ready for you. #loveloft

Outfit details: Relaxed Trench, Relaxed Skinny Jeans‚Ä¶ https://t.co/pDBI9hybwW",2015-03-25
"The stylish way to play in the rain. Shop Jackets:  http://t.co/NyAHNJRF4e http://t.co/uD2HQIh1GE",2015-03-25
"The high waist skinny, on and off duty. #loveloft

On Duty: Custom Stretch Blazer, High Waist Modern‚Ä¶ https://t.co/PGSzXKKyjw",2015-03-24
"The High Waist Skinny. It's the jean that works for everyone (and every body). Find them here: http://t.co/t12GTZD6yx http://t.co/32HodGkp85",2015-03-24
"The Pretty Please Event. Shop $25 off cardigans, skirts and dresses for spring: http://t.co/C0Dzvn0cl1",2015-03-24
"Windowpane with a pop of red. Perfect pairing on @kendieveryday. #loveloft      Outfit details:‚Ä¶ https://t.co/aRSRWpY5Gp",2015-03-05
"An outfit that solves any style equation: http://t.co/8vtMmudghy http://t.co/b5HHXzoS1g",2015-03-05
"Eyelet is shaping up to be our number one subject for spring. Shop new arrivals: http://t.co/kByTBHTue6 http://t.co/5MDK42j25D",2015-03-05
"We love any piece that allows us to make fewer decisions in the morning. Shop The Two-In-One: http://t.co/xJHCaH3P3a http://t.co/ls49QI99hS",2015-03-05
"We‚Äôve found our uniform. #loveloft

Outfit details: Colorblock Varsity Jacket, Collarless Chambray‚Ä¶ https://t.co/37DG0SwWnV",2015-03-04
"Flippy, flirty, flares, fitted. Find all your favorites. Shop Skirts: http://t.co/jrX1mXqkLQ http://t.co/lqICf07xGi",2015-03-04
"We‚Äôll take any excuse to wear these strappy heels. #loveloft

Outfit details: LOFT Beach Textured‚Ä¶ https://t.co/7MffM7K65I",2015-03-03
"Try dressing up your jeans with a crisp white shirt. #loveloft

Outfit details: Architectural‚Ä¶ https://t.co/c7KF2663j7",2015-03-02
"It's game on in these sporty outfits. Shop The Monthly Edit: http://t.co/FCQMHlu6rQ http://t.co/xemaIUsLze",2015-03-02
"Can't wait for those (sunny) Sunday afternoon strolls. #loveloft

Outfit details: Oversized Mirrored‚Ä¶ https://t.co/jkY8FMb4qq",2015-03-01
"Lace it up. #loveloft

Outfit details: Lace Blossom Tee, Diamond Eyelet Riviera Shorts, Lace-Up‚Ä¶ https://t.co/DSUt7FQyUZ",2015-02-28
"We love the structured-meets-sporty appeal of this jacquard topper: http://t.co/RmnWN1uW0y http://t.co/mK2H1ZvvY1",2015-02-28
"Great end to the week Ì†ΩÌπå #loveloft https://t.co/AjxG1SnzEk",2015-02-27
"Try dressing up your joggers. #loveloft

Outfit details: LOFT Beach Textured Sweatshirt, Fluid‚Ä¶ https://t.co/Q1giWKS8i7",2015-02-27
"Are you a girl who wants to change the world? Apply to become an #ANNpower Fellow by March 8 http://t.co/A3AsCqETDj @VitalVoices",2015-02-27
"We‚Äôll get the check. Shop The Trend Report: Windowpane http://t.co/vNM6uUlRBg http://t.co/LekHgYu7Al",2015-02-27
"When in doubt, choose blue: http://t.co/BDqIFMOSyF #TheDress",2015-02-27
"Sporty, meet sophisticated. Shop The Colorblock Varsity Jacket: http://t.co/jsHGfm6NSy http://t.co/JCj7XaaQcf",2015-02-05
"We‚Äôre wearing our heart front and center. #loveloft

Outfit details: Limited Edition Chris Uphues x‚Ä¶ http://t.co/GQecrGmvT2",2015-02-05
"These pieces are spot on. Shop The Trend Report: Polka Dots http://t.co/z8fLczQ1oD http://t.co/b8W1PHCsJe",2015-02-04
"Geometric layering.

Outfit details: Geo Elliptical Hem Sweater, Knit Button Down Shirt, Relaxed‚Ä¶ http://t.co/rARrvmp9A6",2015-02-04
"The windows at our Michigan Avenue store are looking lovely. Keep your eyes peeled for more locations‚Ä¶ http://t.co/ShTaOlkd58",2015-02-03
"We are so excited to share our collaboration with heart-happy artist @chrisuphues! If you are in‚Ä¶ http://t.co/j31BRlWmbK",2015-02-03
"We ‚ù§Ô∏è how @state_standard wears red. #loveloft http://t.co/zhKOkRZkCN",2015-02-02
"Our idea of game day entertainment: Mystery Flash Sale. Who will score 1of 3 secret offers? All bets are on you: http://t.co/TlEOSDonyg",2015-02-01
"Never too early to start planning your next vacation. #loveloft

Pictured: Mixprint Scarf, Braided‚Ä¶ http://t.co/haZBYKZrSY",2015-02-01
"We‚Äôve partnered with @givebackbox to help donate your gently worn clothing‚Äì shipped in any box, for free. Learn more: http://t.co/TR7aWASn7b",2015-01-31
"We‚Äôve partnered with @givebackbox to help donate your gently worn clothing‚Äì shipped in any box, for free. Learn more: http://t.co/TR7aWASn7b",2015-01-31
"This textured sweatshirt‚Ä¶ Ì†ΩÌπå #loveloft

Outfit Details: Grid Jacquard Sweatshirt, Tweed Stripe Flippy‚Ä¶ http://t.co/GltZyVxgBI",2015-01-31
"Start planning a vacation somewhere warm and sunny. http://t.co/t3LxUUqAmE http://t.co/15385FjctR",2015-01-31
"We‚Äôve been waiting to wear this all week. #loveloft

Outfit Details: Stripeblock Sweater, LOFT Custom‚Ä¶ http://t.co/FZLbNIMy2B",2015-01-30
"Because sometimes dressing down is as fun as dressing up. Shop Jeans: http://t.co/BEBh4KQLZa http://t.co/eh24DDMy4Y",2015-01-30
"New styles so good that you‚Äôll need to start getting creative with your shoe storage. http://t.co/5tvp2BGUco http://t.co/5XftB9bU7O",2015-01-29
"Getting that daily dose of vitamin D ‚òÄÔ∏è #loveloft

Outfit Details: Cotton Tank, Mirrored Round‚Ä¶ http://t.co/9fsW645hBT",2015-01-29
"Even though we may now be @LOFT on Instagram, we will always be #loftgirl at heart. 

Outfit details:‚Ä¶ http://t.co/653IhGVTN9",2015-01-28
"Beat the chill. Just add tights. Shop dresses: http://t.co/kUH29DtKIW http://t.co/UrcOOAIgO6",2015-01-28
"Love the styling! RT @maraferreira polka dots for grownups on the blog today with @LOFT http://t.co/siY2sDk0p2 http://t.co/ZXjEk2Xb4U",2015-01-28
"We're taking some ""me time"" and working on our website. We'll be up and running again shortly. Find a store nearby: http://t.co/Ezld4Wa8wd",2015-01-28
"We're following @rachparcell's lead and getting back to our basics. #loveloft 
Outfit Details: Faux‚Ä¶ http://t.co/EHoiNQ4OSx",2015-01-27
"Sick of that sweater you‚Äôve been wearing all season? http://t.co/F1io720qqC http://t.co/tFHQOtm8zU",2015-01-27
"We‚Äôre seeing spots this season. Shop The Trend Report: http://t.co/XjsKRtqs5B http://t.co/0GPrCHVP0A",2015-01-26
"Get back to work. #loveloft

Outfit Details: Embellished Stripe Sweatshirt Dress, Denim Jacket in Dark‚Ä¶ http://t.co/2xy22BFTGH",2015-01-26
"And for our best selection of trend jewelry, especially barrettes: http://t.co/JXjYWj2wkT",2015-01-26
"It could have been great, Shosh. @girlsHBO",2015-01-26
"We love how liz.adams_ accessorized her neutrals with these pretty blue hues.

Outfit Details: Tunic‚Ä¶ http://t.co/BB1FS5mRGP",2015-01-26
"Seeing a pattern here? #loveloft

Pictured: Jacquard Short Sleeve Sweatshirt, Polka Dot Utility‚Ä¶ http://t.co/JtTZoiTIzX",2015-01-24
"Try slicing a burst of tomato into your look. http://t.co/ltb2wQHNAS http://t.co/TfY8PNLVfa",2015-01-24
"Dress up your denim. #loveloft

Outfit Details: Tweed Stripe Sweatshirt and Relaxed @ http://t.co/5jbzPboM2X http://t.co/U8tcdcykbv",2015-01-23
"Because you can never have too many pairs‚Ä¶ Shop Jeans: http://t.co/wOzt6xfz5D http://t.co/ak3lRgF4TC",2015-01-23
"Throwing it back to shorts weather #tbt #loveloft

Outfit details: Charmed Riviera Shorts @ http://t.co/s8ayKvjt90 http://t.co/fBGLFrM9yz",2015-01-22
"Let‚Äôs be honest, you aren‚Äôt ready for bare legs. Shop pants: http://t.co/bXjy8gnnJ2 http://t.co/oHgLlxqJHM",2015-01-22
"Love this! RT @MyEverydaySavvy Check out these new mix and match outfits from @loft! http://t.co/HVeW5sFFge",2015-01-22
"We love @maraferreira's take on our style resolution for this month: wear more red.‚Ä¶ http://t.co/tjZekwMV6G",2015-01-21
"Red, white and stripes. Shop New Arrivals on http://t.co/s8ayKvjt90: http://t.co/r0bnTkxyQZ http://t.co/mePsawBscx",2015-01-21
"Ode to tennis whites. #loveloft

Pictured: Quilted Sweatshirt Two In One Top, Metal Rim Cateye‚Ä¶ http://t.co/6ftWzf4X1I",2015-01-20
"Work is hard. Getting dressed for it shouldn‚Äôt be. Shop Work on http://t.co/s8ayKvjt90: http://t.co/MdCeP6zfBz http://t.co/sFnNPrOJf1",2015-01-20
"We‚Äôre seeing red (in a good way). Shop New Arrivals: http://t.co/s8Y2zFP8AZ http://t.co/nyN11gzTdh",2015-01-19
"New week, new sweater. #loveloft

Outfit Details: Eyelash Zip Sweater (now available online) @ http://t.co/s8ayKvjt90 http://t.co/1QhMO3A9LM",2015-01-19
"Have we told you how much we love Sundays? #loveloft @ http://t.co/s8ayKvjt90 http://t.co/YPFOw4YoIm",2015-01-18
"Solidifying brunch plans in our Polka Dot Utility Blouse. #loveloft @ http://t.co/s8ayKvjt90 http://t.co/xA4m2IjLLt",2015-01-17
"Dress up your denim. http://t.co/tM5LjUjbfd http://t.co/ZGEBGseIRH",2015-01-17
"Resolve to have fun with it. Shop the Monthly Edit: http://t.co/jI7bbORwSf http://t.co/qEBiAEPHP4",2015-01-17
"Ì†ΩÌ≤É #loveloft

Outfit Details: Jacquard Short Sleeve Sweatshirt, Seamed Ponte Flippy Skirt @ http://t.co/s8ayKvjt90 http://t.co/4Um7nG4LlO",2015-01-16
"Resolve to block out more time for yourself. Shop The Monthly Edit: http://t.co/qpKUD8Q6Qx http://t.co/ZnhAYv62Rw",2015-01-16
"Resolve to make looking laid-back your job. Shop The Monthly Edit: http://t.co/WTnQBYYPX4 http://t.co/D1KhVFX0nv",2015-01-16
"Resolve to wear more red. Shop The Monthly Edit: http://t.co/IwL5blpqsD http://t.co/nAiFTDSFto",2015-01-16
"Resolve to slip on a shirt that's also a dress. Shop The Monthly Edit: http://t.co/Nf44Lc6cNL http://t.co/PRovlWA6u9",2015-01-16
"Cozy Thursday night. #loveloft

Outfit Details: Tweed Stripe Sweatshirt @ http://t.co/5jbzPboM2X http://t.co/7jfyohUmUL",2015-01-15
"Resolve to show your stripes. Shop The Monthly Edit: http://t.co/vTHOr2ugK1 http://t.co/8oO2Oe7UoX",2015-01-15
"Resolve to let your ankles see the light of day before spring. Shop The Monthly Edit: http://t.co/Z4ODAJnZgt http://t.co/vQ7s4EDxZx",2015-01-15
"Resolve to be a team player. Shop The Monthly Edit: http://t.co/iw50Js8UcB http://t.co/8P57OwevRj",2015-01-15
"Resolve to dress up your jeans. Shop The Monthly Edit: http://t.co/bovPfBwZWv http://t.co/P2HLmRal3K",2015-01-15
"It's here. The Monthly Edit. Check out new outfits for the New Year. http://t.co/KIVhbcRKEG",2015-01-15
"Our layering essentials this season. #loveloft

Pictured: Tweed Striped Sweatshirt, Quilted Sweatshirt‚Ä¶ http://t.co/htol00oARQ",2015-01-14
"Set yourself apart with a loud, floral print. Shop Sweaters: http://t.co/U9FsFKuLNo http://t.co/SNYbFILqZx",2015-01-14
"The Spot On Scarf adds the perfect pop of color to any look. #loveloft

Outfit Details: Quilted‚Ä¶ http://t.co/YEau7vh9b4",2015-01-13
"Soft and easy layers to update your 2015 look. Shop sweaters: http://t.co/ytvJJmkWW1 http://t.co/qkkrCF6Kqv",2015-01-13
"Resolve to wear a pop of bold, ripened red. Shop The First New Arrivals of 2015: http://t.co/qMF7Nqaleg http://t.co/09e88X8485",2015-01-12
"Up your sparkle game. #loveloft

Outfit Details: Jeweled Denim Skirt @ http://t.co/s8ayKvjt90 http://t.co/4Llz5CxrbV",2015-01-12
"Checking closet refresh off of our resolutions list. #loveloft @ http://t.co/5jbzPboM2X http://t.co/dlVJZyLz9V",2015-01-11
"Headed out for Saturday adventures. #loveloft

Outfit Details: Etched Bi-Stretch Skinny Ankle Pants @‚Ä¶ http://t.co/Q7oIdCEQWx",2015-01-10
"Getting cozy in the Cable Pom Pom Hat. Shop Cold Weather Accessories: http://t.co/vBPc35IoXF http://t.co/TxHJEw3r1u",2015-01-10
"Nothing like a good baseball tee. #loveloft

Outfit Details: Linen Baseball Tee @ http://t.co/s8ayKvjt90 http://t.co/ztAucYi4S4",2015-01-09
"A new take on chambray. Shop The Chambray Striped Dress: http://t.co/6tu3WPF6J6 http://t.co/iJWeyhVY7i",2015-01-09
"It‚Äôs good to have options. Right? #GREED #LOFTxHOTMESSMOVES @hotmessmoves https://t.co/yXcPGO6y1j",2015-01-09
"We‚Äôll take one in every color. #loveloft @ http://t.co/s8ayKvjt90 http://t.co/ykFkZ3lYNo",2015-01-08
"Up your sparkle game. Shop Jeweled Denim: http://t.co/Ju50iQkljl http://t.co/PvDD3Ctu0H",2015-01-08
"Sometimes all it takes is one bold move. #LOFTxHOTMESSMOVES
https://t.co/B8qvRmCrSe",2015-01-07
"Beautiful! RT @victoriarcho Sweater ombr√© #sweaterweather #loftgirl #loveloft @loft #ootd http://t.co/cRuomMMjoz",2015-01-07
"This baby blue cardi is the perfect winter layer. http://t.co/IXp6SxfmGW http://t.co/Qf1HcolFXt",2015-01-07
"Out with the old, in with the new. Get an extra 60% off all sale items. Shop now: http://t.co/2DS68cFLwP http://t.co/hZn9Ip0A77",2015-01-03
"Instagram is only as real as you believe it is.#ENVY #LOFTxHOTMESSMOVES @hotmessmoves https://t.co/EDl0mtpnY9",2015-01-02
"Your New Year uniform? Timeless staples with a twist. Shop now: http://t.co/1gwidYyq3W http://t.co/ES1zbTKse3",2015-01-02
"Bundle up. #loveloft

Outfit details: Open Hoodie, Plaid Scarf, Button Pocket Chambray Softened Shirt,‚Ä¶ http://t.co/WaqaBHRQSe",2015-01-02
"We‚Äôre bringing cozy back. Shop Sweaters: http://t.co/w8sfrAcSnl http://t.co/hdTAUmrkqX",2015-01-01
"Down time is the best time, and we definitely need some today. #lifeisinthedetails http://t.co/C43KD9BEl7",2015-01-01
"Where will you be when the ball drops? #loveloft

Outfit Details: Seamed Flare Dress, The Funnel Neck‚Ä¶ http://t.co/OoUMBKuz1F",2014-12-31
"Dress up without the dress. Piece Together The Perfect Party Look: http://t.co/DuAE1dQTcM http://t.co/uCkZ9rEznC",2014-12-31
"Never met a shoe we wouldn‚Äôt buy‚Ä¶ or were able to walk in. #GLUTTONY #LOFTxHOTMESSMOVES @hotmessmoves https://t.co/cwrUA9i4ZM",2014-12-31
"Did you know that no family ever pays @StJude for anything? Learn how you can help: http://t.co/H1xeqD5Aln #StJudeGiveThanks",2014-12-31
"Last day of 2014. Reflecting on some of our favorite moments. #loveloft

Outfit Details: Seamed‚Ä¶ http://t.co/LZ60H1vKi0",2014-12-31
"A sweater that accessorizes for us? We‚Äôll take it. #loveloft

Pictured: Jeweled Cardigan @ http://t.co/s8ayKvjt90 http://t.co/lKSn7pdmyQ",2014-12-30
"The heart wants what it wants. Get an extra 60% off all sale items: http://t.co/KlSsyLPcSG http://t.co/IbvdTeZ9Qd",2014-12-30
"We're starting 2015 off with a clean slate. #LOFTxHOTMESSMOVES
https://t.co/k0s3vyk9fI",2014-12-29
"Need some work week outfit inspiration? Shop Wear To Work: http://t.co/Pwvjzmyvor http://t.co/VzNKrOoI95",2014-12-29
"Don't worry, it‚Äôs only a 3 day week. #loveloft @ http://t.co/s8ayKvjt90 http://t.co/k7JiBRf3e1",2014-12-29
"Does eating burn calories? We‚Äôll Google it later. #SLOTH #LOFTxHOTMESSMOVES @hotmessmoves https://t.co/15zKsbOcG7",2014-12-29
"No family ever pays St. Jude for anything -not for treatment, travel, housing or food. That's something wor... https://t.co/rAIE67uIoG",2014-12-29
"Chill sunday afternoon. #loveloft @ http://t.co/5jbzPboM2X http://t.co/71LpVpXCyj",2014-12-28
"Our Saturday night plans involve this dress. #loveloft @ http://t.co/s8ayKvjt90 http://t.co/74gPAW2MlP",2014-12-28
"A comfy sweater couldn‚Äôt be more inviting. Shop now: http://t.co/ZpvLj1pEPw http://t.co/wbBUyhnEUc",2014-12-27
"We're excited to help support @StJude in their mission to find cures and save children. Learn more: http://t.co/kpSUDcVBSY",2014-12-27
"Already wearing one of our favorite gifts, the Plaidstroke Tee. #loveloft @ http://t.co/s8ayKvjt90 http://t.co/b71Ygha9Fi",2014-12-26
"Cold weather doesn‚Äôt have to freeze out good style. Shop New Arrivals: http://t.co/pnwE3FWf6d http://t.co/tAVaubFLh1",2014-12-26
"Merry Christmas Ì†ºÌæÅ #lifeisinthedetails http://t.co/gPNmggF3ZE",2014-12-25
"Our idea of holiday trimming. #loveloft
Outfit details: Grandpa Cardigan, Jacquard Slim Ankle Pants @‚Ä¶ http://t.co/KOf2PYAewT",2014-12-24
"Laid back holiday look. #loveloft

Outfit details: Grandpa Cardigan, Jacquard Slim Ankle Pants,‚Ä¶ http://t.co/wirTATUKMi",2014-12-24
"Need a gift wrapping break? Shop New Arrivals: http://t.co/ykCDvQvjDK http://t.co/xGCILLO9uF",2014-12-24
"We‚Äôre taking it easy tonight. #loveloft

Outfit details: Floral Pajama Set @ http://t.co/5jbzPboM2X http://t.co/3IFnVppsYt",2014-12-24
"LOFT Credit Card Carrier? Lucky you. Check your email today for a special surprise! It's our way of saying thank you for loving LOFT.",2014-12-23
"Get festive in the fairest styles of them all. Shop Fair Isle: http://t.co/rQcSLwOpIp http://t.co/3VinrLkb77",2014-12-23
"Because it wouldn't be the holidays without holiday socks. #loveloft

Pictured: Dot &amp; Stripe Sock Set,‚Ä¶ http://t.co/uTDT34f9yC",2014-12-23
"Holiday vibes. #loveloft

Outfit details: Snowflake Jacquard Sweater, Reindeer Scarf, Metallic Slip On‚Ä¶ http://t.co/SI3odFROj7",2014-12-22
"Outshine the tree. #loveloft

Pictured: Crystal Fabric Backed Earrings @ http://t.co/s8ayKvjt90 http://t.co/XOTjmPSYGg",2014-12-22
"Ornaments aren‚Äôt only for trees. Shop Cold Weather Accessories: http://t.co/1crhLKrIoz http://t.co/Qi88RCrGug",2014-12-22
"Better than mistletoe. #lifeisinthedetails http://t.co/dOOZdZMWKQ",2014-12-21
"This dress has every last detail covered. #loveloft

Outfit details: Lacy Sleeve Sweatshirt Dress @‚Ä¶ http://t.co/Q9RPpmL8Dt",2014-12-21
"RT @TheYuppieFiles My favorite sweater at the moment- wore it on Tuesdays post, wearing it again right now. @loft http://t.co/lJYReZO6Jg",2014-12-20
"It‚Äôs okay to keep one for yourself (present emoji) #loveloft

Pictured: Constellation Charm Necklace,‚Ä¶ http://t.co/wHIBFNC57T",2014-12-20
"Give to help them live. Donate to St. Jude today #StJudeGiveThanks http://t.co/Oc6pKa1Z3C",2014-12-20
"Oh, thanks! RT @theresa2899 @loft Christmas sweater game is so on point. Ì†ΩÌ∞ß #LetsGoPens #LGP http://t.co/8KmfQ3gxS9",2014-12-19
"Spotted. #loveloft

Outfit Details: Brushed Animal Spot Sweater @ http://t.co/s8ayKvjt90 http://t.co/JCW4w9MBYR",2014-12-19
"Last chance. We‚Äôre giving away 1000s of holiday shopping rewards: http://t.co/9kl37wvOUm http://t.co/j9VvnEbYmd",2014-12-19
"We're proud to celebrate our partnership with St. Jude. Donate, ring bell, repeat. #StJudeGiveThanks https://t.co/oLPbVt3sBW",2014-12-18
"This one‚Äôs from Frosty ‚õÑÔ∏è#loveloft

Pictured: Iridescent Crystal Statement Necklace @ http://t.co/5jbzPboM2X http://t.co/P7TjBflm2z",2014-12-18
"We love how a little faux-leather detail can elevate a casual look. Shop now: http://t.co/2jBDFfjt9h http://t.co/kEA4Guhj3n",2014-12-18
"Because there's nothing like cocoa and a good book. #lifeisinthedetails http://t.co/Pz1WrTBbbM",2014-12-17
"Because sometimes you just want to stay home.
https://t.co/Ec2w7wHQUW",2014-12-17
"You could score a $500 LOFT gift card (plus, thousands of other prizes). Don‚Äôt miss out: http://t.co/RCjufjOeDu http://t.co/4FoJ6OmOd7",2014-12-17
"Dress up your chambray. #loveloft

Pictured: Lapeled Light Chambray Softened Shirt, Delicate Diamond‚Ä¶ http://t.co/b468fJoL6b",2014-12-17
"The Snow Leopard Shift Skirt is our holiday party go-to. #loveloft

Outfit Details: Grandpa Cardigan,‚Ä¶ http://t.co/7DSXycK7xt",2014-12-16
"Since 1962, @StJude has changed the way the world treats pediatric cancer. Learn how we‚Äôre helping save children: http://t.co/n75wPb5Dz2",2014-12-16
"Shine bright in wintry white. Shop new arrivals: http://t.co/9Ub5cq2hYq http://t.co/7o0gNf6b24",2014-12-16
"Time to break out your festive sweaters. #loveloft

Pictured: Cotton Cardigan @ http://t.co/s8ayKvjt90 http://t.co/7IMYGfjNj4",2014-12-16
"Coffee break. #loveloft

Outfit details: Funnel Neck Coat, Square Cabochon Sweatshirt @ http://t.co/s8ayKvjt90 http://t.co/qNuxAZWC3x",2014-12-15
"No family ever pays @StJude for anything. Learn how you can join us and support this amazing place: http://t.co/S5ePpsiMWx",2014-12-15
